DATE,q.in,ec.in,t.in,q.HOL,q.RFD,q.FLS,q.RFR,q.TIM,q.FLY,q.CAN,q.CON,q.HRC,q.WTP,q.out,ec.out,t.out,da.0,da.1,dc.0,dc.1,dd.0,dd.1,de.0,de.1,p,et
10/18/2001,162,1.12,NA,0,95,0,42,71,167,7.2,49,4.3,NA,64,2.32,12.4,0.69,0.72,NA,0.03,1.04,0.97,1.07,1.03,0,0.18
10/19/2001,134,1.13,NA,0,90,0,42,72,160,10,50,4.3,NA,73,2.15,11.5,0.6,0.69,0.94,NA,1.07,1.04,1.14,1.07,0,0.23
10/20/2001,143,1.14,NA,0,86,0,42,66,162,21,51,4.5,NA,82,2.1,11.65,0.63,0.6,0.92,0.94,1.07,1.07,1.2,1.14,0,0.11
10/21/2001,106,0.989,NA,0,84,0,42,66,172,26,51,4.2,NA,90,2.03,11.3,0.5,0.63,0.91,0.92,1.06,1.07,1.25,1.2,0,0.23
10/22/2001,120,1.3,NA,0,86,0,42,59,162,22,50,5.1,NA,97,1.98,12.9,0.57,0.5,0.89,0.91,1,1.06,1.29,1.25,0,0.3
10/23/2001,108,1.34,NA,0,86,0,42,54,166,9.7,49,4.7,NA,93,2.04,13.15,0.53,0.57,0.92,0.89,0.89,1,1.27,1.29,0,0.19
10/24/2001,92,1.36,NA,0,83,0,41,52,166,7.8,49,3.1,NA,79,2.27,11.35,0.47,0.53,0.93,0.92,0.78,0.89,1.18,1.27,0,0.15
10/25/2001,126,1.32,NA,0,86,0,43,55,164,8.4,51,2.3,NA,69,2.55,9.45,0.6,0.47,0.94,0.93,0.79,0.78,1.11,1.18,0,0.14
10/26/2001,152,1.29,NA,0,86,0,43,54,164,12,52,2.3,NA,65,2.69,9.55,0.69,0.6,0.98,0.94,0.92,0.79,1.08,1.11,0,0.17
10/27/2001,163,1.26,NA,0,86,0,44,54,165,12,52,2.1,NA,77,2.47,9.7,0.73,0.69,0.97,0.98,1.01,0.92,1.16,1.08,0,0.21
10/28/2001,145,1.29,NA,0,86,0,44,54,164,16,51,2.8,NA,91,2.25,11.05,0.67,0.73,0.97,0.97,1.1,1.01,1.25,1.16,0,0.13
10/29/2001,142,1.33,NA,0.004,86,0,43,52,165,16,51,3.2,NA,101,2.13,11.75,0.67,0.67,0.95,0.97,1.09,1.1,1.31,1.25,0,0.14
10/30/2001,152,1.32,NA,0.006,86,0,43,54,167,12,51,3.4,NA,100,2.14,11.6,0.71,0.67,0.95,0.95,1.05,1.09,1.31,1.31,0,0.41
10/31/2001,145,1.29,NA,0.004,72,0,40,60,166,12,51,4.7,NA,100,2.21,13.6,0.69,0.71,0.95,0.95,1.07,1.05,1.31,1.31,0,0.18
11/1/2001,154,1.31,NA,NA,41,0,7.62,40,186,20,51,2.9,NA,105,2.21,11.95,0.73,0.69,0.97,0.95,1.02,1.07,1.33,1.31,0,0.15
11/2/2001,172,1.3,NA,0.009,42,0,0.073,50,222,9.4,50,2.9,NA,94,2.23,11.5,0.78,0.73,0.97,0.97,0.88,1.02,1.27,1.33,0,0.12
11/3/2001,182,1.29,NA,0.012,42,0,0.038,52,252,9.5,49,3,NA,73,2.47,12.25,0.82,0.78,1.01,0.97,0.77,0.88,1.14,1.27,0,0.09
11/4/2001,174,1.28,NA,0.016,42,0,0.038,56,265,9.5,50,3.4,NA,60,2.67,13.6,0.8,0.82,1.03,1.01,0.75,0.77,1.04,1.14,0,0.15
11/5/2001,155,1.3,NA,0.001,42,0,0.038,54,266,9.9,50,3.4,NA,53,2.71,12.8,0.75,0.8,1.04,1.03,0.71,0.75,0.98,1.04,0,0.14
11/6/2001,142,1.3,NA,0,42,0,NA,59,264,14,60,3.5,NA,43,2.84,12.8,0.71,0.75,1.03,1.04,0.68,0.71,0.88,0.98,0,0.29
11/7/2001,155,1.29,NA,NA,42,0,0,65,260,15,63,2.9,NA,32,3.23,12.7,0.76,0.71,1.01,1.03,0.7,0.68,0.75,0.88,0.07,0.09
11/8/2001,204,1.24,NA,0,42,0,0,71,269,20,63,1.1,NA,28,3.25,8.85,0.91,0.76,1.04,1.01,0.75,0.7,0.7,0.75,0,0.11
11/9/2001,279,1.18,NA,NA,42,0,0,80,327,25,65,1.4,NA,26,3.26,9.5,1.13,0.91,1.15,1.04,0.78,0.75,0.67,0.7,0,0.11
11/10/2001,352,1.11,NA,0,42,0,0,79,411,25,67,1.8,NA,25,3.28,9.7,1.33,1.13,1.29,1.15,0.79,0.78,0.65,0.67,0,0.11
11/11/2001,323,1.12,NA,0,38,0,0,78,458,20,69,2.8,NA,25,3.24,9.9,1.28,1.33,1.3,1.29,0.78,0.79,0.65,0.65,0,0.16
11/12/2001,290,1.15,NA,NA,31,0,0,64,434,28,68,2.4,NA,26,3.14,10.75,1.21,1.28,1.29,1.3,0.81,0.78,0.67,0.65,0,0.12
11/13/2001,264,1.2,NA,0,31,0,0,61,402,29,72,2.2,NA,25,3.23,10.9,1.16,1.21,1.28,1.29,0.83,0.81,0.65,0.67,0,0.1
11/14/2001,226,1.25,NA,0,31,0,0,57,383,21,53,2.3,NA,26,3.24,10.85,1.07,1.16,1.25,1.28,0.8,0.83,0.67,0.65,0,0.09
11/15/2001,329,NA,NA,0,31,0,0,55,383,24,0,2.3,NA,75,2.11,10.6,NA,1.07,1.29,1.25,0.82,0.8,1.15,0.67,0,0.08
11/16/2001,367,1.37,NA,0,31,0,0,50,428,6.8,0,2.7,NA,81,2.12,11,1.23,NA,1.38,1.29,0.65,0.82,1.19,1.15,0,0.09
11/17/2001,333,1.35,NA,0,31,0,0,49,438,5.7,0,1.8,NA,71,2.25,10.25,1.14,1.23,1.36,1.38,0.62,0.65,1.12,1.19,0.07,0.17
11/18/2001,333,1.35,NA,0,31,117,0,46,352,5.6,0,2.9,NA,68,2.38,9.2,1.13,1.14,1.16,1.36,0.62,0.62,1.1,1.12,0.05,0.08
11/19/2001,331,1.35,NA,0,31,243,0,44,73,5.4,0,4.9,NA,67,2.41,8.25,1.11,1.13,0.93,1.16,1.06,0.62,1.09,1.1,0,0.09
11/20/2001,336,1.36,NA,0,31,278,0,44,0,5.5,0,7.9,NA,153,2.14,5.65,1.1,1.11,0.86,0.93,1.25,1.06,1.56,1.09,0,0.12
11/21/2001,333,1.38,NA,NA,31,290,0,45,0,5.7,0,6.6,NA,182,1.91,5.4,1.09,1.1,0.79,0.86,1.16,1.25,1.67,1.56,0,0.1
11/22/2001,333,1.4,NA,NA,31,272,0,45,0,5.9,0,6.4,NA,170,1.96,5.2,1.07,1.09,0.77,0.79,1.13,1.16,1.63,1.67,0.47,0.07
11/23/2001,368,1.37,NA,NA,31,295,0,49,0,5.4,0,7.7,NA,183,2.02,6.25,1.14,1.07,0.77,0.77,1.17,1.13,1.68,1.63,0,0.12
11/24/2001,368,1.39,NA,NA,30,292,0,47,0,5,0,7.6,NA,197,2.02,5.75,1.11,1.14,0.74,0.77,1.16,1.17,1.72,1.68,0,0.12
11/25/2001,368,1.4,NA,NA,28,287,0,45,0,4.9,0,7,NA,181,2.1,6.05,1.11,1.11,0.73,0.74,1.15,1.16,1.67,1.72,0,0.08
11/26/2001,367,1.39,NA,NA,26,297,0,42,0,4.4,0,7.3,NA,175,2.27,3.5,1.09,1.11,0.71,0.73,1.11,1.15,1.65,1.67,0,0.05
11/27/2001,339,1.42,NA,NA,26,261,0,41,0,4.1,0,7.1,NA,166,2.31,1.8,1.02,1.09,0.7,0.71,1.01,1.11,1.61,1.65,0,0.04
11/28/2001,380,1.42,NA,NA,24,345,NA,39,0,4.1,0,6.3,NA,146,NA,NA,1.1,1.02,0.71,0.7,0.99,1.01,1.53,1.61,0,0.08
11/29/2001,410,1.41,NA,NA,23,412,0,38,0,4.8,0,5.9,NA,155,NA,NA,1.06,1.1,0.76,0.71,1,0.99,1.57,1.53,0,0.14
11/30/2001,437,1.4,NA,NA,23,440,0,38,0,5.1,0,6.5,NA,159,NA,NA,1.07,1.06,0.75,0.76,1.1,1,1.58,1.57,0,0.15
12/1/2001,436,1.4,NA,NA,24,355,0,37,NA,4.5,NA,6.5,NA,166,NA,NA,1.2,1.07,0.72,0.75,1.02,1.1,1.61,1.58,0,0.12
12/2/2001,417,1.39,NA,NA,23,356,0,36,NA,4.3,NA,6.9,NA,155,NA,NA,1.17,1.2,0.72,0.72,1.01,1.02,1.57,1.61,0,0.14
12/3/2001,385,1.39,NA,0,22,296,0,36,NA,4.1,NA,7.1,NA,149,NA,NA,1.12,1.17,0.71,0.72,1.01,1.01,1.54,1.57,0,0.21
12/4/2001,381,1.38,NA,0,23,298,0,35,NA,4.1,NA,6.8,NA,150,NA,NA,1.13,1.12,0.7,0.71,0.99,1.01,1.55,1.54,0,0.17
12/5/2001,377,1.38,NA,0,27,296,0,40,NA,4.7,NA,7.1,NA,150,2.44,6.45,1.13,1.13,0.7,0.7,0.98,0.99,1.55,1.55,0,0.18
12/6/2001,358,1.39,NA,NA,27,292,0,40,NA,4.8,NA,7,NA,149,2.41,4.65,1.1,1.13,0.71,0.7,1,0.98,1.54,1.55,0,0.1
12/7/2001,359,1.4,NA,NA,27,282,0,40,NA,4,NA,7.1,NA,147,2.34,4,1.11,1.1,0.71,0.71,1.03,1,1.53,1.54,0,0.09
12/8/2001,346,1.42,NA,NA,27,271,0,40,NA,3.7,NA,6.5,NA,144,2.27,2.7,1.1,1.11,0.72,0.71,1.03,1.03,1.52,1.53,0,0.1
12/9/2001,336,1.43,NA,NA,27,267,0,41,NA,3.6,NA,6.6,NA,149,2.27,2.6,1.09,1.1,0.73,0.72,1.07,1.03,1.54,1.52,0,0.09
12/10/2001,364,1.42,NA,NA,25,274,0,40,NA,3.6,NA,6.6,NA,149,2.24,2.6,1.17,1.09,0.72,0.73,1.09,1.07,1.54,1.54,0,0.16
12/11/2001,374,1.41,NA,NA,20,327,0,37,NA,3.9,NA,7,NA,148,2.21,3.1,1.2,1.17,0.71,0.72,1.07,1.09,1.54,1.54,0,0.04
12/12/2001,379,1.39,NA,NA,14,336,0,36,NA,4.2,NA,7.3,NA,146,2.18,2.15,1.23,1.2,0.73,0.71,1.06,1.07,1.53,1.54,0.04,0.02
12/13/2001,370,1.45,NA,NA,0,251,NA,18,NA,3.6,NA,6.8,NA,145,2.15,0.75,2.91,1.23,0.84,0.73,1.04,1.06,1.53,1.53,0.15,0.06
12/14/2001,360,1.44,NA,NA,0,165,NA,17,NA,3.8,NA,6.6,NA,132,2.22,1.55,1.31,2.91,1.21,0.84,1.45,1.04,1.47,1.53,0,0.11
12/15/2001,363,1.4,NA,NA,0,360,NA,17,NA,3.8,NA,6.7,NA,283,1.85,0.05,1.23,1.31,0.95,1.21,1.3,1.45,2.05,1.47,0,0.07
12/16/2001,340,1.41,NA,NA,0,345,NA,17,NA,3.7,NA,6.7,NA,195,1.84,1.7,1.19,1.23,0.86,0.95,1.14,1.3,1.72,2.05,0,0.07
12/17/2001,332,1.4,NA,NA,0,350,NA,16,NA,3.8,NA,6.6,NA,171,2.01,2.4,1.18,1.19,0.82,0.86,1.07,1.14,1.63,1.72,0,0.1
12/18/2001,338,1.4,NA,NA,0,336,NA,17,NA,3.8,NA,6.7,NA,161,2.08,2.9,1.19,1.18,0.78,0.82,1.03,1.07,1.59,1.63,0,0.07
12/19/2001,353,1.4,NA,NA,0,333,NA,16,NA,3.7,NA,6.6,NA,154,2.12,2.7,1.2,1.19,0.75,0.78,1,1.03,1.56,1.59,0,0.06
12/20/2001,367,1.4,NA,NA,0,346,NA,16,NA,3.7,NA,6.5,NA,146,2.18,2.7,1.22,1.2,0.73,0.75,0.99,1,1.53,1.56,0.01,0.11
12/21/2001,350,1.41,NA,NA,0,333,NA,17,NA,3.7,NA,6.5,NA,143,2.23,3.25,1.2,1.22,0.72,0.73,0.99,0.99,1.52,1.53,0,0.07
12/22/2001,344,1.4,NA,NA,0,320,NA,17,NA,3.7,NA,6.9,NA,144,2.24,4,1.19,1.2,0.7,0.72,1.01,0.99,1.52,1.52,0,0.06
12/23/2001,349,1.42,NA,NA,0,319,NA,16,NA,3.7,NA,6.5,NA,141,2.29,2.45,1.19,1.19,0.69,0.7,1.01,1.01,1.51,1.52,0,0.05
12/24/2001,337,1.43,NA,NA,0,346,NA,16,NA,3.7,NA,6.2,NA,142,2.34,2.2,1.18,1.19,0.68,0.69,1.04,1.01,1.51,1.51,0,0.09
12/25/2001,323,1.44,NA,NA,0,443,NA,16,NA,3.7,NA,6.5,NA,140,2.36,1.8,1.15,1.18,0.67,0.68,1.02,1.04,1.5,1.51,0,0.1
12/26/2001,328,1.43,NA,NA,0,472,NA,16,NA,3.7,NA,6.5,NA,138,2.38,2.65,1.16,1.15,0.66,0.67,1.03,1.02,1.5,1.5,0,0.06
12/27/2001,333,1.42,NA,NA,0,414,NA,16,NA,3.7,NA,6.4,NA,135,2.42,3,1.17,1.16,0.65,0.66,1.02,1.03,1.48,1.5,0,0.13
12/28/2001,321,1.43,NA,NA,0,298,NA,16,NA,3.7,NA,6.4,NA,134,2.42,2.75,1.15,1.17,0.65,0.65,1.04,1.02,1.48,1.48,0,0.03
12/29/2001,339,1.42,NA,NA,0,281,NA,16,NA,3.7,NA,7,NA,131,2.41,1.25,1.18,1.15,0.65,0.65,1.05,1.04,1.46,1.48,0.03,0.03
12/30/2001,349,1.43,NA,NA,0,299,NA,16,NA,3.7,NA,6.8,NA,128,2.41,1.3,1.19,1.18,0.65,0.65,1.04,1.05,1.45,1.46,0,0
12/31/2001,340,1.44,NA,NA,0,399,NA,16,NA,3.8,NA,6.8,NA,130,2.4,1.15,1.67,1.19,0.66,0.65,1,1.04,1.46,1.45,0,0
1/1/2002,344,1.44,NA,0,NA,263,NA,16,NA,3.4,NA,6.7,NA,126,2.4,1.25,1.18,1.67,0.78,0.66,0.99,1,1.44,1.46,0,0.03
1/2/2002,330,1.41,NA,0,NA,208,NA,16,NA,3,NA,6.7,NA,138,2.36,1.45,1.22,1.18,1.14,0.78,1.35,0.99,1.5,1.44,0.05,0.06
1/3/2002,300,1.53,NA,0,NA,177,NA,16,NA,2.7,NA,6.6,NA,203,2.02,0.05,1.22,1.22,1.04,1.14,1.24,1.35,1.74,1.5,0,0.06
1/4/2002,260,1.48,NA,0,NA,189,NA,16,NA,2.6,NA,6.6,NA,185,2.04,0.05,1.07,1.22,1.06,1.04,1.28,1.24,1.68,1.74,0,0.06
1/5/2002,193,1.49,NA,0,NA,260,NA,16,NA,2.6,NA,6.4,NA,222,1.96,1.4,0.88,1.07,0.92,1.06,1.28,1.28,1.81,1.68,0,0.05
1/6/2002,155,1.57,NA,0,NA,251,NA,16,NA,2.6,NA,6.2,NA,195,1.97,1.9,0.78,0.88,0.79,0.92,1.11,1.28,1.72,1.81,0,0.09
1/7/2002,146,1.59,NA,89,NA,141,NA,16,NA,2.6,NA,6.7,NA,158,2.16,2.85,0.76,0.78,0.72,0.79,1.02,1.11,1.58,1.72,0,0.16
1/8/2002,145,1.61,NA,127,NA,49,NA,15,NA,2.6,NA,7.1,NA,146,2.29,5.05,0.75,0.76,0.71,0.72,0.99,1.02,1.53,1.58,0,0.09
1/9/2002,150,NA,NA,128,NA,19,NA,15,NA,2.6,NA,7.6,NA,141,2.37,5.8,NA,0.75,0.67,0.71,0.97,0.99,1.51,1.53,0.04,0.07
1/10/2002,151,1.62,NA,128,NA,17,NA,16,NA,2.6,NA,7.7,NA,137,2.4,6.35,0.77,NA,0.66,0.67,0.97,0.97,1.49,1.51,0,0.11
1/11/2002,137,1.63,NA,122,NA,16,NA,15,NA,2.7,NA,7.5,NA,132,2.43,4.5,0.73,0.77,0.64,0.66,0.95,0.97,1.47,1.49,0,0.09
1/12/2002,132,1.64,NA,117,NA,17,NA,15,NA,2.8,NA,7.4,NA,127,2.44,4.25,0.72,0.73,0.62,0.64,0.95,0.95,1.44,1.47,0,0.17
1/13/2002,129,1.65,NA,115,NA,16,NA,15,NA,2.8,NA,7.1,NA,122,2.46,4.25,0.71,0.72,0.6,0.62,0.95,0.95,1.42,1.44,0,0.08
1/14/2002,124,1.68,NA,110,NA,14,NA,15,NA,2.8,NA,7,NA,118,2.48,2.9,0.69,0.71,0.59,0.6,0.95,0.95,1.4,1.42,0,0.04
1/15/2002,132,1.69,NA,111,NA,14,NA,14,NA,2.8,NA,6.8,NA,114,2.51,1.85,0.71,0.69,0.59,0.59,0.98,0.95,1.38,1.4,0,0.05
1/16/2002,129,1.7,NA,112,NA,16,NA,14,NA,2.8,NA,6.4,NA,115,2.54,2.05,0.71,0.71,0.59,0.59,0.98,0.98,1.39,1.38,0,0.07
1/17/2002,126,1.72,NA,108,NA,22,NA,14,NA,2.8,NA,6.2,NA,119,2.53,1.9,0.7,0.71,0.59,0.59,0.97,0.98,1.41,1.39,0,0.08
1/18/2002,126,NA,NA,106,NA,21,NA,14,NA,2.8,NA,6.2,NA,119,2.53,1.75,0.7,0.7,0.6,0.59,0.94,0.97,1.41,1.41,0,0.12
1/19/2002,119,NA,NA,118,NA,15,NA,14,NA,2.8,NA,6.2,NA,122,2.51,2.05,0.68,0.7,0.59,0.6,0.92,0.94,1.42,1.41,0,0.12
1/20/2002,112,NA,NA,111,NA,13,NA,14,NA,2.8,NA,6.2,NA,122,2.51,2.3,0.66,0.68,0.58,0.59,0.92,0.92,1.42,1.42,0,0.2
1/21/2002,109,1.69,NA,110,NA,13,NA,14,NA,2.8,NA,6.2,NA,122,2.51,3.05,0.65,0.66,0.58,0.58,1.27,0.92,1.42,1.42,0,0.25
1/22/2002,104,1.58,NA,113,NA,16,NA,14,NA,2.8,NA,6.2,NA,123,2.49,4.15,0.64,0.65,0.56,0.58,0.95,1.27,1.43,1.42,0,0.04
1/23/2002,105,1.53,NA,101,NA,18,NA,14,NA,2.8,NA,6.2,NA,119,2.47,2.35,0.64,0.64,0.56,0.56,0.92,0.95,1.41,1.43,0,0.1
1/24/2002,98,1.63,NA,87,NA,17,NA,14,NA,2.5,NA,6.2,NA,114,2.47,2.25,0.62,0.64,0.56,0.56,0.9,0.92,1.38,1.41,0,0.18
1/25/2002,128,1.55,NA,121,NA,19,NA,14,NA,2.4,NA,6.3,NA,116,2.42,3.8,0.7,0.62,0.57,0.56,0.9,0.9,1.39,1.38,0,0.19
1/26/2002,116,1.51,NA,113,NA,22,NA,14,NA,2.4,NA,6.4,NA,122,2.35,4.65,0.67,0.7,0.56,0.57,0.8,0.9,1.42,1.39,0,0.23
1/27/2002,104,1.54,NA,104,NA,19,NA,14,NA,2.3,NA,6.4,NA,121,2.27,5.75,0.64,0.67,0.55,0.56,0.82,0.8,1.42,1.42,0,0.33
1/28/2002,102,1.55,NA,100,NA,13,NA,14,NA,2.5,NA,6.4,NA,117,2.31,4.7,0.63,0.64,0.55,0.55,0.79,0.82,1.4,1.42,0,0.1
1/29/2002,108,1.56,NA,94,NA,12,NA,15,NA,2.5,NA,6.4,NA,117,2.34,3,0.65,0.63,0.56,0.55,0.87,0.79,1.4,1.4,0,0.03
1/30/2002,105,1.57,NA,87,NA,11,NA,15,NA,2.4,NA,6.4,NA,115,2.35,0.6,0.69,0.65,0.56,0.56,0.89,0.87,1.39,1.4,0,0.06
1/31/2002,100,1.57,NA,88,NA,15,NA,15,NA,2.3,NA,6.4,NA,112,2.34,2.65,0.73,0.69,0.58,0.56,0.94,0.89,1.37,1.39,0.04,0.05
2/1/2002,95,1.55,NA,76,NA,15,NA,14,NA,2.2,NA,6.3,NA,102,2.37,2.6,0.62,0.73,0.59,0.58,0.92,0.94,1.32,1.37,0,0.05
2/2/2002,85,1.27,NA,84,NA,9.2,NA,14,NA,1.9,NA,6.3,NA,107,2.39,2.15,0.64,0.62,0.59,0.59,0.91,0.92,1.34,1.32,0,0.07
2/3/2002,100,1.56,NA,96,NA,12,NA,14,NA,1.7,NA,6.3,NA,116,2.35,3.1,0.93,0.64,0.58,0.59,0.89,0.91,1.39,1.34,0,0.1
2/4/2002,120,1.53,NA,125,NA,12,NA,14,NA,1.8,NA,6.3,NA,128,2.28,3.1,0.83,0.93,0.58,0.58,0.87,0.89,1.45,1.39,0,0.1
2/5/2002,120,1.5,NA,128,NA,12,NA,14,NA,1.8,NA,6.3,NA,126,2.31,2.05,0.74,0.83,0.58,0.58,0.93,0.87,1.44,1.45,0,0.14
2/6/2002,113,1.63,NA,108,NA,14,NA,14,NA,1.8,NA,6.3,NA,115,2.43,3.65,0.66,0.74,0.57,0.58,0.87,0.93,1.39,1.44,0,0.13
2/7/2002,109,1.54,NA,103,NA,15,NA,14,NA,1.8,NA,6.4,NA,114,2.46,4.8,0.65,0.66,0.56,0.57,0.89,0.87,1.38,1.39,0,0.28
2/8/2002,106,1.55,NA,103,NA,13,NA,14,NA,1.8,NA,6.9,NA,114,2.58,5.9,0.64,0.65,0.55,0.56,0.86,0.89,1.38,1.38,0,0.16
2/9/2002,76,1.7,NA,27,NA,56,NA,14,NA,1.8,NA,6.9,NA,110,2.59,2.55,0.54,0.64,0.55,0.55,0.86,0.86,1.36,1.38,0,0.16
2/10/2002,66,NA,NA,0,NA,120,NA,14,NA,1.6,NA,6.9,NA,102,2.62,3.95,0.49,0.54,0.55,0.55,0.84,0.86,1.32,1.36,0,0.16
2/11/2002,77,NA,NA,0,NA,94,NA,14,NA,1.6,NA,6.9,NA,108,2.57,4.3,0.54,0.49,0.57,0.55,0.88,0.84,1.35,1.32,0,0.08
2/12/2002,60,NA,NA,0,NA,76,NA,14,NA,1.6,NA,6.9,NA,111,2.54,4.6,0.46,0.54,0.57,0.57,0.88,0.88,1.37,1.35,0,0.16
2/13/2002,39,NA,NA,0,NA,49,NA,14,NA,1.6,NA,6.9,NA,107,2.54,4.55,0.37,0.46,0.57,0.57,0.88,0.88,1.34,1.37,0,0.18
2/14/2002,38,NA,NA,0,NA,44,NA,14,NA,1.6,NA,6.5,NA,106,2.56,4.5,0.36,0.37,0.57,0.57,0.85,0.88,1.34,1.34,0,0.15
2/15/2002,38,NA,NA,0,NA,43,NA,14,NA,8.4,NA,6.4,NA,105,2.56,5.3,0.36,0.36,0.57,0.57,0.87,0.85,1.33,1.34,0,0.14
2/16/2002,39,NA,NA,0,NA,41,NA,14,NA,4.6,NA,6.4,NA,106,2.56,5.2,0.37,0.36,0.57,0.57,0.85,0.87,1.34,1.33,0,0.17
2/17/2002,40,NA,NA,0,NA,41,NA,14,NA,3.9,NA,6.6,NA,108,2.57,6.25,0.37,0.37,0.57,0.57,0.83,0.85,1.35,1.34,0,0.27
2/18/2002,39,NA,NA,0,NA,40,NA,15,NA,2.9,NA,6.6,NA,107,2.52,8.45,0.37,0.37,0.56,0.57,0.81,0.83,1.34,1.35,0.1,0.17
2/19/2002,44,1.75,NA,0,NA,42,NA,17,NA,2.5,NA,6.6,NA,105,2.52,8.95,0.39,0.37,0.57,0.56,0.82,0.81,1.33,1.34,0,0.13
2/20/2002,49,1.73,NA,0,NA,40,NA,16,NA,2.4,NA,6.6,NA,101,2.52,7.6,0.41,0.39,0.57,0.57,0.84,0.82,1.31,1.33,0,0.2
2/21/2002,50,1.71,NA,0,NA,45,NA,14,NA,2.4,NA,6.6,NA,102,2.55,7.8,0.42,0.41,0.57,0.57,0.83,0.84,1.32,1.31,0,0.2
2/22/2002,46,1.74,NA,0,NA,43,NA,14,NA,2.5,NA,6.6,NA,97,2.55,7.5,0.4,0.42,0.57,0.57,0.84,0.83,1.29,1.32,0,0.29
2/23/2002,53,1.72,NA,0,NA,44,NA,14,NA,2.8,NA,6.6,NA,101,2.54,8.65,0.43,0.4,0.57,0.57,0.85,0.84,1.31,1.29,0,0.17
2/24/2002,63,1.64,NA,0,NA,55,NA,14,NA,2.8,NA,6.6,NA,102,2.52,8.8,0.48,0.43,0.58,0.57,0.85,0.85,1.32,1.31,0,0.06
2/25/2002,66,1.66,NA,0,NA,59,NA,16,NA,2.7,NA,6.6,NA,102,2.49,3.75,0.5,0.48,0.59,0.58,0.87,0.85,1.32,1.32,0,0.08
2/26/2002,73,NA,NA,0,NA,72,NA,14,NA,2.7,NA,6.4,NA,102,2.47,4.2,0.55,0.5,0.58,0.59,0.89,0.87,1.32,1.32,0,0.13
2/27/2002,75,NA,NA,0,NA,89,NA,14,NA,2.8,NA,6.4,NA,102,2.46,4.8,NA,0.55,0.6,0.58,0.88,0.89,1.32,1.32,0,0.24
2/28/2002,94,1.56,NA,0,NA,94,NA,13,NA,2.8,NA,6.4,NA,102,2.41,5.65,0.6,NA,0.59,0.6,0.88,0.88,1.32,1.32,0,0.06
3/1/2002,125,1.59,NA,0,0,95,0,13,0,2.8,0,6.3,NA,100,2.4,2.35,0.78,0.6,0.58,0.59,0.88,0.88,1.31,1.32,0,0.07
3/2/2002,190,1.63,NA,0,0,127,0,12,0,2.9,0,6.1,NA,79,2.58,3.5,1.47,0.78,0.56,0.58,0.84,0.88,1.18,1.31,0,0.12
3/3/2002,360,1.31,NA,0,0,257,0,12,0,2.8,0,6.1,NA,80,2.47,3.95,NA,1.47,0.69,0.56,0.9,0.84,1.18,1.18,0,0.17
3/4/2002,345,1.33,NA,0,0,245,0,12,0,2.7,0,6,NA,103,2.36,5.95,1.18,NA,1.04,0.69,1.14,0.9,1.32,1.18,0,0.25
3/5/2002,301,1.29,NA,0,0,414,0,12,0,2.5,0,5.9,NA,186,1.95,5.15,1.13,1.18,0.82,1.04,1.28,1.14,1.69,1.32,0,0.24
3/6/2002,297,1.26,NA,0,0,290,0,12,0,2.6,0,5.8,NA,166,1.8,7.85,1.12,1.13,0.69,0.82,0.98,1.28,1.61,1.69,0,0.34
3/7/2002,302,1.28,NA,0,0,281,0,13,0,3.5,0,5.7,NA,119,2.31,7.95,1.14,1.12,0.66,0.69,0.9,0.98,1.41,1.61,0,0.3
3/8/2002,320,1.16,NA,0,0,280,0,12,0,3.8,0,5.7,NA,104,2.49,7.75,1.16,1.14,0.65,0.66,0.86,0.9,1.33,1.41,0,0.21
3/9/2002,312,1.3,NA,0,0,281,0,12,0,3,0,5.6,NA,99,2.45,5.2,1.15,1.16,0.65,0.65,0.84,0.86,1.3,1.33,0,0.33
3/10/2002,303,1.31,NA,0,0,270,0,11,0,3,0,5.5,NA,97,2.36,6.9,1.14,1.15,0.65,0.65,0.85,0.84,1.29,1.3,0,0.27
3/11/2002,290,1.31,NA,75,0,189,0,11,0,3.3,0,5.4,NA,94,2.35,9.4,1.11,1.14,0.64,0.65,0.9,0.85,1.27,1.29,0,0.3
3/12/2002,272,1.34,NA,126,5.6,118,5.9,11,0,6.1,0,5.3,NA,97,2.49,10,1.06,1.11,0.63,0.64,0.89,0.9,1.29,1.27,0,0.33
3/13/2002,219,1.15,NA,101,49,63,1.9,11,0,5.6,0,5.1,NA,94,2.62,11.6,0.92,1.06,0.71,0.63,0.89,0.89,1.27,1.29,0,0.17
3/14/2002,253,1.38,NA,0,52,169,0,25,0,5.3,0,5,NA,89,2.59,10.55,1.01,0.92,0.7,0.71,1.07,0.89,1.24,1.27,0,0.1
3/15/2002,157,1.31,NA,0,65,6.4,15,59,120,4.2,49,5,NA,88,2.44,7.75,0.78,1.01,0.93,0.7,0.81,1.07,1.23,1.24,0,0.22
3/16/2002,143,1.32,NA,0,76,0,39,114,239,16,50,5,NA,42,2.9,8.65,0.74,0.78,0.99,0.93,0.81,0.81,0.87,1.23,0,0.24
3/17/2002,52,1.41,NA,0,65,0,33,78,208,19,59,5,NA,40,2.96,8.7,0.43,0.74,0.94,0.99,0.91,0.81,0.85,0.87,0,0.21
3/18/2002,68,1.27,NA,0,72,0,36,49,157,9,59,5,NA,43,2.7,10.25,0.5,0.43,0.86,0.94,0.75,0.91,0.88,0.85,0,0.14
