date,q.rfhcanco,h.rfhcanco,ha.rfhcanco,hb.rfhcanco
3/15/2006,55.7,0.97,0.973,99.9
3/16/2006,57.2,0.99,0.993,99.9
3/17/2006,57.1,0.99,0.992,99.9
3/18/2006,56.6,0.99,0.987,99.9
3/19/2006,56.7,0.99,0.988,99.9
3/20/2006,56.9,0.99,0.99,99.9
3/21/2006,71.3,1.12,1.12,9.7
3/22/2006,78.8,1.21,1.21,0.37
3/23/2006,88.9,1.31,1.31,0.37
3/24/2006,89,1.31,1.31,0.37
3/25/2006,64.7,1.07,1.07,0.37
3/26/2006,56.4,0.98,0.984,0.362
3/27/2006,56.5,0.99,0.986,0.36
3/28/2006,56.4,0.98,0.984,0.36
3/29/2006,54.2,0.96,0.96,0.36
3/30/2006,56.5,0.99,0.985,0.356
3/31/2006,-80.8,-128.43,-128.4,-128.9
4/1/2006,88,1.3,1.3,0.46
4/2/2006,88.9,1.31,1.31,0.46
4/3/2006,89,1.31,1.31,0.46
4/4/2006,89.1,1.31,1.31,0.46
4/5/2006,115,1.54,1.54,0.46
4/6/2006,120,1.58,1.58,0.47
4/7/2006,121,1.59,1.59,0.477
4/8/2006,129,1.59,1.59,0.485
4/9/2006,122,1.59,1.59,0.496
4/10/2006,121,1.58,1.58,0.504
4/11/2006,120,1.58,1.58,0.512
4/12/2006,121,1.58,1.58,0.52
4/13/2006,121,1.58,1.58,0.52
4/14/2006,121,1.58,1.58,0.52
4/15/2006,109,1.9,1.9,0.52
4/16/2006,98.3,1.39,1.39,0.52
4/17/2006,88.7,1.31,1.31,0.52
4/18/2006,108,1.47,1.47,0.52
4/19/2006,118,1.53,1.53,0.52
4/20/2006,121,1.52,1.52,0.52
4/21/2006,121,1.52,1.52,0.52
4/22/2006,121,1.52,1.52,0.52
4/23/2006,121,1.52,1.52,0.52
4/24/2006,121,1.51,1.51,0.52
4/25/2006,121,1.52,1.52,0.52
4/26/2006,121,1.52,1.52,0.52
4/27/2006,121,1.52,1.52,0.52
4/28/2006,121,1.52,1.52,0.52
4/29/2006,145,1.71,1.71,0.52
4/30/2006,130,1.59,1.59,0.52
5/1/2006,122,1.52,1.52,0.52
5/2/2006,121,1.52,1.52,0.52
5/3/2006,121,1.52,1.52,0.52
5/4/2006,122,1.52,1.52,0.52
5/5/2006,122,1.52,1.52,0.52
5/6/2006,122,1.52,1.52,0.52
5/7/2006,122,1.52,1.52,0.52
5/8/2006,121,1.52,1.52,0.52
5/9/2006,122,1.52,1.52,0.52
5/10/2006,122,1.52,1.52,0.52
5/11/2006,122,1.52,1.52,0.52
5/12/2006,121,1.52,1.52,0.52
5/13/2006,121,1.52,1.52,0.52
5/14/2006,122,1.52,1.52,0.52
5/15/2006,121,1.52,1.52,0.52
5/16/2006,121,1.52,1.52,0.52
5/17/2006,127,1.56,1.56,0.52
5/18/2006,154,1.77,1.77,0.526
5/19/2006,153,1.77,1.77,0.53
5/20/2006,153,1.77,1.77,0.53
5/21/2006,153,1.77,1.77,0.53
5/22/2006,153,1.77,1.77,0.53
5/23/2006,153,1.77,1.77,0.53
5/24/2006,154,1.78,1.78,0.53
5/25/2006,154,1.78,1.78,0.53
5/26/2006,154,1.77,1.77,0.53
5/27/2006,153,1.77,1.77,0.53
5/28/2006,153,1.77,1.77,0.53
5/29/2006,153,1.77,1.77,0.53
5/30/2006,153,1.77,1.77,0.53
5/31/2006,153,1.77,1.77,0.53
6/1/2006,153,1.77,1.77,0.53
6/2/2006,153,1.77,1.77,0.53
6/3/2006,153,1.77,1.77,0.53
6/4/2006,153,1.76,1.76,0.53
6/5/2006,152,1.76,1.76,0.538
6/6/2006,152,1.76,1.76,0.533
6/7/2006,153,1.77,1.77,0.536
6/8/2006,153,1.77,1.77,0.542
6/9/2006,224,2.25,2.25,0.964
6/10/2006,179,1.94,1.94,0.722
6/11/2006,225,2.26,2.26,0.983
6/12/2006,178,1.94,1.94,0.712
6/13/2006,152,1.76,1.76,0.563
6/14/2006,152,1.76,1.76,0.557
6/15/2006,151,1.76,1.76,0.557
6/16/2006,152,1.76,1.76,0.561
6/17/2006,153,1.76,1.76,0.56
6/18/2006,152,1.76,1.76,0.568
6/19/2006,153,1.76,1.76,0.577
6/20/2006,153,1.76,1.76,0.582
6/21/2006,154,1.77,1.77,0.582
6/22/2006,154,1.78,1.78,0.581
6/23/2006,154,1.77,1.77,0.569
6/24/2006,154,1.78,1.78,0.558
6/25/2006,153,1.77,1.77,0.543
6/26/2006,153,1.77,1.77,0.562
6/27/2006,152,1.76,1.76,0.538
6/28/2006,152,1.76,1.76,0.53
6/29/2006,153,1.76,1.76,0.53
6/30/2006,152,1.76,1.76,0.53
7/1/2006,152,1.76,1.76,0.53
7/2/2006,153,1.76,1.76,0.53
7/3/2006,154,1.77,1.77,0.53
7/4/2006,153,1.77,1.77,0.53
7/5/2006,155,1.78,1.78,0.547
7/6/2006,153,1.77,1.77,0.533
7/7/2006,402,3.24,3.24,2.11
7/8/2006,441,3.49,3.49,2.49
7/9/2006,199,2.08,2.08,0.775
7/10/2006,290,2.67,2.67,1.31
7/11/2006,325,2.87,2.87,1.45
7/12/2006,300,2.73,2.73,1.3
7/13/2006,202,2.08,2.08,0.845
7/14/2006,154,1.77,1.77,0.58
7/15/2006,154,1.77,1.77,0.58
7/16/2006,154,1.77,1.77,0.578
7/17/2006,154,1.77,1.77,0.57
7/18/2006,152,1.76,1.76,0.57
7/19/2006,152,1.76,1.76,0.57
7/20/2006,153,1.76,1.76,0.57
7/21/2006,132,1.6,1.6,0.57
7/22/2006,145,1.7,1.7,0.57
7/23/2006,153,1.77,1.77,0.57
7/24/2006,129,1.58,1.58,0.57
7/25/2006,122,1.52,1.52,0.57
7/26/2006,122,1.53,1.53,0.569
7/27/2006,121,1.52,1.52,0.56
7/28/2006,121,1.52,1.52,0.56
7/29/2006,121,1.52,1.52,0.56
7/30/2006,121,1.52,1.52,0.56
7/31/2006,121,1.52,1.52,0.56
8/1/2006,121,1.52,1.52,0.56
8/2/2006,122,1.52,1.52,0.56
8/3/2006,121,1.52,1.52,0.56
8/4/2006,129,1.58,1.58,0.56
8/5/2006,153,1.77,1.77,0.56
8/6/2006,153,1.77,1.77,0.56
8/7/2006,154,1.77,1.77,0.56
8/8/2006,154,1.78,1.78,0.56
8/9/2006,153,1.77,1.77,0.56
8/10/2006,153,1.77,1.77,0.56
8/11/2006,152,1.76,1.76,0.56
8/12/2006,154,1.77,1.77,0.56
8/13/2006,155,1.78,1.78,0.561
8/14/2006,173,1.91,1.91,0.621
8/15/2006,187,2.01,2.01,0.67
8/16/2006,159,1.8,1.8,0.59
8/17/2006,153,1.77,1.77,0.56
8/18/2006,147,1.72,1.72,0.562
8/19/2006,187,1.95,1.95,0.861
8/20/2006,329,2.88,2.88,1.48
8/21/2006,190,1.96,1.96,0.951
8/22/2006,143,1.69,1.69,0.593
8/23/2006,152,1.76,1.76,0.59
8/24/2006,153,1.78,1.78,0.59
8/25/2006,154,1.84,1.84,0.59
8/26/2006,156,1.86,1.86,0.597
8/27/2006,284,2.65,2.65,1.4
8/28/2006,308,2.84,2.84,1.39
8/29/2006,308,2.84,2.84,1.4
8/30/2006,167,1.9,1.9,0.811
8/31/2006,119,1.57,1.57,0.6
9/1/2006,120,1.58,1.58,0.6
9/2/2006,144,1.77,1.77,0.6
9/3/2006,155,1.85,1.85,0.6
9/4/2006,156,1.86,1.86,0.6
9/5/2006,156,1.86,1.86,0.6
9/6/2006,126,1.62,1.62,0.6
9/7/2006,120,1.58,1.58,0.6
9/8/2006,120,1.58,1.58,0.6
9/9/2006,121,1.59,1.58,0.6
9/10/2006,120,1.58,1.58,0.6
9/11/2006,121,1.58,1.58,0.6
9/12/2006,121,1.59,1.59,0.596
9/13/2006,119,1.57,1.57,0.59
9/14/2006,120,1.58,1.58,0.59
9/15/2006,120,1.58,1.58,0.59
9/16/2006,120,1.58,1.58,0.59
9/17/2006,120,1.58,1.58,0.59
9/18/2006,120,1.58,1.58,0.59
9/19/2006,114,1.53,1.53,0.59
9/20/2006,111,1.5,1.5,0.59
9/21/2006,111,1.5,1.5,0.59
9/22/2006,111,1.5,1.5,0.59
9/23/2006,111,1.5,1.5,0.59
9/24/2006,111,1.5,1.5,0.59
9/25/2006,111,1.5,1.5,0.59
9/26/2006,111,1.5,1.5,0.59
9/27/2006,111,1.5,1.5,0.59
9/28/2006,111,1.5,1.5,0.585
9/29/2006,111,1.5,1.5,0.58
9/30/2006,111,1.5,1.5,0.58
10/1/2006,111,1.5,1.5,0.58
10/2/2006,111,1.5,1.5,0.58
10/3/2006,111,1.5,1.5,0.58
10/4/2006,111,1.5,1.5,0.58
10/5/2006,111,1.5,1.5,0.58
10/6/2006,94.8,1.36,1.36,0.58
10/7/2006,89,1.31,1.31,0.58
10/8/2006,89.2,1.31,1.31,0.581
10/9/2006,89.4,1.31,1.31,0.582
10/10/2006,89.4,1.31,1.31,0.58
10/11/2006,89.3,1.31,1.31,0.58
10/12/2006,89.3,1.31,1.31,0.58
10/13/2006,89.3,1.31,1.31,0.58
10/14/2006,89.3,1.31,1.31,0.58
10/15/2006,89.2,1.31,1.31,0.58
10/16/2006,89,1.31,1.31,0.58
10/17/2006,89.1,1.31,1.31,0.58
10/18/2006,89.4,1.31,1.31,0.58
10/19/2006,90.7,1.32,1.32,0.58
10/20/2006,89.1,1.31,1.31,0.58
10/21/2006,89.1,1.31,1.31,0.58
10/22/2006,89.1,1.31,1.31,0.58
10/23/2006,89,1.31,1.31,0.58
10/24/2006,88.2,1.3,1.3,0.581
10/25/2006,88.1,1.3,1.3,0.58
10/26/2006,88.5,1.3,1.3,0.581
10/27/2006,88.2,1.3,1.3,0.58
10/28/2006,88.3,1.3,1.3,0.58
10/29/2006,136,1.69,1.69,0.627
10/30/2006,171,1.97,1.97,0.733
10/31/2006,130,1.64,1.64,0.665
11/1/2006,89.1,1.31,1.31,0.58
11/2/2006,88.7,1.31,1.31,0.58
11/3/2006,88.9,1.31,1.31,0.58
11/4/2006,88.6,1.31,1.31,0.58
11/5/2006,88.7,1.31,1.31,0.58
11/6/2006,88.7,1.31,1.31,0.58
11/7/2006,88.7,1.31,1.31,0.58
11/8/2006,88.6,1.31,1.31,0.58
11/9/2006,88.8,1.31,1.31,0.58
11/10/2006,88.9,1.31,1.31,0.58
11/11/2006,89,1.31,1.31,0.58
11/12/2006,88.9,1.31,1.31,0.58
11/13/2006,88.8,1.31,1.31,0.573
11/14/2006,102,-8.97,-8.97,-9.79
11/15/2006,-884.5,-0.01,-0.01,0.576
11/16/2006,NA,-0.02,-0.02,0.562
11/17/2006,NA,-0.02,-0.02,0.543
11/18/2006,NA,-0.02,-0.02,0.527
11/19/2006,NA,-0.03,-0.03,0.516
11/20/2006,NA,-0.03,-0.03,0.51
11/21/2006,NA,-0.03,-0.03,0.501
11/22/2006,NA,-0.03,-0.03,0.496
11/23/2006,NA,-0.03,-0.03,0.454
11/24/2006,NA,-0.04,-0.04,0.402
11/25/2006,NA,-0.04,-0.04,0.308
11/26/2006,NA,-0.04,-0.04,0.222
11/27/2006,NA,-0.04,-0.04,0.162
11/28/2006,NA,-0.05,-0.05,0.134
11/29/2006,NA,-0.05,-0.05,0.116
11/30/2006,NA,-0.06,-0.06,0.108
12/1/2006,NA,-0.06,-0.06,0.1
12/2/2006,NA,-0.06,-0.06,0.093
12/3/2006,NA,-0.06,-0.06,0.087
12/4/2006,NA,-0.07,-0.07,0.08
12/5/2006,NA,-0.07,-0.07,0.08
12/6/2006,NA,-0.07,-0.07,0.08
12/7/2006,NA,-0.07,-0.07,0.07
12/8/2006,NA,-0.07,-0.07,0.07
12/9/2006,NA,-0.08,-0.08,0.07
12/10/2006,NA,-0.08,-0.08,0.07
12/11/2006,NA,-0.08,-0.08,0.07
12/12/2006,NA,-0.08,-0.08,0.062
12/13/2006,NA,-0.08,-0.08,0.06
12/14/2006,NA,-0.08,-0.08,0.06
12/15/2006,NA,-0.08,-0.08,0.06
12/16/2006,NA,-0.08,-0.08,0.06
12/17/2006,NA,-0.09,-0.09,0.06
12/18/2006,NA,-0.09,-0.09,0.053
12/19/2006,NA,-0.09,-0.09,0.05
12/20/2006,NA,-0.09,-0.09,0.05
12/21/2006,NA,-0.09,-0.09,0.05
12/22/2006,NA,-0.1,-0.1,0.046
12/23/2006,NA,-0.1,-0.1,0.04
12/24/2006,NA,-0.1,-0.1,0.04
12/25/2006,NA,-0.1,-0.1,0.04
12/26/2006,NA,-0.1,-0.1,0.04
12/27/2006,NA,-0.11,-0.11,0.04
12/28/2006,NA,-0.11,-0.11,0.039
12/29/2006,NA,-0.11,-0.11,0.03
12/30/2006,NA,-0.11,-0.11,0.03
12/31/2006,NA,-0.11,-0.11,0.03
1/1/2007,NA,-0.11,-0.11,0.03
1/2/2007,NA,-0.12,-0.12,0.03
1/3/2007,NA,-0.12,-0.12,0.024
1/4/2007,NA,-0.12,-0.12,0.02
1/5/2007,NA,-0.12,-0.12,0.02
1/6/2007,NA,-0.12,-0.12,0.02
1/7/2007,NA,-0.12,-0.12,0.02
1/8/2007,NA,-0.12,-0.12,0.02
1/9/2007,NA,-0.13,-0.13,0.02
1/10/2007,NA,-0.13,-0.13,0.016
1/11/2007,NA,-0.13,-0.13,0.01
1/12/2007,NA,-0.13,-0.13,0.01
1/13/2007,NA,-0.13,-0.13,0.01
1/14/2007,NA,-0.13,-0.13,0.01
1/15/2007,NA,-0.13,-0.13,0.01
1/16/2007,NA,-0.13,-0.13,0.006
1/17/2007,NA,-0.13,-0.13,0
1/18/2007,NA,-0.13,-0.13,0
1/19/2007,NA,-0.13,-0.13,0
1/20/2007,NA,-0.13,-0.13,-43.4
1/21/2007,NA,-0.13,-0.13,0
1/22/2007,NA,-0.13,-0.13,0
1/23/2007,NA,-0.13,-0.13,0
1/24/2007,NA,-0.13,-0.13,0
1/25/2007,NA,-0.15,-0.15,0
1/26/2007,NA,-0.16,-0.16,0
1/27/2007,NA,-0.17,-0.17,0
1/28/2007,NA,-0.17,-0.17,-9.08
1/29/2007,NA,-16.8,-16.8,-200
1/30/2007,NA,-0.17,-0.17,0
1/31/2007,NA,-0.17,-0.17,-52.6
2/1/2007,NA,-73,-73,-54.3
2/2/2007,NA,-0.17,-0.17,-17.2
2/3/2007,NA,-0.17,-0.17,0
2/4/2007,NA,-0.17,-0.17,0
2/5/2007,NA,-0.17,-0.17,0
2/6/2007,NA,-0.17,-0.17,0
2/7/2007,NA,-0.17,-0.17,0
2/8/2007,NA,-0.17,-0.17,0
2/9/2007,NA,-0.17,-0.17,0
2/10/2007,NA,-0.17,-0.17,0
2/11/2007,NA,-0.17,-0.17,0
2/12/2007,NA,-0.17,-0.17,0
2/13/2007,NA,-0.17,-0.17,0
2/14/2007,NA,-0.17,-0.17,0
2/15/2007,NA,-0.17,-0.17,0
2/16/2007,NA,-0.17,-0.17,0
2/17/2007,NA,-0.17,-0.17,0
2/18/2007,NA,-0.17,-0.17,0
2/19/2007,NA,-0.16,-0.16,0
2/20/2007,NA,-0.11,-0.11,0
2/21/2007,NA,-0.03,-0.03,0
2/22/2007,NA,-0.03,-0.03,0
2/23/2007,NA,-0.03,-0.03,0
2/24/2007,NA,-0.03,-0.03,0
2/25/2007,NA,-0.03,-0.03,0
2/26/2007,NA,-0.03,-0.03,0
2/27/2007,NA,-0.03,-0.03,-0.01
2/28/2007,NA,-0.03,-0.03,-0.01
3/1/2007,NA,-0.03,-0.03,-0.01
3/2/2007,NA,-0.03,-0.03,-0.01
3/3/2007,NA,-0.04,-0.04,-0.01
3/4/2007,NA,-0.04,-0.04,-0.01
3/5/2007,NA,-0.04,-0.04,-0.01
3/6/2007,NA,-0.04,-0.04,-0.01
3/7/2007,NA,-0.04,-0.04,-0.01
3/8/2007,NA,-0.04,-0.04,-0.01
3/9/2007,NA,-0.04,-0.04,-0.01
3/10/2007,NA,-0.04,-0.04,-0.01
3/11/2007,NA,-0.04,-0.04,-0.01
3/12/2007,NA,-0.04,-0.04,-0.01
3/13/2007,NA,-0.04,-0.04,-0.01
3/14/2007,NA,-0.05,-0.05,-0.01
3/15/2007,9.91,1.21,1.21,0.001
3/16/2007,89.9,1.32,1.32,0.164
3/17/2007,89,1.31,1.31,0.382
3/18/2007,88.4,1.3,1.3,0.531
3/19/2007,91.4,1.33,1.33,0.558
3/20/2007,90.6,1.32,1.32,0.55
3/21/2007,89.5,1.31,1.31,0.545
3/22/2007,88.5,1.3,1.3,0.54
3/23/2007,88.5,1.3,1.3,0.54
3/24/2007,88.7,1.31,1.31,0.54
3/25/2007,88.6,1.31,1.31,0.54
3/26/2007,88.4,1.3,1.3,0.541
3/27/2007,88.6,1.31,1.31,0.548
3/28/2007,88.5,1.3,1.3,0.54
3/29/2007,89.1,1.31,1.31,0.54
3/30/2007,89.5,1.31,1.31,0.54
3/31/2007,112,1.51,1.51,0.54
4/1/2007,120,1.58,1.58,0.54
4/2/2007,120,1.58,1.58,0.54
4/3/2007,121,1.58,1.58,0.543
4/4/2007,121,1.59,1.59,0.55
4/5/2007,98,1.76,1.76,12.5
4/6/2007,121,1.59,1.59,0.55
4/7/2007,121,1.59,1.59,0.55
4/8/2007,121,1.59,1.59,0.55
4/9/2007,121,1.59,1.59,0.55
4/10/2007,145,1.78,1.78,0.632
4/11/2007,155,1.85,1.85,0.679
4/12/2007,155,1.85,1.85,0.686
4/13/2007,155,1.85,1.85,0.688
4/14/2007,155,1.85,1.85,0.682
4/15/2007,155,1.85,1.85,0.673
4/16/2007,155,1.85,1.85,0.676
4/17/2007,179,2.02,2.02,0.795
4/18/2007,191,3.65,3.64,-11.9
4/19/2007,223,2.31,2.31,1.04
4/20/2007,156,1.86,1.86,0.716
4/21/2007,156,1.86,1.86,0.717
4/22/2007,155,1.85,1.85,0.712
4/23/2007,165,1.92,1.92,0.734
4/24/2007,187,2.08,2.08,0.798
4/25/2007,271,2.61,2.61,1.29
4/26/2007,300,2.8,2.8,1.47
4/27/2007,298,2.78,2.78,1.45
4/28/2007,301,2.81,2.81,1.47
4/29/2007,236,2.4,2.4,1.08
4/30/2007,213,2.26,2.26,0.931
5/1/2007,190,2.09,2.09,0.844
5/2/2007,200,2.12,2.12,0.962
5/3/2007,305,2.83,2.83,1.48
5/4/2007,305,2.83,2.83,1.47
5/5/2007,319,2.91,2.91,1.56
5/6/2007,316,2.89,2.89,1.54
5/7/2007,321,2.92,2.92,1.56
5/8/2007,341,3.03,3.03,1.68
5/9/2007,328,2.96,2.96,1.6
5/10/2007,368,3.18,3.18,1.82
5/11/2007,195,2.07,2.07,0.959
5/12/2007,144,1.74,1.74,0.698
5/13/2007,348,3.07,3.07,1.7
5/14/2007,214,2.19,2.19,1.04
5/15/2007,235,2.37,2.37,1.09
5/16/2007,345,3.05,3.05,1.65
5/17/2007,357,3.12,3.12,1.72
5/18/2007,361,3.14,3.14,1.74
5/19/2007,360,3.13,3.14,1.73
5/20/2007,360,3.14,3.14,1.73
5/21/2007,361,3.14,3.14,1.74
5/22/2007,347,3.06,3.06,1.66
5/23/2007,352,3.09,3.09,1.69
5/24/2007,363,3.15,3.15,1.75
5/25/2007,360,3.14,3.14,1.73
5/26/2007,361,3.14,3.14,1.74
5/27/2007,362,3.15,3.15,1.74
5/28/2007,193,2.06,2.06,0.934
5/29/2007,132,1.67,1.67,0.629
5/30/2007,206,2.21,2.21,0.892
5/31/2007,218,2.29,2.29,0.925
6/1/2007,222,2.32,2.32,0.953
6/2/2007,223,2.32,2.32,0.958
6/3/2007,223,2.32,2.32,0.958
6/4/2007,223,2.32,2.32,0.96
6/5/2007,262,2.57,2.57,1.19
6/6/2007,333,2.98,2.98,1.61
6/7/2007,359,3.13,3.13,1.77
6/8/2007,361,3.14,3.14,1.78
6/9/2007,360,3.14,3.14,1.78
6/10/2007,361,3.14,3.14,1.78
6/11/2007,387,3.28,3.28,1.93
6/12/2007,135,1.68,1.68,0.695
6/13/2007,154,1.82,1.82,0.738
6/14/2007,281,2.68,2.68,1.33
6/15/2007,295,2.77,2.77,1.42
6/16/2007,301,2.81,2.81,1.45
6/17/2007,287,2.72,2.72,1.37
6/18/2007,281,2.69,2.69,1.34
6/19/2007,282,2.69,2.69,1.35
6/20/2007,285,2.71,2.71,1.38
6/21/2007,343,3.04,3.04,1.72
6/22/2007,256,2.51,2.51,1.24
6/23/2007,272,2.63,2.63,1.32
6/24/2007,229,2.36,2.36,1.08
6/25/2007,202,2.19,2.19,0.923
6/26/2007,203,2.19,2.19,0.939
6/27/2007,170,1.95,1.95,0.798
6/28/2007,163,1.88,1.88,0.802
6/29/2007,281,2.69,2.69,1.45
6/30/2007,223,2.31,2.31,1.11
7/1/2007,200,2.17,2.17,0.971
7/2/2007,200,2.17,2.17,0.97
7/3/2007,202,2.19,2.19,0.969
7/4/2007,203,2.19,2.19,0.957
7/5/2007,203,2.19,2.19,0.955
7/6/2007,203,2.19,2.19,0.945
7/7/2007,203,2.19,2.19,0.93
7/8/2007,202,2.19,2.19,0.918
7/9/2007,202,2.18,2.18,0.903
7/10/2007,202,2.19,2.19,0.895
7/11/2007,202,2.19,2.19,0.886
7/12/2007,202,2.19,2.19,0.881
7/13/2007,195,2.14,2.14,0.828
7/14/2007,191,2.11,2.11,0.798
7/15/2007,190,2.11,2.11,0.791
7/16/2007,190,2.11,2.11,0.788
7/17/2007,190,2.11,2.11,0.799
7/18/2007,190,2.11,2.11,0.815
7/19/2007,190,2.11,2.11,0.817
7/20/2007,192,2.12,2.12,0.825
7/21/2007,190,2.11,2.11,0.811
7/22/2007,190,2.11,2.11,0.804
7/23/2007,190,2.11,2.11,0.799
7/24/2007,190,2.11,2.11,0.79
7/25/2007,189,2.1,2.1,0.78
7/26/2007,188,2.09,2.09,0.775
7/27/2007,188,2.09,2.09,0.77
7/28/2007,189,2.1,2.1,0.769
7/29/2007,190,2.1,2.1,0.764
7/30/2007,190,2.1,2.1,0.76
7/31/2007,190,2.1,2.1,0.756
8/1/2007,185,2.07,2.07,0.724
8/2/2007,222,2.29,2.29,0.936
8/3/2007,353,3.1,3.1,1.74
8/4/2007,188,2.08,2.08,0.763
8/5/2007,184,2.06,2.06,0.717
8/6/2007,187,2.08,2.08,0.734
8/7/2007,366,3.11,3.11,1.69
8/8/2007,365,3.12,3.12,1.69
8/9/2007,187,2.08,2.08,0.714
8/10/2007,185,2.07,2.07,0.705
8/11/2007,185,2.07,2.07,0.702
8/12/2007,185,2.07,2.07,0.706
8/13/2007,184,2.06,2.06,0.708
8/14/2007,186,2.07,2.07,0.71
8/15/2007,187,2.08,2.08,0.714
8/16/2007,187,2.08,2.08,0.721
8/17/2007,187,2.08,2.08,0.723
8/18/2007,187,2.08,2.08,0.732
8/19/2007,187,2.08,2.08,0.733
8/20/2007,187,2.08,2.08,0.736
8/21/2007,186,2.07,2.07,0.738
8/22/2007,184,2.06,2.06,0.736
8/23/2007,186,2.07,2.07,0.729
8/24/2007,185,2.07,2.07,0.722
8/25/2007,186,2.07,2.07,0.727
8/26/2007,186,2.07,2.07,0.729
8/27/2007,179,2.02,2.02,0.677
8/28/2007,177,2.01,2.01,0.666
8/29/2007,176,2.01,2.01,0.677
8/30/2007,169,1.95,1.95,0.632
8/31/2007,165,1.93,1.93,0.61
9/1/2007,165,1.92,1.92,0.614
9/2/2007,166,1.93,1.93,0.614
9/3/2007,166,1.93,1.93,0.618
9/4/2007,166,1.93,1.93,0.619
9/5/2007,166,1.93,1.93,0.621
9/6/2007,166,1.93,1.93,0.628
9/7/2007,132,1.67,1.67,0.615
9/8/2007,120,1.58,1.58,0.61
9/9/2007,120,1.58,1.58,0.61
9/10/2007,119,1.57,1.57,0.61
9/11/2007,119,1.57,1.57,0.61
9/12/2007,120,1.57,1.57,0.607
9/13/2007,120,1.58,1.58,0.61
9/14/2007,120,1.58,1.58,0.61
9/15/2007,120,1.58,1.58,0.603
9/16/2007,120,1.58,1.58,0.608
9/17/2007,120,1.58,1.58,0.605
9/18/2007,120,1.58,1.58,0.6
9/19/2007,120,1.58,1.58,0.6
9/20/2007,120,1.58,1.58,0.6
9/21/2007,120,1.58,1.58,0.601
9/22/2007,120,1.58,1.58,0.6
9/23/2007,120,1.58,1.58,0.6
9/24/2007,120,1.58,1.58,0.6
9/25/2007,120,1.58,1.58,0.6
9/26/2007,120,1.58,1.58,0.6
9/27/2007,120,1.58,1.58,0.6
9/28/2007,120,1.58,1.58,0.6
9/29/2007,120,1.58,1.58,0.6
9/30/2007,120,1.58,1.58,0.6
10/1/2007,120,1.58,1.58,0.6
10/2/2007,120,1.58,1.58,0.6
10/3/2007,120,1.58,1.58,0.6
10/4/2007,120,1.58,1.58,0.6
10/5/2007,120,1.58,1.58,0.6
10/6/2007,120,1.58,1.58,0.6
10/7/2007,120,1.58,1.58,0.6
10/8/2007,120,1.58,1.58,0.6
10/9/2007,120,1.58,1.58,0.6
10/10/2007,120,1.58,1.58,0.6
10/11/2007,120,1.58,1.58,0.6
10/12/2007,120,1.58,1.58,0.6
10/13/2007,120,1.58,1.58,0.6
10/14/2007,120,1.58,1.58,0.6
10/15/2007,120,1.58,1.58,0.6
10/16/2007,119,1.57,1.57,0.6
10/17/2007,120,1.58,1.58,0.6
10/18/2007,120,1.58,1.58,0.6
10/19/2007,120,1.58,1.58,0.6
10/20/2007,120,1.58,1.58,0.6
10/21/2007,121,1.58,1.58,0.6
10/22/2007,120,1.58,1.58,0.6
10/23/2007,120,1.58,1.58,0.6
10/24/2007,120,1.58,1.58,0.6
10/25/2007,120,1.58,1.58,0.6
10/26/2007,120,1.58,1.58,0.6
10/27/2007,120,1.58,1.58,0.6
10/28/2007,120,1.58,1.58,0.6
10/29/2007,120,1.58,1.58,0.596
10/30/2007,119,1.57,1.57,0.591
10/31/2007,115,1.54,1.54,0.59
11/1/2007,90,1.32,1.32,0.59
11/2/2007,89.8,1.32,1.32,0.59
11/3/2007,90.1,1.32,1.32,0.582
11/4/2007,90,1.32,1.32,0.58
11/5/2007,89.9,1.32,1.32,0.58
11/6/2007,90.3,1.32,1.32,0.58
11/7/2007,90.1,1.32,1.32,0.58
11/8/2007,90.1,1.32,1.32,0.58
11/9/2007,90.1,1.32,1.32,0.58
11/10/2007,90.2,1.32,1.32,0.58
11/11/2007,90.1,1.32,1.32,0.58
11/12/2007,89.6,1.32,1.32,0.58
11/13/2007,89.1,1.31,1.31,0.583
11/14/2007,2.36,1.11,1.11,0.59
11/15/2007,0,0,0,0.574
11/16/2007,-395.4,0,0,0.551
11/17/2007,NA,-0.01,-0.01,0.531
11/18/2007,NA,-0.01,-0.01,0.513
11/19/2007,NA,-0.02,-0.02,0.496
11/20/2007,NA,-0.02,-0.02,0.487
11/21/2007,NA,-0.02,-0.02,0.479
11/22/2007,NA,-0.03,-0.03,0.47
11/23/2007,NA,-0.03,-0.03,0.461
11/24/2007,NA,-0.03,-0.03,0.455
11/25/2007,NA,-0.04,-0.04,0.45
11/26/2007,NA,-0.04,-0.04,0.442
11/27/2007,NA,-0.04,-0.04,0.44
11/28/2007,NA,-0.04,-0.04,0.433
11/29/2007,NA,-0.05,-0.05,0.43
11/30/2007,NA,-0.05,-0.05,0.428
12/1/2007,NA,-0.05,-0.05,0.42
12/2/2007,NA,-0.05,-0.05,0.42
12/3/2007,NA,-0.05,-0.05,0.418
12/4/2007,NA,-0.06,-0.06,0.41
12/5/2007,NA,-0.06,-0.06,0.41
12/6/2007,NA,-0.06,-0.06,0.41
12/7/2007,NA,-0.06,-0.06,0.408
12/8/2007,NA,-0.06,-0.06,0.4
12/9/2007,NA,-0.06,-0.06,0.398
12/10/2007,NA,-0.06,-0.06,0.39
12/11/2007,NA,-0.07,-0.07,0.389
12/12/2007,NA,-0.07,-0.07,0.38
