date,q.rfhcanco,h.rfhcanco,ha.rfhcanco,hb.rfhcanco
9/10/2009,120,1.58,1.58,0.701
9/11/2009,120,1.58,1.58,0.725
9/12/2009,120,1.58,1.58,0.737
9/13/2009,120,1.58,1.58,0.735
9/14/2009,134,1.69,1.69,0.744
9/15/2009,149,1.81,1.8,0.789
9/16/2009,128,1.64,1.64,0.755
9/17/2009,132,1.67,1.67,0.761
9/18/2009,131,1.67,1.67,0.76
9/19/2009,121,1.58,1.58,0.744
9/20/2009,96.2,1.37,1.37,0.658
9/21/2009,90,1.31,1.31,0.633
9/22/2009,90.3,1.32,1.32,0.63
9/23/2009,102,1.42,1.42,0.635
9/24/2009,109,1.49,1.49,0.66
9/25/2009,109,1.49,1.49,0.684
9/26/2009,109,1.49,1.49,0.704
9/27/2009,109,1.49,1.49,0.713
9/28/2009,109,1.49,1.49,0.693
9/29/2009,109,1.49,1.49,0.706
9/30/2009,109,1.49,1.49,0.703
10/1/2009,109,1.49,1.49,0.682
10/2/2009,109,1.49,1.49,0.695
10/3/2009,92.7,1.34,1.34,0.673
10/4/2009,87.5,1.3,1.3,0.63
10/5/2009,88,1.3,1.3,0.63
10/6/2009,87,1.29,1.29,0.63
10/7/2009,86.7,1.29,1.29,0.63
10/8/2009,88.5,1.31,1.31,0.63
10/9/2009,89.1,1.31,1.31,0.63
10/10/2009,107,1.47,1.47,0.631
10/11/2009,118,1.56,1.56,0.642
10/12/2009,119,1.57,1.57,0.652
10/13/2009,113,1.52,1.52,0.646
10/14/2009,112,1.51,1.51,0.63
10/15/2009,112,1.51,1.51,0.631
10/16/2009,112,1.51,1.51,0.64
10/17/2009,109,1.48,1.48,0.64
10/18/2009,107,1.47,1.47,0.64
10/19/2009,109,1.48,1.48,0.64
10/20/2009,110,1.5,1.5,0.64
10/21/2009,116,1.54,1.54,0.693
10/22/2009,117,1.55,1.55,0.67
10/23/2009,123,1.6,1.6,0.63
10/24/2009,122,1.6,1.6,0.63
10/25/2009,122,1.6,1.6,0.638
10/26/2009,122,1.6,1.6,0.641
10/27/2009,122,1.6,1.6,0.65
10/28/2009,122,1.6,1.6,0.65
10/29/2009,122,1.6,1.6,0.65
10/30/2009,122,1.6,1.6,0.65
10/31/2009,116,1.54,1.54,0.645
11/1/2009,111,1.5,1.5,0.62
11/2/2009,90.4,1.32,1.32,0.62
11/3/2009,90.5,1.32,1.32,0.62
11/4/2009,90.4,1.32,1.32,0.611
11/5/2009,90.4,1.32,1.32,0.61
11/6/2009,90.5,1.32,1.32,0.61
11/7/2009,90.4,1.32,1.32,0.61
11/8/2009,89.9,1.32,1.32,0.61
11/9/2009,87.4,1.29,1.29,0.61
11/10/2009,88.7,1.31,1.31,0.61
11/11/2009,88.5,1.3,1.3,0.61
11/12/2009,88.6,1.31,1.31,0.61
11/13/2009,88.5,1.31,1.31,0.61
11/14/2009,140,1.6,1.6,0.765
11/15/2009,0,-0.02,-0.02,0.61
11/16/2009,0,-0.03,-0.03,0.602
11/17/2009,0,-0.03,-0.03,0.597
11/18/2009,0,-0.03,-0.03,0.59
11/19/2009,0,-0.03,-0.03,0.585
11/20/2009,0,-0.03,-0.03,0.58
11/21/2009,0,-0.03,-0.03,0.577
11/22/2009,0,-0.03,-0.03,0.57
11/23/2009,0,-0.04,-0.04,0.57
11/24/2009,0,-0.04,-0.04,0.56
11/25/2009,0,-0.04,-0.04,0.56
11/26/2009,0,-0.04,-0.04,0.55
11/27/2009,0,-0.04,-0.04,0.55
11/28/2009,0,-0.04,-0.04,0.546
11/29/2009,0,-0.04,-0.04,0.54
11/30/2009,0,-0.05,-0.05,0.54
12/1/2009,0,-0.05,-0.05,0.532
12/2/2009,0,-0.05,-0.05,0.53
12/3/2009,0,-0.05,-0.05,0.526
12/4/2009,0,-0.05,-0.05,0.52
12/5/2009,0,-0.05,-0.05,0.519
12/6/2009,0,-0.06,-0.06,0.51
12/7/2009,0,-0.06,-0.06,0.51
12/8/2009,0,-0.05,-0.05,0.504
12/9/2009,0,-0.06,-0.06,0.5
12/10/2009,0,-0.08,-0.08,0.496
12/11/2009,0,-0.08,-0.08,0.49
12/12/2009,0,-0.08,-0.08,0.49
12/13/2009,0,-0.09,-0.09,0.49
12/14/2009,0,-0.12,-0.12,0.483
12/15/2009,0,-0.13,-0.13,0.48
12/16/2009,0,-0.14,-0.14,0.48
12/17/2009,0,-0.16,-0.16,0.48
12/18/2009,0,-0.18,-0.18,0.471
12/19/2009,0,-0.21,-0.21,0.47
12/20/2009,0,-0.21,-0.21,0.47
12/21/2009,0,-0.22,-0.22,0.47
12/22/2009,0,-0.22,-0.22,0.463
12/23/2009,0,-0.22,-0.22,0.46
12/24/2009,0,-0.22,-0.22,0.46
12/25/2009,0,-0.22,-0.22,0.46
12/26/2009,0,-0.22,-0.22,0.45
12/27/2009,0,-0.22,-0.22,0.45
12/28/2009,0,-0.22,-0.22,0.45
12/29/2009,0,-0.22,-0.22,0.449
12/30/2009,0,-0.22,-0.22,0.44
12/31/2009,0,-0.22,-0.22,0.44
1/1/2010,0,-0.22,-0.22,0.44
1/2/2010,0,-0.22,-0.22,0.44
1/3/2010,0,-0.22,-0.22,0.43
1/4/2010,0,-0.22,-0.22,0.43
1/5/2010,0,-0.22,-0.22,0.43
1/6/2010,0,-0.22,-0.22,0.43
1/7/2010,0,-0.22,-0.22,0.428
1/8/2010,0,-0.21,-0.21,0.42
1/9/2010,0,-0.2,-0.2,0.42
1/10/2010,0,-0.2,-0.2,0.42
1/11/2010,0,-0.2,-0.2,0.412
1/12/2010,0,-0.2,-0.2,0.41
1/13/2010,0,-0.21,-0.21,0.41
1/14/2010,0,-0.22,-0.22,0.41
1/15/2010,0,-0.23,-0.23,0.404
1/16/2010,0,-0.23,-0.23,0.4
1/17/2010,0,-0.23,-0.23,0.4
1/18/2010,0,-0.23,-0.23,0.4
1/19/2010,0,-0.23,-0.23,0.4
1/20/2010,0,-0.23,-0.23,0.394
1/21/2010,0,-0.23,-0.23,0.39
1/22/2010,0,-0.23,-0.23,0.39
1/23/2010,0,-0.23,-0.23,0.39
1/24/2010,0,-0.23,-0.23,0.39
1/25/2010,0,-0.23,-0.23,0.383
1/26/2010,0,-0.23,-0.23,0.38
1/27/2010,0,-0.23,-0.23,0.38
1/28/2010,0,-0.23,-0.23,0.38
1/29/2010,0,-0.23,-0.23,0.38
1/30/2010,0,-0.23,-0.23,0.37
1/31/2010,0,-0.23,-0.23,0.37
2/1/2010,0,-0.23,-0.23,0.369
2/2/2010,0,-0.23,-0.23,0.36
2/3/2010,0,-0.23,-0.23,0.36
2/4/2010,0,-0.23,-0.23,0.36
2/5/2010,0,-0.23,-0.23,0.36
2/6/2010,0,-0.23,-0.23,0.354
2/7/2010,0,-0.23,-0.23,0.35
2/8/2010,0,-0.23,-0.23,0.35
2/9/2010,0,-0.23,-0.23,0.35
2/10/2010,0,-0.22,-0.22,0.346
2/11/2010,0,-0.22,-0.22,0.34
2/12/2010,0,-0.23,-0.23,0.34
2/13/2010,0,-0.23,-0.23,0.34
2/14/2010,0,-0.23,-0.23,0.34
2/15/2010,0,-0.23,-0.23,0.335
2/16/2010,0,-0.23,-0.23,0.33
2/17/2010,0,-0.23,-0.23,0.33
2/18/2010,0,-0.23,-0.23,0.33
2/19/2010,0,-0.23,-0.23,0.33
2/20/2010,0,-0.23,-0.23,0.33
2/21/2010,0,-0.23,-0.23,0.32
2/22/2010,0,-0.23,-0.23,0.32
2/23/2010,0,-0.23,-0.23,0.32
2/24/2010,0,-0.23,-0.23,0.32
2/25/2010,0,-0.23,-0.23,0.315
2/26/2010,0,-0.23,-0.23,0.31
2/27/2010,0,-0.23,-0.23,0.31
2/28/2010,0,-0.23,-0.23,0.31
3/1/2010,0,-0.23,-0.23,0.31
3/2/2010,0,-0.23,-0.23,0.31
3/3/2010,0,-0.23,-0.23,0.306
3/4/2010,0,-0.23,-0.23,0.3
3/5/2010,0,-0.23,-0.23,0.3
3/6/2010,0,-0.23,-0.23,0.3
3/7/2010,0,-0.23,-0.23,0.3
3/8/2010,0,-0.23,-0.23,0.3
3/9/2010,0,-0.23,-0.23,0.3
3/10/2010,0,-0.23,-0.23,0.3
3/11/2010,0,-0.09,-0.09,0.293
3/12/2010,0,0,0,0.29
3/13/2010,0,0,0,0.29
3/14/2010,0,0,0,0.29
3/15/2010,56.7,0.98,0.982,0.29
3/16/2010,78.7,1.21,1.21,0.29
3/17/2010,89.6,1.32,1.32,0.29
3/18/2010,89.6,1.31,1.31,0.29
3/19/2010,89.7,1.32,1.32,0.29
3/20/2010,89.7,1.32,1.32,0.29
3/21/2010,89.5,1.31,1.31,0.29
3/22/2010,89.6,1.32,1.32,0.29
3/23/2010,89.6,1.31,1.31,0.29
3/24/2010,89.8,1.32,1.32,0.29
3/25/2010,89.7,1.32,1.32,0.29
3/26/2010,89.6,1.31,1.31,0.291
3/27/2010,89.6,1.31,1.31,0.3
3/28/2010,90.6,1.32,1.32,0.3
3/29/2010,89.7,1.32,1.32,0.3
3/30/2010,89.5,1.31,1.31,0.3
3/31/2010,90.3,1.32,1.32,0.3
4/1/2010,120,1.58,1.58,0.3
4/2/2010,175,1.99,1.99,0.633
4/3/2010,198,2.16,2.16,0.788
4/4/2010,142,1.74,1.74,0.663
4/5/2010,121,1.59,1.59,0.61
4/6/2010,120,1.58,1.58,0.608
4/7/2010,150,1.81,1.81,0.619
4/8/2010,169,1.96,1.96,0.658
4/9/2010,190,2.1,2.1,0.746
4/10/2010,192,2.12,2.12,0.75
4/11/2010,193,2.12,2.12,0.76
4/12/2010,192,2.12,2.12,0.76
4/13/2010,191,2.11,2.11,0.76
4/14/2010,193,2.12,2.12,0.762
4/15/2010,191,2.11,2.11,0.764
4/16/2010,296,2.76,2.76,1.38
4/17/2010,238,2.39,2.39,1.04
4/18/2010,192,2.12,2.12,0.742
4/19/2010,193,2.13,2.13,0.735
4/20/2010,193,2.12,2.12,0.722
4/21/2010,192,2.12,2.12,0.721
4/22/2010,191,2.11,2.11,0.714
4/23/2010,232,2.37,2.37,0.964
4/24/2010,347,3.07,3.07,1.69
4/25/2010,245,2.44,2.44,1.08
4/26/2010,192,2.12,2.12,0.737
4/27/2010,190,2.11,2.11,0.74
4/28/2010,188,2.09,2.09,0.741
4/29/2010,189,2.1,2.1,0.747
4/30/2010,189,2.1,2.1,0.748
5/1/2010,248,2.46,2.46,1.11
5/2/2010,285,2.68,2.68,1.38
5/3/2010,198,2.16,2.16,0.774
5/4/2010,182,2.05,2.05,0.79
5/5/2010,181,2.04,2.04,0.79
5/6/2010,181,2.04,2.04,0.784
5/7/2010,181,2.04,2.04,0.78
5/8/2010,181,2.04,2.04,0.772
5/9/2010,181,2.04,2.04,0.763
5/10/2010,181,2.04,2.04,0.753
5/11/2010,181,2.04,2.04,0.743
5/12/2010,175,2,2,0.73
5/13/2010,180,2.04,2.04,0.722
5/14/2010,182,2.05,2.05,0.714
5/15/2010,181,2.04,2.04,0.71
5/16/2010,181,2.04,2.04,0.71
5/17/2010,181,2.04,2.04,0.715
5/18/2010,181,2.04,2.04,0.72
5/19/2010,181,2.04,2.04,0.724
5/20/2010,181,2.04,2.04,0.734
5/21/2010,181,2.04,2.04,0.74
5/22/2010,181,2.04,2.04,0.748
5/23/2010,180,2.04,2.04,0.759
5/24/2010,180,2.04,2.04,0.77
5/25/2010,181,2.04,2.04,0.778
5/26/2010,181,2.04,2.04,0.786
5/27/2010,217,2.27,2.27,1
5/28/2010,137,1.71,1.71,0.67
5/29/2010,270,2.61,2.61,1.28
5/30/2010,399,3.34,3.34,1.98
5/31/2010,439,3.55,3.55,2.21
6/1/2010,467,3.69,3.69,2.31
6/2/2010,466,3.69,3.69,2.29
6/3/2010,468,3.7,3.7,2.28
6/4/2010,468,3.69,3.69,2.28
6/5/2010,468,3.7,3.7,2.28
6/6/2010,468,3.7,3.7,2.27
6/7/2010,467,3.69,3.69,2.26
6/8/2010,461,3.66,3.66,2.24
6/9/2010,466,3.69,3.69,2.24
6/10/2010,467,3.69,3.69,2.23
6/11/2010,468,3.7,3.7,2.24
6/12/2010,467,3.69,3.69,2.23
6/13/2010,467,3.69,3.69,2.23
6/14/2010,468,3.69,3.69,2.24
6/15/2010,436,3.53,3.53,2.05
6/16/2010,393,3.32,3.32,1.83
6/17/2010,424,3.47,3.47,2.04
6/18/2010,260,2.56,2.56,1.12
6/19/2010,255,2.53,2.53,1.12
6/20/2010,160,1.86,1.86,0.836
6/21/2010,162,1.9,1.9,0.709
6/22/2010,179,2.02,2.02,0.729
6/23/2010,179,2.03,2.03,0.749
6/24/2010,192,2.12,2.12,0.833
6/25/2010,196,2.15,2.15,0.866
6/26/2010,196,2.14,2.14,0.881
6/27/2010,196,2.14,2.14,0.89
6/28/2010,197,2.15,2.15,0.9
6/29/2010,197,2.15,2.15,0.9
6/30/2010,197,2.15,2.15,0.903
7/1/2010,197,2.15,2.15,0.91
7/2/2010,198,2.16,2.16,0.915
7/3/2010,197,2.15,2.15,0.92
7/4/2010,197,2.15,2.15,0.919
7/5/2010,196,2.15,2.15,0.91
7/6/2010,195,2.14,2.14,0.903
7/7/2010,196,2.15,2.15,0.902
7/8/2010,197,2.15,2.15,0.927
7/9/2010,196,2.15,2.15,0.899
7/10/2010,196,2.14,2.14,0.866
7/11/2010,196,2.14,2.14,0.835
7/12/2010,196,2.14,2.14,0.814
7/13/2010,196,2.15,2.15,0.796
7/14/2010,196,2.14,2.14,0.79
7/15/2010,193,2.13,2.13,0.777
7/16/2010,196,2.14,2.14,0.78
7/17/2010,195,2.14,2.14,0.77
7/18/2010,195,2.14,2.14,0.773
7/19/2010,181,2.04,2.04,0.697
7/20/2010,173,1.98,1.98,0.66
7/21/2010,187,2.08,2.08,0.749
7/22/2010,193,2.12,2.12,0.785
7/23/2010,193,2.13,2.13,0.786
7/24/2010,195,2.14,2.14,0.79
7/25/2010,180,2.03,2.03,0.727
7/26/2010,187,2.08,2.08,0.728
7/27/2010,196,2.14,2.14,0.788
7/28/2010,196,2.14,2.14,0.79
7/29/2010,195,2.14,2.14,0.792
7/30/2010,182,2.05,2.05,0.731
7/31/2010,199,2.17,2.17,0.825
8/1/2010,193,2.13,2.13,0.782
8/2/2010,196,2.14,2.14,0.784
8/3/2010,213,2.25,2.25,0.886
8/4/2010,364,3.16,3.16,1.74
8/5/2010,406,3.38,3.38,1.95
8/6/2010,272,2.61,2.61,1.23
8/7/2010,195,2.14,2.14,0.787
8/8/2010,195,2.14,2.14,0.78
8/9/2010,195,2.14,2.14,0.789
8/10/2010,195,2.14,2.14,0.789
8/11/2010,194,2.13,2.13,0.788
8/12/2010,194,2.13,2.13,0.788
8/13/2010,195,2.14,2.14,0.788
8/14/2010,195,2.14,2.14,0.785
8/15/2010,195,2.14,2.14,0.793
8/16/2010,195,2.14,2.14,0.787
8/17/2010,195,2.14,2.14,0.792
8/18/2010,195,2.14,2.14,0.79
8/19/2010,195,2.14,2.14,0.79
8/20/2010,187,2.08,2.08,0.776
8/21/2010,184,2.06,2.06,0.74
8/22/2010,185,2.07,2.07,0.725
8/23/2010,190,2.1,2.1,0.753
8/24/2010,196,2.14,2.14,0.79
8/25/2010,195,2.14,2.14,0.79
8/26/2010,196,2.15,2.15,0.781
8/27/2010,191,2.11,2.11,0.779
8/28/2010,187,2.08,2.08,0.769
8/29/2010,187,2.08,2.08,0.772
8/30/2010,186,2.08,2.08,0.77
8/31/2010,186,2.08,2.08,0.763
9/1/2010,186,2.08,2.08,0.758
9/2/2010,186,2.08,2.08,0.75
9/3/2010,186,2.08,2.08,0.745
9/4/2010,186,2.08,2.08,0.74
9/5/2010,187,2.08,2.08,0.738
9/6/2010,186,2.08,2.08,0.73
9/7/2010,169,1.94,1.94,0.729
9/8/2010,81.6,1.24,1.24,0.626
9/9/2010,86.9,1.29,1.29,0.62
9/10/2010,89.7,1.32,1.32,0.611
9/11/2010,94.7,1.36,1.36,0.607
9/12/2010,95.6,1.37,1.37,0.6
9/13/2010,89.2,1.31,1.31,0.594
9/14/2010,89.3,1.31,1.31,0.59
9/15/2010,89.3,1.31,1.31,0.583
9/16/2010,89.2,1.31,1.31,0.58
9/17/2010,89.5,1.31,1.31,0.58
9/18/2010,89.5,1.31,1.31,0.577
9/19/2010,89.3,1.31,1.31,0.57
9/20/2010,89.3,1.31,1.31,0.57
9/21/2010,89.5,1.31,1.31,0.57
9/22/2010,89.3,1.31,1.31,0.569
9/23/2010,89.4,1.31,1.31,0.56
9/24/2010,81,1.23,1.23,0.56
9/25/2010,89.3,1.31,1.31,0.56
9/26/2010,89.3,1.31,1.31,0.554
9/27/2010,89.3,1.31,1.31,0.55
9/28/2010,89.4,1.31,1.31,0.55
9/29/2010,88.8,1.31,1.31,0.55
9/30/2010,89.3,1.31,1.31,0.545
10/1/2010,89.5,1.31,1.31,0.54
10/2/2010,89.3,1.31,1.31,0.54
10/3/2010,89.5,1.31,1.31,0.54
10/4/2010,89.7,1.32,1.32,0.533
10/5/2010,89.8,1.32,1.32,0.53
10/6/2010,89.7,1.32,1.32,0.53
10/7/2010,89.5,1.31,1.31,0.53
10/8/2010,88.1,1.3,1.3,0.53
10/9/2010,89.7,1.32,1.32,0.523
10/10/2010,89.8,1.32,1.32,0.52
10/11/2010,89.8,1.32,1.32,0.52
10/12/2010,89.9,1.32,1.32,0.515
10/13/2010,89.9,1.32,1.32,0.51
10/14/2010,89.8,1.32,1.32,0.51
10/15/2010,89.8,1.32,1.32,0.51
10/16/2010,89.7,1.32,1.32,0.504
10/17/2010,89.7,1.32,1.32,0.5
10/18/2010,89.8,1.32,1.32,0.5
10/19/2010,89.8,1.32,1.32,0.5
10/20/2010,89.7,1.32,1.32,0.495
10/21/2010,69.1,1.11,1.11,0.49
10/22/2010,56.8,0.99,0.989,0.49
10/23/2010,56.9,0.99,0.99,0.49
10/24/2010,56.7,0.99,0.987,0.483
10/25/2010,56.5,0.99,0.986,0.48
10/26/2010,80.6,1.23,1.23,0.48
10/27/2010,89.4,1.31,1.31,0.473
10/28/2010,89.8,1.32,1.32,0.47
10/29/2010,89.2,1.31,1.31,0.47
10/30/2010,88.9,1.31,1.31,0.47
10/31/2010,88.8,1.31,1.31,0.463
11/1/2010,88.5,1.3,1.3,0.465
11/2/2010,89,1.31,1.31,0.46
11/3/2010,88.9,1.31,1.31,0.46
11/4/2010,88.8,1.31,1.31,0.46
11/5/2010,88.8,1.31,1.31,0.46
11/6/2010,88.9,1.31,1.31,0.454
11/7/2010,88.8,1.31,1.31,0.45
11/8/2010,88.6,1.31,1.31,0.45
11/9/2010,88.4,1.3,1.3,0.45
11/10/2010,78.4,1.21,1.21,0.45
11/11/2010,85.1,1.27,1.27,0.446
11/12/2010,85.6,1.27,1.27,0.489
11/13/2010,89.7,1.32,1.32,0.54
11/14/2010,88.2,1.3,1.3,0.54
11/15/2010,0,-0.03,-0.03,0.534
11/16/2010,0,-0.03,-0.03,0.53
11/17/2010,0,-0.03,-0.03,0.525
11/18/2010,0,-0.04,-0.04,0.52
11/19/2010,0,-0.05,-0.05,0.52
11/20/2010,0,-0.05,-0.05,0.514
11/21/2010,0,-0.06,-0.06,0.51
11/22/2010,0,-0.07,-0.07,0.51
11/23/2010,0,-0.07,-0.07,0.501
11/24/2010,0,-0.09,-0.09,0.5
11/25/2010,0,-0.1,-0.1,0.494
11/26/2010,0,-0.11,-0.11,0.49
11/27/2010,0,-0.12,-0.12,0.484
11/28/2010,0,-0.12,-0.12,0.48
11/29/2010,0,-0.14,-0.14,0.479
11/30/2010,0,-0.15,-0.15,0.47
12/1/2010,0,-0.16,-0.16,0.47
12/2/2010,0,-0.17,-0.17,0.463
12/3/2010,0,-0.17,-0.17,0.46
12/4/2010,0,-0.18,-0.18,0.46
12/5/2010,0,-0.19,-0.19,0.456
12/6/2010,0,-0.2,-0.2,0.45
12/7/2010,0,-0.2,-0.2,0.45
12/8/2010,0,-0.21,-0.21,0.444
12/9/2010,0,-0.22,-0.22,0.44
12/10/2010,0,-0.22,-0.22,0.44
12/11/2010,0,-0.23,-0.23,0.44
12/12/2010,0,-0.24,-0.24,0.431
12/13/2010,0,-0.25,-0.25,0.43
12/14/2010,0,-0.26,-0.26,0.43
12/15/2010,0,-0.27,-0.27,0.428
12/16/2010,0,-0.28,-0.28,0.42
12/17/2010,0,-0.29,-0.29,0.42
12/18/2010,0,-0.3,-0.3,0.42
12/19/2010,0,-0.31,-0.31,0.41
12/20/2010,0,-0.31,-0.31,0.41
12/21/2010,0,-0.33,-0.33,0.41
12/22/2010,0,-0.34,-0.34,0.401
12/23/2010,0,-0.35,-0.35,0.4
12/24/2010,0,-0.36,-0.36,0.4
12/25/2010,0,-0.37,-0.37,0.395
12/26/2010,0,-0.38,-0.38,0.39
12/27/2010,0,-0.39,-0.39,0.39
12/28/2010,0,-0.4,-0.4,0.389
12/29/2010,0,-0.4,-0.4,0.38
12/30/2010,0,-0.41,-0.41,0.38
12/31/2010,0,-0.41,-0.41,0.38
1/1/2011,0,-0.41,-0.41,0.374
1/2/2011,0,-0.41,-0.41,0.37
1/3/2011,0,-0.41,-0.41,0.367
1/4/2011,0,-0.4,-0.4,0.36
1/5/2011,0,-0.4,-0.4,0.36
1/6/2011,0,-0.4,-0.4,0.36
1/7/2011,0,-0.44,-0.44,0.352
1/8/2011,0,-0.46,-0.46,0.35
1/9/2011,0,-0.46,-0.46,0.35
1/10/2011,0,-0.46,-0.46,0.349
1/11/2011,0,-0.45,-0.45,0.34
1/12/2011,0,-0.44,-0.44,0.34
1/13/2011,0,-0.43,-0.43,0.34
1/14/2011,0,-0.43,-0.43,0.333
1/15/2011,0,-0.48,-0.48,0.33
1/16/2011,0,-0.47,-0.47,0.33
1/17/2011,0,-0.47,-0.47,0.33
1/18/2011,0,-0.45,-0.45,0.33
1/19/2011,0,-0.38,-0.38,0.326
1/20/2011,0,-0.38,-0.38,0.32
1/21/2011,0,-0.38,-0.38,0.32
1/22/2011,0,-0.36,-0.36,0.32
1/23/2011,0,-0.35,-0.35,0.32
1/24/2011,0,-0.35,-0.35,0.319
1/25/2011,0,-0.37,-0.37,0.31
1/26/2011,0,-0.37,-0.37,0.31
1/27/2011,0,-0.37,-0.37,0.31
1/28/2011,0,-0.37,-0.37,0.31
1/29/2011,0,-0.38,-0.38,0.31
1/30/2011,0,-0.38,-0.38,0.31
1/31/2011,0,-0.39,-0.39,0.302
2/1/2011,0,-0.4,-0.4,0.3
2/2/2011,0,-0.38,-0.38,0.3
2/3/2011,0,-0.37,-0.37,0.298
2/4/2011,0,-0.36,-0.36,0.29
2/5/2011,0,-0.36,-0.36,0.29
2/6/2011,0,-0.36,-0.36,0.29
2/7/2011,0,-0.36,-0.36,0.289
2/8/2011,0,-0.36,-0.36,0.28
2/9/2011,0,-0.35,-0.35,0.28
2/10/2011,0,-0.34,-0.34,0.28
2/11/2011,0,-0.33,-0.33,0.28
2/12/2011,0,-0.33,-0.33,0.28
2/13/2011,0,-0.33,-0.33,0.273
2/14/2011,0,-0.33,-0.33,0.27
2/15/2011,0,-0.35,-0.35,0.27
2/16/2011,0,-0.38,-0.38,0.27
2/17/2011,0,-0.43,-0.43,0.27
2/18/2011,0,-0.43,-0.43,0.262
2/19/2011,0,-0.38,-0.38,0.26
2/20/2011,0,-0.36,-0.36,0.26
2/21/2011,0,-0.37,-0.37,0.26
2/22/2011,0,-0.38,-0.38,0.26
2/23/2011,0,-0.39,-0.39,0.26
2/24/2011,0,-0.4,-0.4,0.26
2/25/2011,0,-0.4,-0.4,0.26
2/26/2011,0,-0.4,-0.4,0.259
2/27/2011,0,-0.41,-0.41,0.25
2/28/2011,0,-0.41,-0.41,0.25
3/1/2011,0,-0.41,-0.41,0.25
3/2/2011,0,-0.41,-0.41,0.25
3/3/2011,0,-0.41,-0.41,0.25
3/4/2011,0,-0.41,-0.41,0.254
3/5/2011,0,-0.41,-0.41,0.26
3/6/2011,0,-0.41,-0.41,0.26
3/7/2011,0,-0.41,-0.41,0.256
3/8/2011,0,-0.41,-0.41,0.25
3/9/2011,0,-0.41,-0.41,0.25
3/10/2011,0,-0.41,-0.41,0.25
3/11/2011,0,-0.41,-0.41,0.25
3/12/2011,0,-0.42,-0.42,0.25
3/13/2011,0,-0.42,-0.42,0.25
3/14/2011,0,-0.41,-0.41,0.25
3/15/2011,55.9,0.98,0.978,0.25
3/16/2011,56.6,0.99,0.986,0.25
3/17/2011,56.9,0.99,0.99,0.25
3/18/2011,62,1.04,1.04,0.25
3/19/2011,117,1.56,1.56,0.25
3/20/2011,148,1.8,1.8,0.25
3/21/2011,126,1.62,1.62,0.25
3/22/2011,110,1.49,1.49,0.25
3/23/2011,56.8,0.99,0.989,0.25
3/24/2011,57,0.99,0.991,0.25
3/25/2011,58.2,1,1,0.25
3/26/2011,73.3,1.16,1.16,0.25
3/27/2011,73.3,1.16,1.16,0.25
3/28/2011,73.5,1.16,1.16,0.25
3/29/2011,83.2,1.25,1.25,0.241
3/30/2011,90.9,1.33,1.33,0.24
3/31/2011,91,1.33,1.33,0.24
4/1/2011,124,1.61,1.61,0.263
4/2/2011,184,2.06,2.06,0.703
4/3/2011,184,2.06,2.06,0.71
4/4/2011,185,2.07,2.07,0.71
4/5/2011,148,1.79,1.79,0.666
4/6/2011,120,1.58,1.58,0.624
4/7/2011,120,1.58,1.58,0.62
4/8/2011,123,1.6,1.6,0.62
4/9/2011,149,1.81,1.81,0.619
4/10/2011,151,1.82,1.82,0.61
4/11/2011,151,1.82,1.82,0.61
4/12/2011,151,1.82,1.82,0.61
4/13/2011,151,1.82,1.82,0.61
4/14/2011,151,1.82,1.82,0.61
4/15/2011,149,1.8,1.8,0.61
4/16/2011,121,1.59,1.59,0.61
4/17/2011,121,1.59,1.59,0.603
4/18/2011,121,1.59,1.59,0.6
4/19/2011,121,1.59,1.59,0.6
4/20/2011,121,1.59,1.59,0.6
4/21/2011,121,1.59,1.59,0.6
4/22/2011,121,1.59,1.59,0.597
4/23/2011,121,1.59,1.59,0.59
4/24/2011,121,1.59,1.59,0.59
4/25/2011,121,1.59,1.59,0.59
4/26/2011,121,1.59,1.59,0.59
4/27/2011,121,1.59,1.58,0.59
4/28/2011,121,1.59,1.59,0.602
4/29/2011,119,1.57,1.57,0.623
4/30/2011,125,1.62,1.62,0.631
5/1/2011,156,1.86,1.86,0.662
5/2/2011,156,1.86,1.86,0.699
5/3/2011,136,1.71,1.71,0.673
5/4/2011,121,1.59,1.59,0.63
5/5/2011,120,1.58,1.58,0.63
5/6/2011,119,1.57,1.57,0.63
5/7/2011,155,1.85,1.85,0.645
5/8/2011,155,1.85,1.85,0.681
5/9/2011,155,1.85,1.85,0.714
5/10/2011,136,1.7,1.7,0.674
5/11/2011,148,1.8,1.8,0.639
5/12/2011,156,1.86,1.86,0.662
5/13/2011,155,1.85,1.85,0.681
5/14/2011,176,2,2,0.784
5/15/2011,164,1.92,1.92,0.716
5/16/2011,156,1.86,1.86,0.681
5/17/2011,156,1.86,1.86,0.729
5/18/2011,138,1.72,1.72,0.713
5/19/2011,156,1.86,1.86,0.733
5/20/2011,156,1.86,1.86,0.78
5/21/2011,174,1.99,1.99,0.828
5/22/2011,180,2.04,2.04,0.859
5/23/2011,180,2.04,2.04,0.865
5/24/2011,171,1.97,1.97,0.828
5/25/2011,168,1.95,1.95,0.8
5/26/2011,167,1.94,1.94,0.803
5/27/2011,167,1.94,1.94,0.816
5/28/2011,167,1.94,1.94,0.833
5/29/2011,168,1.95,1.95,0.848
5/30/2011,180,2.03,2.03,0.882
5/31/2011,180,2.04,2.04,0.892
6/1/2011,181,2.04,2.04,0.892
6/2/2011,180,2.03,2.03,0.89
6/3/2011,181,2.04,2.04,0.89
