date,q.arkrocco,h.arkrocco,p.arkrocco
9/16/2003,160,1.83,NA
9/17/2003,165,1.85,NA
9/18/2003,155,1.82,NA
9/19/2003,159,1.83,NA
9/20/2003,130,1.73,NA
9/21/2003,109,1.65,NA
9/22/2003,107,1.64,NA
9/23/2003,-161.6,4.07,NA
9/24/2003,-582.1,7.6,NA
9/25/2003,86.8,1.55,NA
9/26/2003,82.3,1.52,NA
9/27/2003,78.1,1.5,NA
9/28/2003,49.6,1.32,NA
9/29/2003,36.8,1.24,NA
9/30/2003,63.8,1.42,NA
10/1/2003,104,1.42,NA
10/2/2003,106,1.34,NA
10/3/2003,39.1,-9.3,NA
10/4/2003,53.7,1.14,NA
10/5/2003,54.8,1.15,NA
10/6/2003,58.4,1.17,NA
10/7/2003,75.5,1.25,NA
10/8/2003,87.6,1.3,NA
10/9/2003,90.7,1.31,NA
10/10/2003,141,1.46,NA
10/11/2003,166,1.54,NA
10/12/2003,163,1.53,NA
10/13/2003,150,1.5,NA
10/14/2003,141,1.47,NA
10/15/2003,133,1.45,NA
10/16/2003,125,1.42,NA
10/17/2003,125,1.42,NA
10/18/2003,129,1.44,NA
10/19/2003,128,1.43,NA
10/20/2003,123,1.42,NA
10/21/2003,124,1.42,NA
10/22/2003,107,1.43,NA
10/23/2003,68.5,1.45,NA
10/24/2003,79.5,1.49,NA
10/25/2003,81.1,1.5,NA
10/26/2003,91.6,1.54,NA
10/27/2003,95.3,1.56,NA
10/28/2003,98.6,1.57,NA
10/29/2003,104,1.59,NA
10/30/2003,98.8,1.57,NA
10/31/2003,99.1,1.57,NA
11/1/2003,107,1.6,NA
11/2/2003,110,1.61,NA
11/3/2003,113,1.62,NA
11/4/2003,117,1.63,NA
11/5/2003,138,1.69,NA
11/6/2003,148,1.72,NA
11/7/2003,136,1.69,NA
11/8/2003,118,1.63,NA
11/9/2003,117,1.63,NA
11/10/2003,113,1.62,NA
11/11/2003,110,1.61,NA
11/12/2003,117,1.63,NA
11/13/2003,140,1.68,NA
11/14/2003,164,1.69,NA
11/15/2003,218,1.82,NA
11/16/2003,163,1.68,NA
11/17/2003,106,1.51,NA
11/18/2003,91.9,1.46,NA
11/19/2003,65.5,1.35,NA
11/20/2003,50.6,1.28,NA
11/21/2003,44.4,1.24,NA
11/22/2003,47,1.26,NA
11/23/2003,53.3,1.29,NA
11/24/2003,41.2,1.21,NA
11/25/2003,105,1.49,NA
11/26/2003,127,1.58,NA
11/27/2003,99.7,1.49,NA
11/28/2003,74.8,1.39,NA
11/29/2003,77.6,1.41,NA
11/30/2003,64,1.35,NA
12/1/2003,53.5,1.29,NA
12/2/2003,49,1.27,NA
12/3/2003,45.6,1.25,NA
12/4/2003,46.5,1.26,NA
12/5/2003,48.4,1.27,NA
12/6/2003,51.5,1.28,NA
12/7/2003,52,1.29,NA
12/8/2003,53,1.29,NA
12/9/2003,52.4,1.29,NA
12/10/2003,49.2,1.27,NA
12/11/2003,52.3,1.29,NA
12/12/2003,81.5,1.41,NA
12/13/2003,113,1.52,NA
12/14/2003,81.8,1.41,NA
12/15/2003,99.1,1.49,NA
12/16/2003,117,1.54,NA
12/17/2003,75.4,1.4,NA
12/18/2003,54.2,1.3,NA
12/19/2003,46.2,1.25,NA
12/20/2003,54.8,1.3,NA
12/21/2003,64.7,1.35,NA
12/22/2003,55.1,1.3,NA
12/23/2003,45.8,1.23,NA
12/24/2003,52.6,1.22,NA
12/25/2003,54.7,1.23,NA
12/26/2003,54.6,1.23,NA
12/27/2003,50.8,1.21,NA
12/28/2003,43.9,1.17,NA
12/29/2003,41.7,1.15,NA
12/30/2003,65.4,1.27,NA
12/31/2003,68.6,1.3,NA
1/1/2004,51,1.21,NA
1/2/2004,46.5,1.19,NA
1/3/2004,43.5,1.17,NA
1/4/2004,45.4,1.18,NA
1/5/2004,48.4,1.19,NA
1/6/2004,57.3,1.24,NA
1/7/2004,57.5,1.24,NA
1/8/2004,63.3,1.27,NA
1/9/2004,76.7,1.33,NA
1/10/2004,59.7,1.26,NA
1/11/2004,51.9,1.21,NA
1/12/2004,49.3,1.2,NA
1/13/2004,44.5,1.17,NA
1/14/2004,42.2,1.16,NA
1/15/2004,41.5,1.15,NA
1/16/2004,43.3,1.17,NA
1/17/2004,43.7,1.17,NA
1/18/2004,44,1.17,NA
1/19/2004,43.6,1.17,NA
1/20/2004,44.1,1.17,NA
1/21/2004,45.8,1.18,NA
1/22/2004,45.1,1.18,NA
1/23/2004,44.6,1.17,NA
1/24/2004,45.9,1.18,NA
1/25/2004,46.5,1.19,NA
1/26/2004,45.6,1.18,NA
1/27/2004,40,1.14,NA
1/28/2004,65.6,1.28,NA
1/29/2004,62.6,1.27,NA
1/30/2004,58,1.25,NA
1/31/2004,50.4,1.21,NA
2/1/2004,47.8,1.19,NA
2/2/2004,45.6,1.18,NA
2/3/2004,47.4,1.19,NA
2/4/2004,48.2,1.2,NA
2/5/2004,48.1,1.19,NA
2/6/2004,49.9,1.21,NA
2/7/2004,46.8,1.2,NA
2/8/2004,50,1.21,NA
2/9/2004,47.6,1.2,NA
2/10/2004,47.9,1.2,NA
2/11/2004,49.5,1.21,NA
2/12/2004,64.3,1.29,NA
2/13/2004,137,1.54,NA
2/14/2004,131,1.53,NA
2/15/2004,97.4,1.42,NA
2/16/2004,80.3,1.36,NA
2/17/2004,62.9,1.28,NA
2/18/2004,54.6,1.24,NA
2/19/2004,56.2,1.25,NA
2/20/2004,55.7,1.25,NA
2/21/2004,51.4,1.22,NA
2/22/2004,48.3,1.21,NA
2/23/2004,45.6,1.19,NA
2/24/2004,45.3,1.19,NA
2/25/2004,45.1,1.19,NA
2/26/2004,45.3,1.19,NA
2/27/2004,45.8,1.18,NA
2/28/2004,44.9,1.18,NA
2/29/2004,46.2,1.18,NA
3/1/2004,44.2,1.17,NA
3/2/2004,40.8,1.15,NA
3/3/2004,40.5,1.15,NA
3/4/2004,41,1.15,NA
3/5/2004,42.1,1.16,NA
3/6/2004,42.8,1.16,NA
3/7/2004,40.5,1.15,NA
3/8/2004,42,1.16,NA
3/9/2004,38.2,1.17,NA
3/10/2004,38.8,1.16,NA
3/11/2004,39.7,1.14,NA
3/12/2004,40.6,1.15,NA
3/13/2004,40.8,1.15,NA
3/14/2004,NA,NA,NA
3/15/2004,7.1,0.48,NA
3/16/2004,90.4,1.02,NA
3/17/2004,190,1.69,NA
3/18/2004,203,1.71,NA
3/19/2004,202,1.71,NA
3/20/2004,230,1.77,NA
3/21/2004,286,1.88,NA
3/22/2004,332,1.96,NA
3/23/2004,350,1.98,NA
3/24/2004,339,1.97,NA
3/25/2004,255,1.82,NA
3/26/2004,201,1.7,NA
3/27/2004,191,1.68,NA
3/28/2004,183,1.66,NA
3/29/2004,176,1.64,NA
3/30/2004,250,1.81,NA
3/31/2004,283,1.88,NA
4/1/2004,291,1.89,NA
4/2/2004,300,1.91,NA
4/3/2004,343,1.97,NA
4/4/2004,346,1.98,NA
4/5/2004,343,1.97,NA
4/6/2004,306,1.96,NA
4/7/2004,319,1.99,NA
4/8/2004,339,2.02,NA
4/9/2004,362,2.05,NA
4/10/2004,471,2.22,NA
4/11/2004,457,2.2,NA
4/12/2004,395,2.1,NA
4/13/2004,388,2.09,NA
4/14/2004,404,2.12,NA
4/15/2004,347,2.03,NA
4/16/2004,332,2.01,NA
4/17/2004,346,2.03,NA
4/18/2004,314,1.98,NA
4/19/2004,307,1.97,NA
4/20/2004,280,1.93,NA
4/21/2004,275,1.91,NA
4/22/2004,299,1.95,NA
4/23/2004,366,2.06,NA
4/24/2004,718,2.52,NA
4/25/2004,848,2.68,NA
4/26/2004,545,2.32,NA
4/27/2004,620,2.41,NA
4/28/2004,539,2.31,NA
4/29/2004,630,2.43,NA
4/30/2004,708,2.52,NA
5/1/2004,682,2.49,NA
5/2/2004,608,2.41,NA
5/3/2004,592,2.39,NA
5/4/2004,605,2.41,NA
5/5/2004,549,2.32,NA
5/6/2004,527,2.29,NA
5/7/2004,537,2.31,NA
5/8/2004,532,2.3,NA
5/9/2004,585,2.38,NA
5/10/2004,561,2.34,NA
5/11/2004,545,2.32,NA
5/12/2004,596,2.36,NA
5/13/2004,763,2.51,NA
5/14/2004,977,2.74,NA
5/15/2004,1010,2.78,NA
5/16/2004,892,2.65,NA
5/17/2004,726,2.47,NA
5/18/2004,807,2.56,NA
5/19/2004,832,2.58,NA
5/20/2004,825,2.58,NA
5/21/2004,765,2.51,NA
5/22/2004,978,2.74,NA
5/23/2004,1060,2.83,NA
5/24/2004,927,2.69,NA
5/25/2004,678,2.42,NA
5/26/2004,723,2.47,NA
5/27/2004,761,2.51,NA
5/28/2004,1050,2.78,NA
5/29/2004,1130,2.82,NA
5/30/2004,1130,2.83,NA
5/31/2004,920,2.62,NA
6/1/2004,927,2.63,NA
6/2/2004,834,2.53,NA
6/3/2004,852,2.54,NA
6/4/2004,905,2.6,NA
6/5/2004,820,2.51,NA
6/6/2004,781,2.47,NA
6/7/2004,805,2.49,NA
6/8/2004,1020,2.73,NA
6/9/2004,1460,3.16,NA
6/10/2004,1340,3.18,NA
6/11/2004,1290,3.13,NA
6/12/2004,1310,3.15,NA
6/13/2004,1420,3.25,NA
6/14/2004,1200,3.05,NA
6/15/2004,930,2.76,NA
6/16/2004,630,2.35,NA
6/17/2004,768,2.5,NA
6/18/2004,836,2.62,NA
6/19/2004,981,2.83,NA
6/20/2004,1080,2.94,NA
6/21/2004,918,2.72,NA
6/22/2004,701,2.43,NA
6/23/2004,660,2.39,NA
6/24/2004,691,2.4,NA
6/25/2004,562,2.28,NA
6/26/2004,496,2.2,NA
6/27/2004,480,2.17,NA
6/28/2004,722,2.45,NA
6/29/2004,1000,2.84,NA
6/30/2004,569,2.28,NA
7/1/2004,779,2.53,NA
7/2/2004,838,2.6,NA
7/3/2004,822,2.56,NA
7/4/2004,836,2.6,NA
7/5/2004,652,2.37,NA
7/6/2004,561,2.28,NA
7/7/2004,463,2.16,NA
7/8/2004,337,2,NA
7/9/2004,119,1.91,NA
7/10/2004,269,1.89,NA
7/11/2004,257,1.86,NA
7/12/2004,434,2.12,NA
7/13/2004,309,1.97,NA
7/14/2004,336,2,NA
7/15/2004,355,2.02,NA
7/16/2004,361,2.03,NA
7/17/2004,449,2.14,NA
7/18/2004,-515.9,3.59,NA
7/19/2004,456,2.86,NA
7/20/2004,439,2.09,NA
7/21/2004,797,2.55,NA
7/22/2004,870,2.7,NA
7/23/2004,882,2.71,NA
7/24/2004,828,2.61,NA
7/25/2004,865,2.64,NA
7/26/2004,915,2.73,NA
7/27/2004,854,2.63,NA
7/28/2004,880,2.71,NA
7/29/2004,909,2.72,NA
7/30/2004,755,2.48,NA
7/31/2004,723,2.45,NA
8/1/2004,671,2.39,NA
8/2/2004,544,2.26,NA
8/3/2004,517,2.22,NA
8/4/2004,552,2.26,NA
8/5/2004,473,2.17,NA
8/6/2004,424,2.11,NA
8/7/2004,608,2.32,NA
8/8/2004,725,2.49,NA
8/9/2004,309,1.94,NA
8/10/2004,213,1.74,NA
8/11/2004,224,1.77,NA
8/12/2004,178,1.64,NA
8/13/2004,92.5,1.39,NA
8/14/2004,70.9,1.31,NA
8/15/2004,149,1.56,NA
8/16/2004,234,1.8,NA
8/17/2004,241,1.82,NA
8/18/2004,254,1.85,NA
8/19/2004,454,2.13,NA
8/20/2004,927,2.71,NA
8/21/2004,329,1.96,NA
8/22/2004,207,1.73,NA
8/23/2004,433,2.05,NA
8/24/2004,499,2.2,NA
8/25/2004,375,2.05,NA
8/26/2004,270,1.89,NA
8/27/2004,240,1.82,NA
8/28/2004,215,1.75,NA
8/29/2004,170,1.62,NA
8/30/2004,151,1.57,NA
8/31/2004,122,1.48,NA
9/1/2004,104,1.43,NA
9/2/2004,86.4,1.37,NA
9/3/2004,112,1.45,NA
9/4/2004,148,1.56,NA
9/5/2004,145,1.55,NA
9/6/2004,148,1.56,NA
9/7/2004,161,1.6,NA
9/8/2004,161,1.6,NA
9/9/2004,160,1.6,NA
9/10/2004,142,1.54,NA
9/11/2004,151,1.57,NA
9/12/2004,151,1.57,NA
9/13/2004,130,1.51,NA
9/14/2004,123,1.49,NA
9/15/2004,123,1.49,NA
9/16/2004,117,1.47,NA
9/17/2004,114,1.46,NA
9/18/2004,104,1.43,NA
9/19/2004,99.7,1.42,NA
9/20/2004,98.9,1.42,NA
9/21/2004,96.8,1.41,NA
9/22/2004,104,1.43,NA
9/23/2004,116,1.47,NA
9/24/2004,125,1.49,NA
9/25/2004,153,1.57,NA
9/26/2004,139,1.53,NA
9/27/2004,134,1.52,NA
9/28/2004,125,1.49,NA
9/29/2004,112,1.46,NA
9/30/2004,133,1.52,NA
10/1/2004,154,1.58,NA
10/2/2004,162,1.6,NA
10/3/2004,167,1.61,NA
10/4/2004,166,1.61,NA
10/5/2004,194,1.69,NA
10/6/2004,174,1.63,NA
10/7/2004,150,1.57,NA
10/8/2004,148,1.56,NA
10/9/2004,148,1.56,NA
10/10/2004,168,1.62,NA
10/11/2004,179,1.65,NA
10/12/2004,183,1.66,NA
10/13/2004,184,1.66,NA
10/14/2004,180,1.65,NA
10/15/2004,176,1.64,NA
10/16/2004,175,1.64,NA
10/17/2004,184,1.66,NA
10/18/2004,170,1.62,NA
10/19/2004,180,1.65,NA
10/20/2004,161,1.6,NA
10/21/2004,142,1.54,NA
10/22/2004,140,1.54,NA
10/23/2004,151,1.57,NA
10/24/2004,175,1.64,NA
10/25/2004,153,1.58,NA
10/26/2004,146,1.55,NA
10/27/2004,149,1.56,NA
10/28/2004,140,1.54,NA
10/29/2004,122,1.48,NA
10/30/2004,132,1.51,NA
10/31/2004,149,1.56,NA
11/1/2004,152,1.57,NA
11/2/2004,142,1.54,NA
11/3/2004,152,1.57,NA
11/4/2004,186,1.66,NA
11/5/2004,202,1.71,NA
11/6/2004,231,1.79,NA
11/7/2004,221,1.76,NA
11/8/2004,218,1.76,NA
11/9/2004,212,1.74,NA
11/10/2004,199,1.7,NA
11/11/2004,202,1.71,NA
11/12/2004,222,1.77,NA
11/13/2004,218,1.75,NA
11/14/2004,231,1.79,NA
11/15/2004,350,2,NA
11/16/2004,474,2.17,NA
11/17/2004,363,2.03,NA
11/18/2004,236,1.81,NA
11/19/2004,218,1.76,NA
11/20/2004,208,1.73,NA
11/21/2004,197,1.7,NA
11/22/2004,187,1.67,NA
11/23/2004,179,1.65,NA
11/24/2004,172,1.63,NA
11/25/2004,167,1.61,NA
11/26/2004,162,1.6,NA
11/27/2004,158,1.59,NA
11/28/2004,159,1.59,NA
11/29/2004,163,1.6,NA
11/30/2004,171,1.63,NA
12/1/2004,160,1.59,NA
12/2/2004,148,1.56,NA
12/3/2004,145,1.55,NA
12/4/2004,147,1.56,NA
12/5/2004,147,1.56,NA
12/6/2004,141,1.54,NA
12/7/2004,136,1.53,NA
12/8/2004,132,1.51,NA
12/9/2004,131,1.51,NA
12/10/2004,129,1.5,NA
12/11/2004,135,1.52,NA
12/12/2004,143,1.55,NA
12/13/2004,145,1.55,NA
12/14/2004,148,1.56,NA
12/15/2004,145,1.55,NA
12/16/2004,147,1.56,NA
12/17/2004,152,1.57,NA
12/18/2004,156,1.58,NA
12/19/2004,160,1.6,NA
12/20/2004,161,1.6,NA
12/21/2004,158,1.59,NA
12/22/2004,162,1.6,NA
12/23/2004,171,1.63,NA
12/24/2004,125,1.49,NA
12/25/2004,138,1.53,NA
12/26/2004,154,1.58,NA
12/27/2004,170,1.62,NA
12/28/2004,192,1.68,NA
12/29/2004,191,1.68,NA
12/30/2004,158,1.59,NA
12/31/2004,155,1.58,NA
1/1/2005,146,1.56,NA
1/2/2005,146,1.56,NA
1/3/2005,150,1.57,NA
1/4/2005,161,1.6,NA
1/5/2005,190,1.68,NA
1/6/2005,140,1.53,NA
1/7/2005,126,1.5,NA
1/8/2005,161,1.6,NA
1/9/2005,215,1.75,NA
1/10/2005,203,1.71,NA
1/11/2005,169,1.62,NA
1/12/2005,170,1.62,NA
1/13/2005,151,1.57,NA
1/14/2005,129,1.51,NA
1/15/2005,154,1.58,NA
1/16/2005,155,1.58,NA
1/17/2005,168,1.62,NA
1/18/2005,195,1.69,NA
1/19/2005,200,1.7,NA
1/20/2005,175,1.64,NA
1/21/2005,166,1.61,NA
1/22/2005,161,1.6,NA
1/23/2005,157,1.59,NA
1/24/2005,147,1.56,NA
1/25/2005,117,1.47,NA
1/26/2005,94.5,1.4,NA
1/27/2005,92.2,1.39,NA
1/28/2005,95.9,1.41,NA
1/29/2005,93.4,1.4,NA
1/30/2005,88.3,1.38,NA
1/31/2005,90,1.39,NA
2/1/2005,92.4,1.4,NA
2/2/2005,96.6,1.41,NA
2/3/2005,102,1.43,NA
2/4/2005,101,1.43,NA
2/5/2005,100,1.42,NA
2/6/2005,102,1.43,NA
2/7/2005,102,1.43,NA
2/8/2005,109,1.45,NA
2/9/2005,128,1.5,NA
2/10/2005,119,1.47,NA
2/11/2005,105,1.44,NA
2/12/2005,95.5,1.41,NA
2/13/2005,87.6,1.38,NA
2/14/2005,89,1.38,NA
2/15/2005,93.7,1.4,NA
2/16/2005,95.3,1.41,NA
2/17/2005,98.5,1.42,NA
2/18/2005,97.7,1.41,NA
2/19/2005,98.4,1.42,NA
2/20/2005,107,1.44,NA
2/21/2005,147,1.56,NA
2/22/2005,134,1.52,NA
2/23/2005,123,1.49,NA
2/24/2005,124,1.49,NA
2/25/2005,119,1.48,NA
2/26/2005,121,1.48,NA
2/27/2005,121,1.48,NA
2/28/2005,121,1.48,NA
3/1/2005,122,1.48,NA
3/2/2005,125,1.49,NA
3/3/2005,125,1.49,NA
3/4/2005,128,1.5,NA
3/5/2005,128,1.5,NA
3/6/2005,107,1.44,NA
3/7/2005,88,1.38,NA
3/8/2005,78.8,1.34,NA
3/9/2005,74.6,1.32,NA
3/10/2005,71.6,1.31,NA
3/11/2005,75.2,1.33,NA
3/12/2005,76.1,1.33,NA
3/13/2005,69,1.3,NA
3/14/2005,67,1.29,NA
3/15/2005,96.6,1.4,NA
3/16/2005,257,1.86,NA
3/17/2005,327,1.99,NA
3/18/2005,285,1.93,NA
3/19/2005,274,1.9,NA
3/20/2005,265,1.87,NA
3/21/2005,256,1.85,NA
3/22/2005,229,1.79,NA
3/23/2005,220,1.76,NA
3/24/2005,204,1.72,NA
3/25/2005,199,1.7,NA
3/26/2005,216,1.75,NA
3/27/2005,223,1.77,NA
3/28/2005,220,1.76,NA
3/29/2005,193,1.69,NA
3/30/2005,213,1.74,NA
3/31/2005,292,1.94,NA
4/1/2005,421,2.11,NA
4/2/2005,309,1.95,NA
4/3/2005,203,1.71,NA
4/4/2005,234,1.8,NA
4/5/2005,244,1.83,NA
4/6/2005,327,1.95,NA
4/7/2005,277,1.87,NA
4/8/2005,263,1.88,NA
4/9/2005,248,1.84,NA
4/10/2005,246,1.83,NA
4/11/2005,285,1.91,NA
4/12/2005,432,2.12,NA
4/13/2005,394,2.07,NA
4/14/2005,499,2.2,NA
4/15/2005,503,2.2,NA
4/16/2005,551,2.26,NA
4/17/2005,498,2.2,NA
4/18/2005,517,2.22,NA
4/19/2005,568,2.29,NA
4/20/2005,561,2.28,NA
4/21/2005,590,2.31,NA
4/22/2005,675,2.4,NA
4/23/2005,636,2.36,NA
4/24/2005,617,2.34,NA
4/25/2005,656,2.38,NA
4/26/2005,735,2.46,NA
4/27/2005,656,2.38,NA
4/28/2005,520,2.23,NA
4/29/2005,508,2.21,NA
4/30/2005,556,2.27,NA
5/1/2005,542,2.25,NA
5/2/2005,316,1.97,NA
5/3/2005,441,2.13,NA
5/4/2005,498,2.2,NA
5/5/2005,361,2.03,NA
5/6/2005,278,1.91,NA
5/7/2005,226,1.78,NA
5/8/2005,349,2.02,NA
5/9/2005,283,1.92,NA
5/10/2005,281,1.89,NA
5/11/2005,252,1.85,NA
5/12/2005,346,2.01,NA
5/13/2005,397,2.07,NA
5/14/2005,435,2.12,NA
5/15/2005,377,2.05,NA
5/16/2005,515,2.22,NA
5/17/2005,402,2.08,NA
5/18/2005,270,1.89,NA
5/19/2005,376,2.05,NA
5/20/2005,483,2.18,NA
5/21/2005,618,2.34,NA
5/22/2005,834,2.62,NA
5/23/2005,1200,3.05,NA
5/24/2005,1370,3.2,NA
5/25/2005,1230,3.43,NA
5/26/2005,865,3.21,NA
5/27/2005,1290,3.13,NA
5/28/2005,1220,3.07,NA
5/29/2005,1200,3.05,NA
5/30/2005,1180,3.03,NA
5/31/2005,1130,2.99,NA
6/1/2005,1010,2.86,NA
6/2/2005,672,2.4,NA
6/3/2005,623,2.34,NA
6/4/2005,623,2.33,NA
6/5/2005,654,2.38,NA
6/6/2005,589,2.3,NA
6/7/2005,579,2.3,NA
6/8/2005,773,2.56,NA
6/9/2005,841,2.62,NA
6/10/2005,957,2.8,NA
6/11/2005,943,2.78,NA
6/12/2005,1040,2.9,NA
6/13/2005,1070,2.93,NA
6/14/2005,1100,2.96,NA
6/15/2005,1020,2.87,NA
6/16/2005,799,2.57,NA
6/17/2005,821,2.6,NA
6/18/2005,738,2.47,NA
6/19/2005,783,2.5,NA
6/20/2005,810,2.57,NA
6/21/2005,860,2.68,NA
6/22/2005,1290,3.14,NA
6/23/2005,989,2.84,NA
6/24/2005,601,2.32,NA
6/25/2005,1090,2.91,NA
6/26/2005,929,2.77,NA
6/27/2005,885,2.71,NA
6/28/2005,805,2.55,NA
6/29/2005,797,2.53,NA
6/30/2005,913,2.75,NA
7/1/2005,923,2.76,NA
7/2/2005,1150,3,NA
7/3/2005,1250,3.1,NA
7/4/2005,1270,3.11,NA
7/5/2005,1010,2.87,NA
7/6/2005,1060,2.91,NA
7/7/2005,870,2.69,NA
7/8/2005,809,2.56,NA
7/9/2005,813,2.58,NA
7/10/2005,796,2.54,NA
7/11/2005,661,2.39,NA
7/12/2005,710,2.43,NA
7/13/2005,698,2.42,NA
7/14/2005,674,2.4,NA
7/15/2005,717,2.44,NA
7/16/2005,700,2.42,NA
7/17/2005,809,2.58,NA
7/18/2005,704,2.43,NA
7/19/2005,712,2.43,NA
7/20/2005,774,2.49,NA
7/21/2005,770,2.49,NA
7/22/2005,754,2.47,NA
7/23/2005,664,2.39,NA
7/24/2005,678,2.4,NA
7/25/2005,745,2.47,NA
7/26/2005,659,2.39,NA
7/27/2005,632,2.36,NA
7/28/2005,740,2.5,NA
7/29/2005,779,2.52,NA
7/30/2005,760,2.48,NA
7/31/2005,596,2.31,NA
8/1/2005,486,2.19,NA
8/2/2005,452,2.14,NA
8/3/2005,451,2.14,NA
8/4/2005,405,2.08,NA
8/5/2005,403,2.08,NA
8/6/2005,507,2.21,NA
8/7/2005,670,2.39,NA
8/8/2005,507,2.21,NA
8/9/2005,430,2.12,NA
8/10/2005,481,2.18,NA
8/11/2005,611,2.33,NA
8/12/2005,744,2.47,NA
8/13/2005,816,2.59,NA
8/14/2005,816,2.59,NA
8/15/2005,265,3.3,NA
8/16/2005,891,2.72,NA
8/17/2005,830,2.63,NA
8/18/2005,924,2.76,NA
8/19/2005,605,2.33,NA
8/20/2005,409,2.09,NA
8/21/2005,344,2.01,NA
8/22/2005,586,2.31,NA
8/23/2005,484,2.18,NA
8/24/2005,283,1.91,NA
8/25/2005,246,1.83,NA
8/26/2005,191,1.68,NA
8/27/2005,153,1.58,NA
8/28/2005,135,1.52,NA
8/29/2005,110,1.45,NA
8/30/2005,107,1.44,NA
8/31/2005,141,1.54,NA
9/1/2005,177,1.64,NA
9/2/2005,180,1.65,NA
9/3/2005,157,1.59,NA
9/4/2005,136,1.52,NA
9/5/2005,149,1.56,NA
9/6/2005,163,1.6,NA
9/7/2005,178,1.64,NA
9/8/2005,182,1.66,NA
9/9/2005,155,1.58,NA
9/10/2005,132,1.51,NA
9/11/2005,107,1.44,NA
9/12/2005,90.7,1.39,NA
9/13/2005,82.5,1.36,NA
9/14/2005,72.6,1.32,NA
9/15/2005,65.8,1.29,NA
9/16/2005,67.5,1.29,NA
9/17/2005,64.5,1.28,NA
9/18/2005,63.2,1.27,NA
9/19/2005,61.5,1.27,NA
9/20/2005,55.6,1.24,NA
9/21/2005,53.2,1.22,NA
9/22/2005,54.5,1.23,NA
9/23/2005,97,1.4,NA
9/24/2005,82.2,1.36,NA
9/25/2005,72.2,1.31,NA
9/26/2005,66.1,1.29,NA
9/27/2005,59.9,1.26,NA
9/28/2005,64.9,1.28,NA
9/29/2005,97.1,1.41,NA
9/30/2005,123,1.49,NA
10/1/2005,139,1.53,NA
10/2/2005,139,1.54,NA
10/3/2005,130,1.51,NA
10/4/2005,118,1.47,NA
10/5/2005,115,1.47,NA
10/6/2005,102,1.43,NA
10/7/2005,102,1.43,NA
10/8/2005,92.4,1.39,NA
10/9/2005,83.7,1.36,NA
10/10/2005,133,1.52,NA
10/11/2005,196,1.69,NA
10/12/2005,238,1.8,NA
10/13/2005,230,1.79,NA
10/14/2005,199,1.7,NA
10/15/2005,179,1.65,NA
10/16/2005,147,1.56,NA
10/17/2005,162,1.6,NA
10/18/2005,149,1.56,NA
10/19/2005,132,1.51,NA
10/20/2005,155,1.58,NA
10/21/2005,147,1.56,NA
10/22/2005,165,1.61,NA
10/23/2005,208,1.73,NA
10/24/2005,234,1.8,NA
10/25/2005,241,1.82,NA
10/26/2005,259,1.87,NA
10/27/2005,256,1.86,NA
10/28/2005,240,1.82,NA
10/29/2005,220,1.76,NA
10/30/2005,214,1.74,NA
10/31/2005,225,1.78,NA
11/1/2005,239,1.82,NA
11/2/2005,247,1.83,NA
11/3/2005,232,1.8,NA
11/4/2005,207,1.73,NA
11/5/2005,179,1.65,NA
11/6/2005,181,1.65,NA
11/7/2005,186,1.67,NA
11/8/2005,206,1.72,NA
11/9/2005,223,1.77,NA
11/10/2005,221,1.76,NA
11/11/2005,221,1.77,NA
11/12/2005,221,1.77,NA
11/13/2005,218,1.76,NA
11/14/2005,220,1.76,NA
11/15/2005,123,1.48,NA
11/16/2005,82.7,1.36,NA
11/17/2005,74.9,1.33,NA
11/18/2005,74.2,1.32,NA
11/19/2005,90.8,1.39,NA
11/20/2005,115,1.46,NA
11/21/2005,112,1.45,NA
11/22/2005,78.4,1.34,NA
11/23/2005,73.1,1.32,NA
11/24/2005,69.1,1.3,NA
11/25/2005,66,1.29,NA
11/26/2005,64.3,1.28,NA
11/27/2005,62.7,1.27,NA
11/28/2005,63.6,1.28,NA
11/29/2005,69.6,1.3,NA
11/30/2005,65.1,1.28,NA
12/1/2005,71,1.31,NA
12/2/2005,67.8,1.3,NA
12/3/2005,68.4,1.3,NA
12/4/2005,68,1.3,NA
12/5/2005,69.6,1.3,NA
12/6/2005,80.9,1.35,NA
12/7/2005,129,1.5,NA
12/8/2005,136,1.53,NA
12/9/2005,95.2,1.4,NA
12/10/2005,81.5,1.35,NA
12/11/2005,81.6,1.35,NA
12/12/2005,81,1.35,NA
12/13/2005,75.2,1.33,NA
12/14/2005,70.8,1.31,NA
12/15/2005,144,1.55,NA
12/16/2005,154,1.58,NA
12/17/2005,74.5,1.32,NA
12/18/2005,65.5,1.29,NA
12/19/2005,67.9,1.3,NA
12/20/2005,70.2,1.31,NA
12/21/2005,71.6,1.31,NA
12/22/2005,74.2,1.32,NA
12/23/2005,71.1,1.31,NA
12/24/2005,71.2,1.31,NA
12/25/2005,71,1.31,NA
12/26/2005,68.1,1.3,NA
12/27/2005,66.4,1.29,NA
12/28/2005,66.6,1.29,NA
12/29/2005,66.6,1.29,NA
12/30/2005,69.7,1.3,NA
12/31/2005,69.6,1.3,NA
1/1/2006,67.9,1.3,NA
1/2/2006,69.5,1.3,NA
1/3/2006,64.5,1.28,NA
1/4/2006,66.6,1.29,NA
1/5/2006,68.3,1.3,NA
1/6/2006,68.8,1.3,NA
1/7/2006,68.3,1.3,NA
