date,q.arkcatco,ec.arkcatco,h.arkcatco,t.arkcatco
3/1/1999,122,NA,2.4,NA
3/2/1999,116,NA,2.39,NA
3/3/1999,170,NA,2.57,NA
3/4/1999,176,NA,2.6,NA
3/5/1999,176,NA,2.61,NA
3/6/1999,194,NA,2.67,NA
3/7/1999,202,NA,2.71,NA
3/8/1999,201,NA,2.71,NA
3/9/1999,194,NA,2.7,NA
3/10/1999,136,NA,2.51,NA
3/11/1999,128,NA,2.48,NA
3/12/1999,139,NA,2.53,NA
3/13/1999,161,NA,2.62,NA
3/14/1999,177,NA,2.67,NA
3/15/1999,188,NA,2.7,NA
3/16/1999,233,NA,2.87,NA
3/17/1999,147,NA,2.59,NA
3/18/1999,147,NA,2.63,NA
3/19/1999,146,NA,2.6,NA
3/20/1999,117,NA,2.5,NA
3/21/1999,99,NA,2.45,NA
3/22/1999,89,NA,2.36,NA
3/23/1999,69,NA,2.23,NA
3/24/1999,62,NA,2.18,NA
3/25/1999,53,NA,2.14,NA
3/26/1999,25,NA,2.06,NA
3/27/1999,57,NA,2.12,NA
3/28/1999,71,NA,2.16,NA
3/29/1999,98,NA,2.27,NA
3/30/1999,121,NA,2.34,NA
3/31/1999,73,NA,2.12,NA
4/1/1999,95,NA,2.21,NA
4/2/1999,96,NA,2.18,NA
4/3/1999,177,NA,2.44,NA
4/4/1999,302,NA,2.81,NA
4/5/1999,312,NA,2.82,NA
4/6/1999,285,NA,2.75,NA
4/7/1999,119,NA,2.21,NA
4/8/1999,86,NA,2.05,NA
4/9/1999,312,NA,2.76,NA
4/10/1999,390,NA,2.92,NA
4/11/1999,577,NA,3.29,NA
4/12/1999,1270,NA,4.11,NA
4/13/1999,525,NA,3.18,NA
4/14/1999,441,NA,3.03,NA
4/15/1999,304,NA,2.76,NA
4/16/1999,280,NA,2.7,NA
4/17/1999,258,NA,2.65,NA
4/18/1999,241,NA,2.62,NA
4/19/1999,240,NA,2.61,NA
4/20/1999,230,NA,2.6,NA
4/21/1999,116,NA,2.24,NA
4/22/1999,91,NA,2.14,NA
4/23/1999,458,NA,3.05,NA
4/24/1999,829,NA,3.83,NA
4/25/1999,606,NA,3.5,NA
4/26/1999,402,NA,3.1,NA
4/27/1999,353,NA,3,NA
4/28/1999,328,NA,2.88,NA
4/29/1999,911,NA,3.7,NA
4/30/1999,4280,NA,6.53,NA
5/1/1999,16200,NA,9.59,NA
5/2/1999,13500,NA,9.43,NA
5/3/1999,6070,NA,6.75,NA
5/4/1999,4230,NA,5.57,NA
5/5/1999,3700,NA,-141.26,NA
5/6/1999,3660,NA,-392.29,NA
5/7/1999,3430,NA,-20.01,NA
5/8/1999,3280,NA,5.05,NA
5/9/1999,3510,NA,5.29,NA
5/10/1999,3790,NA,5.54,NA
5/11/1999,4020,NA,5.77,NA
5/12/1999,3650,NA,5.58,NA
5/13/1999,3410,NA,-196.01,NA
5/14/1999,3000,NA,3.96,NA
5/15/1999,2780,NA,5.05,NA
5/16/1999,2750,NA,5.07,NA
5/17/1999,2570,NA,4.98,NA
5/18/1999,2350,NA,4.83,NA
5/19/1999,2140,NA,4.65,NA
5/20/1999,1790,NA,4.33,NA
5/21/1999,1510,NA,4,NA
5/22/1999,1430,NA,3.85,NA
5/23/1999,1550,NA,3.98,NA
5/24/1999,1710,NA,4.16,NA
5/25/1999,2070,NA,4.55,NA
5/26/1999,3070,NA,5.51,NA
5/27/1999,3040,NA,5.44,NA
5/28/1999,3340,NA,5.69,NA
5/29/1999,3580,NA,5.87,NA
5/30/1999,3180,NA,5.57,NA
5/31/1999,2850,NA,5.29,NA
6/1/1999,2520,NA,4.98,NA
6/2/1999,2550,NA,4.99,NA
6/3/1999,2490,NA,4.94,NA
6/4/1999,2120,NA,4.55,NA
6/5/1999,1800,NA,4.18,NA
6/6/1999,1820,NA,4.18,NA
6/7/1999,1840,NA,4.21,NA
6/8/1999,1440,NA,3.73,NA
6/9/1999,1240,NA,3.43,NA
6/10/1999,1130,NA,3.26,NA
6/11/1999,2190,NA,4.44,NA
6/12/1999,2840,NA,5.17,NA
6/13/1999,3180,NA,5.46,NA
6/14/1999,2770,NA,5.12,NA
6/15/1999,2850,NA,5.17,NA
6/16/1999,2720,NA,5.06,NA
6/17/1999,2850,NA,5.17,NA
6/18/1999,3340,NA,5.54,NA
6/19/1999,3270,NA,5.5,NA
6/20/1999,2930,NA,5.22,NA
6/21/1999,2830,NA,5.13,NA
6/22/1999,2830,NA,5.13,NA
6/23/1999,2610,NA,4.97,NA
6/24/1999,2720,NA,5.05,NA
6/25/1999,2640,NA,5,NA
6/26/1999,3040,NA,5.36,NA
6/27/1999,3090,NA,5.41,NA
6/28/1999,2670,NA,5.09,NA
6/29/1999,2270,NA,4.71,NA
6/30/1999,2020,NA,4.46,NA
7/1/1999,1460,NA,3.81,NA
7/2/1999,1240,NA,3.5,NA
7/3/1999,1390,NA,3.72,NA
7/4/1999,1130,NA,3.38,NA
7/5/1999,904,NA,3.02,NA
7/6/1999,812,NA,2.87,NA
7/7/1999,1010,NA,3.2,NA
7/8/1999,1120,NA,3.36,NA
7/9/1999,954,NA,3.1,NA
7/10/1999,739,NA,2.7,NA
7/11/1999,491,NA,2.21,NA
7/12/1999,439,NA,2.08,NA
7/13/1999,457,NA,2.07,NA
7/14/1999,589,NA,2.33,NA
7/15/1999,730,NA,2.56,NA
7/16/1999,964,NA,2.92,NA
7/17/1999,2620,NA,4.82,NA
7/18/1999,2250,NA,4.58,NA
7/19/1999,1910,NA,4.34,NA
7/20/1999,1480,NA,3.62,NA
7/21/1999,1390,NA,3.49,NA
7/22/1999,1490,NA,3.61,NA
7/23/1999,1210,NA,3.26,NA
7/24/1999,736,NA,2.78,NA
7/25/1999,510,NA,NA,NA
7/26/1999,465,NA,1.96,NA
7/27/1999,507,NA,2.05,NA
7/28/1999,467,NA,1.98,NA
7/29/1999,395,NA,1.84,NA
7/30/1999,409,NA,1.89,NA
7/31/1999,651,NA,2.32,NA
8/1/1999,1750,NA,3.77,NA
8/2/1999,3080,NA,5.31,NA
8/3/1999,2010,NA,4.28,NA
8/4/1999,1920,NA,4.12,NA
8/5/1999,3200,NA,5.27,NA
8/6/1999,4340,NA,6.16,NA
8/7/1999,3340,NA,5.42,NA
8/8/1999,3400,NA,5.46,NA
8/9/1999,3580,NA,5.57,NA
8/10/1999,3650,NA,5.63,NA
8/11/1999,2790,NA,4.95,NA
8/12/1999,2140,NA,4.32,NA
8/13/1999,1850,NA,3.98,NA
8/14/1999,1560,NA,3.64,NA
8/15/1999,1380,NA,3.39,NA
8/16/1999,1160,NA,3.07,NA
8/17/1999,997,NA,2.82,NA
8/18/1999,948,NA,2.72,NA
8/19/1999,1010,NA,2.81,NA
8/20/1999,1180,NA,3.07,NA
8/21/1999,1570,NA,3.61,NA
8/22/1999,1290,NA,3.24,NA
8/23/1999,1190,NA,3.1,NA
8/24/1999,1140,NA,3.01,NA
8/25/1999,1200,NA,3.1,NA
8/26/1999,1210,NA,3.13,NA
8/27/1999,1200,NA,3.12,NA
8/28/1999,1160,NA,3.07,NA
8/29/1999,1260,NA,3.22,NA
8/30/1999,1180,NA,3.14,NA
8/31/1999,878,NA,2.66,NA
9/1/1999,691,NA,2.38,NA
9/2/1999,527,NA,2.07,NA
9/3/1999,525,NA,2.08,NA
9/4/1999,578,NA,2.2,NA
9/5/1999,588,NA,2.24,NA
9/6/1999,570,NA,2.22,NA
9/7/1999,479,NA,2.06,NA
9/8/1999,452,NA,2.01,NA
9/9/1999,427,NA,1.96,NA
9/10/1999,342,NA,1.8,NA
9/11/1999,283,NA,1.66,NA
9/12/1999,246,NA,1.55,NA
9/13/1999,365,NA,1.86,NA
9/14/1999,333,NA,1.79,NA
9/15/1999,334,NA,1.8,NA
9/16/1999,377,NA,1.9,NA
9/17/1999,464,NA,2.08,NA
9/18/1999,426,NA,2.01,NA
9/19/1999,468,NA,2.1,NA
9/20/1999,491,NA,2.15,NA
9/21/1999,549,NA,2.27,NA
9/22/1999,549,NA,2.28,NA
9/23/1999,544,NA,2.26,NA
9/24/1999,577,NA,2.34,NA
9/25/1999,577,NA,2.34,NA
9/26/1999,551,NA,2.3,NA
9/27/1999,479,NA,2.16,NA
9/28/1999,493,NA,2.19,NA
9/29/1999,437,NA,2.09,NA
9/30/1999,362,NA,1.96,NA
10/1/1999,271,1090,1.77,NA
10/2/1999,188,42.5,1.54,NA
10/3/1999,201,0,1.58,NA
10/4/1999,231,321,1.65,NA
10/5/1999,261,1170,1.73,NA
10/6/1999,247,1200,1.69,NA
10/7/1999,223,1250,1.62,NA
10/8/1999,172,34.2,1.46,NA
10/9/1999,189,126,1.51,NA
10/10/1999,175,0.167,1.47,NA
10/11/1999,164,0.312,1.42,NA
10/12/1999,183,0,1.48,NA
10/13/1999,378,1110,1.97,NA
10/14/1999,406,1150,2.04,NA
10/15/1999,460,1150,2.14,NA
10/16/1999,451,1180,2.1,NA
10/17/1999,450,1190,2.11,NA
10/18/1999,508,1200,2.19,NA
10/19/1999,574,1150,2.3,NA
10/20/1999,547,1170,2.23,NA
10/21/1999,596,1140,2.31,NA
10/22/1999,588,1130,2.28,NA
10/23/1999,539,1160,2.17,NA
10/24/1999,508,1170,2.09,NA
10/25/1999,474,1210,2,NA
10/26/1999,400,1250,1.84,NA
10/27/1999,380,1260,1.78,NA
10/28/1999,428,1240,1.86,NA
10/29/1999,573,1190,2.15,NA
10/30/1999,618,1170,2.24,NA
10/31/1999,647,1130,2.3,NA
11/1/1999,638,1120,2.28,NA
11/2/1999,648,1120,2.3,NA
11/3/1999,692,1150,2.32,NA
11/4/1999,672,1120,2.32,NA
11/5/1999,653,1130,2.31,NA
11/6/1999,652,1140,2.3,NA
11/7/1999,641,1140,2.28,NA
11/8/1999,651,1150,2.3,NA
11/9/1999,627,1150,2.26,NA
11/10/1999,693,1140,2.39,NA
11/11/1999,638,1160,2.29,NA
11/12/1999,585,1180,2.19,NA
11/13/1999,573,1200,2.16,NA
11/14/1999,594,1210,2.21,NA
11/15/1999,705,1260,2.41,NA
11/16/1999,465,1410,1.95,NA
11/17/1999,369,1500,1.75,NA
11/18/1999,336,1490,1.68,NA
11/19/1999,329,1510,1.66,NA
11/20/1999,318,1540,1.64,NA
11/21/1999,308,1540,1.61,NA
11/22/1999,314,1520,1.63,NA
11/23/1999,454,1430,1.93,NA
11/24/1999,536,1360,2.08,NA
11/25/1999,552,1370,2.1,NA
11/26/1999,538,1390,2.06,NA
11/27/1999,537,1400,2.04,NA
11/28/1999,562,1390,2.08,NA
11/29/1999,772,1310,2.45,NA
11/30/1999,869,1250,2.61,NA
12/1/1999,869,1240,2.61,NA
12/2/1999,901,1160,2.71,NA
12/3/1999,911,1140,2.78,NA
12/4/1999,901,1220,2.82,NA
12/5/1999,877,1300,2.84,NA
12/6/1999,840,1200,2.83,NA
12/7/1999,825,1170,2.86,NA
12/8/1999,896,1150,2.96,NA
12/9/1999,898,1140,2.95,NA
12/10/1999,860,1150,2.86,NA
12/11/1999,795,1200,2.74,NA
12/12/1999,763,1250,2.66,NA
12/13/1999,751,1260,2.62,NA
12/14/1999,758,1270,2.61,NA
12/15/1999,733,1330,2.54,NA
12/16/1999,740,1310,2.54,NA
12/17/1999,760,1300,2.56,NA
12/18/1999,796,1300,2.6,NA
12/19/1999,788,1330,2.57,NA
12/20/1999,790,1340,2.58,NA
12/21/1999,780,1360,2.51,NA
12/22/1999,768,1350,2.49,NA
12/23/1999,747,1360,2.45,NA
12/24/1999,741,NA,NA,NA
12/25/1999,741,NA,NA,NA
12/26/1999,740,NA,NA,NA
12/27/1999,744,1360,2.51,NA
12/28/1999,752,1350,2.54,NA
12/29/1999,809,1290,2.65,NA
12/30/1999,801,1260,2.65,NA
12/31/1999,836,NA,2.72,NA
1/1/2000,846,NA,2.75,NA
1/2/2000,850,NA,2.78,NA
1/3/2000,846,NA,2.78,NA
1/4/2000,807,NA,2.73,NA
1/5/2000,796,NA,NA,NA
1/6/2000,826,1170,2.79,NA
1/7/2000,799,1180,2.76,NA
1/8/2000,763,1170,2.71,NA
1/9/2000,750,1170,2.7,NA
1/10/2000,750,1180,2.71,NA
1/11/2000,740,1180,2.7,NA
1/12/2000,744,1170,2.73,NA
1/13/2000,773,1170,2.79,NA
1/14/2000,770,1170,2.76,NA
1/15/2000,772,1240,2.27,4.89
1/16/2000,789,NA,NA,NA
1/17/2000,807,1430,1.83,5.22
1/18/2000,820,1190,2.7,3.14
1/19/2000,787,1140,2.86,NA
1/20/2000,776,1140,2.85,NA
1/21/2000,773,1140,2.86,NA
1/22/2000,794,1130,2.9,NA
1/23/2000,794,1130,2.91,NA
1/24/2000,781,1120,2.9,NA
1/25/2000,775,1120,2.9,NA
1/26/2000,757,1120,2.87,NA
1/27/2000,704,1130,2.79,NA
1/28/2000,701,1170,2.79,NA
1/29/2000,703,1190,2.8,NA
1/30/2000,636,1240,2.68,NA
1/31/2000,598,1250,2.62,NA
2/1/2000,578,1270,2.59,NA
2/2/2000,582,1270,2.61,NA
2/3/2000,520,1320,2.49,NA
2/4/2000,488,1390,2.43,NA
2/5/2000,496,1410,2.44,NA
2/6/2000,506,1400,2.45,NA
2/7/2000,450,1400,2.43,NA
2/8/2000,268,1260,1.91,NA
2/9/2000,271,1550,1.91,NA
2/10/2000,267,1550,1.9,NA
2/11/2000,328,NA,NA,NA
2/12/2000,370,NA,NA,NA
2/13/2000,368,NA,NA,NA
2/14/2000,362,1400,2.1,NA
2/15/2000,357,1410,2.1,NA
2/16/2000,349,1420,2.07,NA
2/17/2000,343,1420,2.06,NA
2/18/2000,355,1410,2.07,NA
2/19/2000,372,1400,2.11,NA
2/20/2000,388,1390,2.13,NA
2/21/2000,389,1380,2.13,NA
2/22/2000,394,1380,2.14,NA
2/23/2000,406,1370,2.16,NA
2/24/2000,393,1380,2.13,NA
2/25/2000,377,1430,2.1,NA
2/26/2000,365,1440,2.06,NA
2/27/2000,376,1430,2.08,NA
2/28/2000,323,1270,1.95,NA
2/29/2000,261,924,1.79,NA
3/1/2000,325,1220,1.95,NA
3/2/2000,355,834,2.02,NA
3/3/2000,367,711,2.04,NA
3/4/2000,436,1200,2.18,NA
3/5/2000,457,1170,2.22,NA
3/6/2000,442,1190,2.19,NA
3/7/2000,363,1230,2.01,NA
3/8/2000,402,1190,2.09,NA
3/9/2000,517,1200,2.32,NA
3/10/2000,436,1210,2.15,NA
3/11/2000,371,1220,2.01,NA
3/12/2000,305,1250,1.86,NA
3/13/2000,265,891,1.74,NA
3/14/2000,244,692,1.68,NA
3/15/2000,262,1410,1.74,NA
3/16/2000,494,1100,2.25,NA
3/17/2000,665,1060,2.58,NA
3/18/2000,975,958,3.12,NA
3/19/2000,925,951,3.04,NA
3/20/2000,889,948,2.98,NA
3/21/2000,862,949,2.93,NA
3/22/2000,812,954,2.84,NA
3/23/2000,651,1040,2.54,NA
3/24/2000,556,1090,2.36,NA
3/25/2000,489,1100,2.23,NA
3/26/2000,456,1070,2.16,NA
3/27/2000,451,1050,2.15,NA
3/28/2000,467,1040,2.18,NA
3/29/2000,506,992,2.25,NA
3/30/2000,552,971,2.34,NA
3/31/2000,757,949,2.72,NA
4/1/2000,893,1020,2.96,NA
4/2/2000,937,1030,3.05,NA
4/3/2000,1050,948,3.22,NA
4/4/2000,979,952,3.1,NA
4/5/2000,951,955,3.07,NA
4/6/2000,946,947,3.07,NA
4/7/2000,944,946,3.08,NA
4/8/2000,856,935,2.94,NA
4/9/2000,856,916,2.95,NA
4/10/2000,892,903,3.02,NA
4/11/2000,867,897,2.99,NA
4/12/2000,901,868,3.06,NA
4/13/2000,865,821,3.01,NA
4/14/2000,1010,768,3.25,NA
4/15/2000,1530,699,4.01,NA
4/16/2000,790,715,2.85,NA
4/17/2000,261,865,1.85,NA
4/18/2000,313,949,2,NA
4/19/2000,358,939,2.11,NA
4/20/2000,335,923,2.07,NA
4/21/2000,312,928,2.03,NA
4/22/2000,277,950,1.95,NA
4/23/2000,286,978,1.97,NA
4/24/2000,472,992,2.41,NA
4/25/2000,455,1010,2.39,NA
4/26/2000,480,992,2.45,NA
4/27/2000,466,993,2.43,NA
4/28/2000,373,983,2.24,NA
4/29/2000,395,959,2.3,NA
4/30/2000,487,915,2.51,NA
5/1/2000,587,931,2.71,NA
5/2/2000,719,887,2.97,NA
5/3/2000,780,905,3.09,NA
5/4/2000,604,989,2.75,NA
5/5/2000,332,1120,2.19,NA
5/6/2000,287,1130,2.07,NA
5/7/2000,442,1090,2.4,NA
5/8/2000,620,959,2.74,NA
5/9/2000,739,934,2.95,NA
5/10/2000,1210,859,3.7,NA
5/11/2000,1050,870,3.46,NA
5/12/2000,768,904,2.97,NA
5/13/2000,628,964,2.7,NA
5/14/2000,817,951,3.04,NA
5/15/2000,841,941,3.06,NA
5/16/2000,751,953,2.89,NA
5/17/2000,666,983,2.73,NA
5/18/2000,644,1000,2.68,NA
5/19/2000,653,1010,2.69,NA
5/20/2000,986,901,3.27,NA
5/21/2000,1160,859,3.54,NA
5/22/2000,983,874,3.26,NA
5/23/2000,785,914,2.96,NA
5/24/2000,730,914,2.81,NA
5/25/2000,837,895,3,NA
5/26/2000,1080,814,3.41,NA
5/27/2000,1430,763,3.89,NA
5/28/2000,1410,740,3.88,NA
5/29/2000,838,790,2.96,NA
5/30/2000,528,858,2.42,NA
5/31/2000,1370,760,3.78,NA
6/1/2000,1430,724,3.89,NA
6/2/2000,1390,720,3.83,NA
6/3/2000,1630,728,4.13,NA
6/4/2000,1430,745,3.88,NA
6/5/2000,1300,715,3.7,NA
6/6/2000,1350,704,3.77,NA
6/7/2000,1270,715,3.66,NA
6/8/2000,962,740,3.19,NA
6/9/2000,702,776,2.77,NA
6/10/2000,796,760,2.95,NA
6/11/2000,688,780,2.77,NA
6/12/2000,590,796,2.6,NA
6/13/2000,451,837,2.34,NA
6/14/2000,385,872,2.22,NA
6/15/2000,622,805,2.71,NA
6/16/2000,665,763,2.8,NA
6/17/2000,431,808,2.37,NA
6/18/2000,420,793,2.36,NA
6/19/2000,480,754,-4.33,NA
6/20/2000,528,724,2.61,NA
6/21/2000,443,752,2.43,NA
6/22/2000,389,765,2.3,NA
6/23/2000,381,764,2.27,NA
6/24/2000,423,741,2.35,NA
6/25/2000,641,718,2.76,NA
6/26/2000,655,698,2.77,NA
6/27/2000,673,697,2.8,NA
6/28/2000,783,737,2.96,NA
6/29/2000,629,751,2.69,NA
6/30/2000,420,806,2.27,NA
7/1/2000,353,857,2.11,NA
7/2/2000,340,853,2.06,NA
7/3/2000,230,638,1.78,NA
7/4/2000,142,162,1.5,NA
7/5/2000,366,803,2.08,NA
7/6/2000,742,752,2.81,NA
7/7/2000,602,750,2.53,NA
7/8/2000,423,807,2.17,NA
7/9/2000,483,788,2.3,NA
7/10/2000,629,730,2.55,NA
7/11/2000,629,719,2.54,NA
7/12/2000,679,738,2.64,NA
7/13/2000,594,805,2.44,NA
7/14/2000,332,802,1.92,NA
7/15/2000,407,795,2.08,NA
7/16/2000,511,751,2.32,NA
7/17/2000,635,749,2.58,NA
7/18/2000,981,736,3.17,NA
7/19/2000,1340,680,3.76,NA
7/20/2000,1240,650,3.63,NA
7/21/2000,1010,672,3.29,NA
7/22/2000,672,775,2.72,NA
7/23/2000,519,807,2.44,NA
7/24/2000,438,809,2.29,NA
7/25/2000,438,784,2.31,NA
7/26/2000,448,781,2.34,NA
7/27/2000,267,521,1.87,NA
7/28/2000,284,827,1.91,NA
7/29/2000,449,743,2.26,NA
7/30/2000,562,753,2.45,NA
7/31/2000,637,708,2.57,NA
8/1/2000,569,713,2.41,NA
8/2/2000,403,760,2.05,NA
8/3/2000,323,791,1.84,NA
8/4/2000,329,809,1.83,NA
8/5/2000,372,802,1.9,NA
8/6/2000,390,804,1.91,NA
8/7/2000,450,790,2,NA
8/8/2000,567,774,2.21,NA
8/9/2000,632,731,2.35,NA
8/10/2000,453,811,2.02,NA
8/11/2000,470,790,2.07,NA
8/12/2000,571,744,2.29,NA
8/13/2000,545,740,2.26,NA
8/14/2000,575,740,2.33,NA
8/15/2000,661,704,2.51,NA
8/16/2000,548,719,2.31,NA
8/17/2000,560,746,2.36,NA
8/18/2000,856,737,2.89,NA
8/19/2000,908,903,3.02,NA
8/20/2000,675,792,2.63,NA
8/21/2000,566,792,2.44,NA
8/22/2000,590,776,2.5,NA
8/23/2000,591,811,2.52,NA
8/24/2000,643,793,2.64,NA
8/25/2000,584,796,2.54,NA
8/26/2000,500,816,2.4,NA
8/27/2000,656,815,2.71,NA
8/28/2000,684,789,2.79,NA
8/29/2000,574,814,2.59,NA
8/30/2000,933,768,3.23,NA
8/31/2000,493,811,2.46,NA
9/1/2000,223,744,4.39,NA
9/2/2000,195,520,1.74,NA
9/3/2000,95,0,1.43,NA
9/4/2000,151,203,1.62,NA
9/5/2000,65,560,1.41,NA
9/6/2000,80,1120,1.36,NA
9/7/2000,166,1180,1.68,NA
9/8/2000,177,1200,1.72,NA
9/9/2000,164,1160,1.68,NA
9/10/2000,114,1100,1.53,NA
9/11/2000,242,1020,1.91,NA
9/12/2000,187,1060,1.76,NA
9/13/2000,113,1080,1.52,NA
9/14/2000,40,611,1.27,NA
9/15/2000,98,929,1.41,NA
9/16/2000,204,1410,1.79,NA
9/17/2000,183,1520,1.75,NA
9/18/2000,182,1520,1.75,NA
9/19/2000,176,1510,1.72,NA
9/20/2000,162,1520,1.68,NA
9/21/2000,140,1510,1.61,NA
9/22/2000,159,1530,1.68,NA
9/23/2000,161,1500,1.69,NA
9/24/2000,190,1490,1.78,NA
9/25/2000,145,1400,1.63,NA
9/26/2000,182,1320,1.76,NA
9/27/2000,151,1330,1.66,NA
9/28/2000,185,1400,1.77,NA
9/29/2000,205,1480,1.83,NA
9/30/2000,212,1530,1.85,NA
10/1/2000,249,1490,1.95,NA
10/2/2000,234,1480,1.91,NA
10/3/2000,175,1480,1.74,NA
10/4/2000,132,1500,1.6,NA
10/5/2000,147,1470,1.65,NA
10/6/2000,140,1480,1.25,NA
10/7/2000,165,1530,1.29,NA
10/8/2000,179,1440,1.76,NA
10/9/2000,180,1390,1.63,NA
10/10/2000,180,1370,1.46,NA
10/11/2000,185,1290,1.79,NA
10/12/2000,127,1250,1.59,NA
10/13/2000,89,1270,1.46,NA
10/14/2000,85,1280,1.36,NA
10/15/2000,90,894,1.23,NA
10/16/2000,91,1270,1.47,NA
10/17/2000,79,1230,1.41,NA
10/18/2000,80,1190,1.42,NA
10/19/2000,80,1170,1.37,NA
10/20/2000,77,1220,1.41,NA
10/21/2000,90,1200,1.33,NA
10/22/2000,110,1120,1.57,NA
10/23/2000,114,1060,1.56,NA
10/24/2000,96,1030,1.49,NA
10/25/2000,115,1040,1.57,NA
10/26/2000,120,1050,1.53,NA
10/27/2000,115,1070,1.46,NA
10/28/2000,124,1140,1.6,NA
10/29/2000,335,1100,2.18,NA
10/30/2000,410,1210,2.36,NA
10/31/2000,311,1180,2.15,NA
11/1/2000,269,1150,2.04,NA
11/2/2000,254,1150,2,NA
11/3/2000,232,1190,1.94,NA
11/4/2000,219,1230,1.9,NA
11/5/2000,315,1150,2.16,NA
11/6/2000,310,1090,1.25,NA
11/7/2000,300,1100,0.59,NA
11/8/2000,290,1150,0.61,NA
11/9/2000,285,1220,1.21,NA
11/10/2000,282,1260,2.07,NA
11/11/2000,282,1250,2.07,NA
11/12/2000,297,1250,2.11,NA
11/13/2000,354,1220,2.25,NA
11/14/2000,411,1190,2.37,NA
11/15/2000,635,1230,2.81,NA
11/16/2000,555,1230,2.66,NA
11/17/2000,475,1310,2.5,NA
11/18/2000,449,1340,2.44,NA
11/19/2000,436,1340,2.41,NA
11/20/2000,426,1340,2.39,NA
11/21/2000,420,1340,2.38,NA
11/22/2000,410,1330,2.39,NA
11/23/2000,405,NA,NA,NA
11/24/2000,400,1340,2.34,NA
11/25/2000,417,1350,2.37,NA
11/26/2000,428,1350,2.4,NA
11/27/2000,427,1340,2.39,NA
11/28/2000,420,1350,2.37,NA
11/29/2000,425,1350,2.38,NA
11/30/2000,412,1350,2.36,NA
12/1/2000,398,1340,2.32,NA
12/2/2000,432,1340,2.4,NA
12/3/2000,431,1340,2.39,NA
12/4/2000,429,1340,2.39,NA
12/5/2000,427,1360,2.38,NA
12/6/2000,424,1370,2.38,NA
12/7/2000,421,1370,2.36,NA
12/8/2000,430,1360,2.37,NA
12/9/2000,427,1370,2.36,NA
12/10/2000,419,1380,2.34,NA
12/11/2000,407,1420,2.3,NA
12/12/2000,450,1450,4.27,NA
12/13/2000,445,1440,2.92,NA
12/14/2000,439,1440,2.35,NA
12/15/2000,490,1340,2.45,NA
12/16/2000,466,1360,2.39,NA
12/17/2000,456,1390,2.36,NA
12/18/2000,462,1380,2.37,NA
12/19/2000,449,1410,2.34,NA
12/20/2000,486,1350,2.4,NA
12/21/2000,453,1400,2.33,NA
12/22/2000,465,1390,2.35,NA
12/23/2000,509,1340,2.43,NA
12/24/2000,495,1360,2.39,NA
12/25/2000,487,1360,2.38,NA
12/26/2000,534,1340,2.46,NA
12/27/2000,478,1360,2.34,NA
12/28/2000,523,1320,2.42,NA
12/29/2000,517,1330,2.41,NA
12/30/2000,512,1350,2.41,NA
12/31/2000,518,1330,2.43,NA
1/1/2001,497,1340,2.41,NA
1/2/2001,493,1330,2.42,NA
1/3/2001,480,1330,2.41,NA
1/4/2001,482,1330,2.43,NA
1/5/2001,477,1310,2.43,NA
1/6/2001,474,1320,2.44,NA
1/7/2001,483,1310,2.48,NA
1/8/2001,474,1320,2.47,NA
1/9/2001,296,1430,2.09,NA
1/10/2001,249,1490,2.02,NA
1/11/2001,248,1490,2,NA
1/12/2001,248,1490,2.01,NA
1/13/2001,244,1480,2.02,NA
1/14/2001,232,1490,2.01,NA
1/15/2001,225,1480,2,NA
1/16/2001,189,1500,1.92,NA
1/17/2001,200,1520,2.7,NA
1/18/2001,147,1610,1.81,NA
1/19/2001,370,1630,2.93,NA
1/20/2001,420,1460,3.87,NA
1/21/2001,380,1410,3.6,NA
1/22/2001,340,1410,3.29,NA
1/23/2001,310,1350,3.04,NA
1/24/2001,286,1400,2.21,NA
1/25/2001,259,1400,2.14,NA
1/26/2001,236,1430,2.08,NA
1/27/2001,224,1440,2.04,NA
1/28/2001,191,1520,1.95,NA
1/29/2001,186,1490,1.94,NA
1/30/2001,175,1520,1.9,NA
1/31/2001,169,1540,1.88,NA
2/1/2001,149,1420,1.82,NA
2/2/2001,164,1590,1.87,NA
2/3/2001,163,1570,1.86,NA
2/4/2001,162,1600,1.86,NA
2/5/2001,182,1570,1.92,NA
2/6/2001,190,1570,1.95,NA
2/7/2001,185,1590,1.94,NA
2/8/2001,200,1600,1.99,NA
2/9/2001,172,1690,1.9,NA
2/10/2001,161,1660,1.88,NA
2/11/2001,193,1570,1.97,NA
2/12/2001,205,1490,2.02,NA
2/13/2001,186,1520,1.97,NA
2/14/2001,182,1560,1.96,NA
2/15/2001,176,1570,1.95,NA
2/16/2001,163,1570,1.92,NA
2/17/2001,162,1570,1.91,NA
2/18/2001,161,1550,1.92,NA
2/19/2001,159,1550,1.91,NA
2/20/2001,148,1560,1.89,NA
2/21/2001,149,1580,1.89,NA
2/22/2001,149,1560,1.9,NA
2/23/2001,144,10500,82.6,NA
2/24/2001,139,1550,1.87,NA
2/25/2001,137,1550,1.87,NA
2/26/2001,128,1540,1.85,NA
2/27/2001,123,1560,1.84,NA
2/28/2001,130,1580,1.86,NA
3/1/2001,144,1530,1.9,NA
3/2/2001,232,1380,2.16,NA
3/3/2001,258,1300,2.23,NA
3/4/2001,266,1270,2.25,NA
3/5/2001,257,1270,2.22,NA
3/6/2001,254,1280,2.21,NA
3/7/2001,263,1290,2.22,NA
