date,q.arkcatco,ec.arkcatco,h.arkcatco,t.arkcatco
2/28/2003,75,1620,1.7,3.36
3/1/2003,81,1630,1.68,5.71
3/2/2003,73,1640,1.65,6.85
3/3/2003,58,1650,1.59,7.3
3/4/2003,26,1880,1.46,3.16
3/5/2003,24,1890,1.45,3.98
3/6/2003,33,1800,1.49,6.33
3/7/2003,34,1740,1.5,8.72
3/8/2003,27,1790,1.46,9.36
3/9/2003,27,1790,1.47,9.52
3/10/2003,29,1780,1.47,9.05
3/11/2003,29,1750,1.47,10.2
3/12/2003,22,1480,1.43,10.5
3/13/2003,15,1290,1.39,11.5
3/14/2003,62,1720,1.62,12.2
3/15/2003,97,1570,1.75,13.1
3/16/2003,148,1530,1.9,12.2
3/17/2003,152,1510,1.92,11.1
3/18/2003,166,1470,1.95,8.88
3/19/2003,218,1390,2.09,4.24
3/20/2003,244,1380,2.15,8.06
3/21/2003,248,1320,2.17,8.27
3/22/2003,231,1270,2.13,9.71
3/23/2003,218,1240,2.11,12.3
3/24/2003,174,1240,2,12.6
3/25/2003,159,1210,1.97,13.2
3/26/2003,142,1270,1.93,13
3/27/2003,136,1210,1.91,10.3
3/28/2003,120,1270,1.87,6.8
3/29/2003,147,1290,1.94,7.66
3/30/2003,143,1320,1.93,9.79
3/31/2003,118,1320,1.86,12.9
4/1/2003,87,1330,1.76,14.6
4/2/2003,101,1380,1.8,13.6
4/3/2003,188,1400,2.04,11.9
4/4/2003,265,1280,2.23,12
4/5/2003,317,1230,2.34,10.5
4/6/2003,370,1200,2.42,9.23
4/7/2003,416,1140,2.5,8.41
4/8/2003,396,1100,2.47,9.92
4/9/2003,365,1080,2.42,13
4/10/2003,324,1130,2.34,15.1
4/11/2003,378,1190,2.44,15.7
4/12/2003,356,1180,2.4,16
4/13/2003,328,1200,2.35,16.8
4/14/2003,297,1220,2.29,17.2
4/15/2003,276,1140,-39.48,-27.1
4/16/2003,260,1210,2.22,14.4
4/17/2003,231,1240,2.16,15.6
4/18/2003,239,1260,2.18,14.9
4/19/2003,315,1120,2.34,10.8
4/20/2003,384,1100,2.48,12.6
4/21/2003,390,1150,2.49,15.8
4/22/2003,420,1220,2.57,16
4/23/2003,363,1250,2.48,13.2
4/24/2003,411,1250,2.57,10.9
4/25/2003,531,1180,2.78,13.6
4/26/2003,597,1120,2.91,15.6
4/27/2003,468,1180,2.69,16.7
4/28/2003,356,1280,2.51,17.3
4/29/2003,305,1310,2.41,18
4/30/2003,278,1330,2.26,17.9
5/1/2003,261,1980,2.12,15.8
5/2/2003,334,1250,2.28,15
5/3/2003,319,1230,2.27,16.2
5/4/2003,281,1270,2.2,14.6
5/5/2003,264,1270,2.18,16.9
5/6/2003,255,1270,2.17,17.1
5/7/2003,283,1250,2.25,16.7
5/8/2003,282,1240,2.26,16.2
5/9/2003,246,1260,2.21,12.2
5/10/2003,166,NA,NA,NA
5/11/2003,113,NA,NA,NA
5/12/2003,111,1440,1.9,20.7
5/13/2003,93,1470,1.85,16.4
5/14/2003,73,1510,1.8,18.5
5/15/2003,77,1320,1.81,18.2
5/16/2003,121,1100,1.93,18.7
5/17/2003,320,1060,2.37,20.4
5/18/2003,306,1040,2.36,19
5/19/2003,368,983,2.48,18.1
5/20/2003,347,973,2.44,16.7
5/21/2003,389,940,2.47,18.2
5/22/2003,548,908,2.74,20
5/23/2003,709,868,3.01,21.3
5/24/2003,804,883,3.14,21
5/25/2003,979,831,3.36,19.8
5/26/2003,1300,815,3.77,19.3
5/27/2003,1650,806,4.17,19.7
5/28/2003,1550,782,4.06,21.5
5/29/2003,1510,781,4.01,22
5/30/2003,1640,771,4.12,21.5
5/31/2003,1970,757,4.4,20.3
6/1/2003,1910,771,4.35,19.4
6/2/2003,2560,676,4.85,19.3
6/3/2003,3150,747,5.29,19.4
6/4/2003,3230,648,5.35,19
6/5/2003,2870,624,5.09,17.3
6/6/2003,2350,624,4.7,17.3
6/7/2003,1110,663,3.4,17.7
6/8/2003,813,547,2.98,18.2
6/9/2003,1170,702,3.58,20
6/10/2003,927,722,3.22,20.3
6/11/2003,961,702,3.26,21
6/12/2003,1090,728,3.45,21.2
6/13/2003,1270,648,3.74,20.8
6/14/2003,1410,646,3.89,20.2
6/15/2003,1420,646,3.92,21
6/16/2003,1480,636,3.98,21.7
6/17/2003,1400,623,3.9,21.6
6/18/2003,1760,598,4.23,20.8
6/19/2003,1460,648,3.92,20.3
6/20/2003,1240,634,3.69,21.2
6/21/2003,1950,631,4.37,20.2
6/22/2003,1370,643,3.85,20.8
6/23/2003,1340,637,3.82,22.1
6/24/2003,1100,621,3.49,22.1
6/25/2003,966,633,3.28,21.3
6/26/2003,856,651,3.09,21.8
6/27/2003,787,673,2.97,22.6
6/28/2003,763,687,2.93,23.2
6/29/2003,688,697,2.8,22.5
6/30/2003,651,697,2.73,23.5
7/1/2003,682,707,2.79,24.5
7/2/2003,591,704,2.62,25.4
7/3/2003,522,706,2.48,25.9
7/4/2003,393,733,2.21,25.9
7/5/2003,329,763,2.08,25.8
7/6/2003,320,758,2.06,24.2
7/7/2003,350,712,2.12,23.8
7/8/2003,343,697,2.11,24.7
7/9/2003,341,693,2.1,24.7
7/10/2003,336,692,2.09,25.3
7/11/2003,323,694,2.06,25.6
7/12/2003,292,703,1.99,24.9
7/13/2003,237,768,1.86,25.5
7/14/2003,254,795,1.9,24.7
7/15/2003,265,805,1.93,24.9
7/16/2003,238,807,1.86,24.9
7/17/2003,198,844,1.76,26.1
7/18/2003,167,736,1.67,25.2
7/19/2003,162,586,1.65,25.8
7/20/2003,214,976,1.8,25.2
7/21/2003,310,1000,2.02,25.4
7/22/2003,338,1020,2.1,25.1
7/23/2003,270,1100,1.94,25.5
7/24/2003,241,1120,1.87,25.9
7/25/2003,230,1130,1.84,26.3
7/26/2003,187,1160,1.73,26.2
7/27/2003,165,1190,1.67,23.9
7/28/2003,155,860,1.63,22.5
7/29/2003,888,1180,2.82,19.9
7/30/2003,332,1370,2.07,23
7/31/2003,400,1090,2.22,24.1
8/1/2003,319,1130,2.05,23.8
8/2/2003,234,1180,1.85,24.5
8/3/2003,150,583,1.61,24.8
8/4/2003,71,3.65,1.36,25.1
8/5/2003,75,565,1.38,24.4
8/6/2003,78,926,1.39,26
8/7/2003,71,967,1.36,26
8/8/2003,71,971,1.36,24.7
8/9/2003,319,1100,1.92,23.3
8/10/2003,253,1160,1.89,23.9
8/11/2003,207,1300,1.78,24.4
8/12/2003,139,1380,1.59,23.5
8/13/2003,125,1390,1.54,22.5
8/14/2003,112,1400,1.5,21.9
8/15/2003,100,1440,1.46,21.6
8/16/2003,95,1460,1.44,21.9
8/17/2003,97,1450,1.45,22.8
8/18/2003,96,1470,1.44,22.8
8/19/2003,96,1460,1.44,23.3
8/20/2003,175,1310,1.71,24.4
8/21/2003,97,1370,1.54,23.7
8/22/2003,69,1430,1.45,23.1
8/23/2003,58,1470,1.42,22.9
8/24/2003,46,1480,1.37,23.1
8/25/2003,49,1420,1.39,23.3
8/26/2003,39,1470,1.35,23.5
8/27/2003,59,1400,1.43,23.9
8/28/2003,90,1310,1.54,22.6
8/29/2003,95,1310,1.56,20.8
8/30/2003,132,1240,1.67,19.6
8/31/2003,310,1160,2.08,19.6
9/1/2003,512,1030,2.45,20.6
9/2/2003,326,950,2.13,21.9
9/3/2003,318,1040,2.12,21.4
9/4/2003,268,1140,2.02,21.3
9/5/2003,217,1200,1.91,22.8
9/6/2003,205,1220,1.88,20.7
9/7/2003,192,1200,1.85,20
9/8/2003,187,1180,1.84,20.9
9/9/2003,213,1150,1.9,20
9/10/2003,242,1120,1.97,18.3
9/11/2003,270,1110,2.03,17.8
9/12/2003,304,1070,2.1,18.7
9/13/2003,312,1040,2.12,15.5
9/14/2003,313,988,2.12,15.3
9/15/2003,245,982,1.97,17.5
9/16/2003,246,988,1.97,18.5
9/17/2003,239,990,1.96,16.9
9/18/2003,247,1030,1.98,14.5
9/19/2003,205,1030,-42.6,-29.9
9/20/2003,154,1230,1.75,16.6
9/21/2003,135,1270,1.7,17.6
9/22/2003,134,1260,1.7,17
9/23/2003,127,1260,1.68,17.9
9/24/2003,119,1280,1.65,17.1
9/25/2003,106,1300,1.61,17.1
9/26/2003,96,1340,1.58,17.5
9/27/2003,88,1350,1.56,16.9
9/28/2003,78,1400,1.53,16
9/29/2003,68,1440,1.5,15.7
9/30/2003,57,1470,1.47,13.7
10/1/2003,69,1460,1.51,14.3
10/2/2003,73,1420,1.54,14.9
10/3/2003,74,1430,1.54,15.6
10/4/2003,73,1440,1.54,15.9
10/5/2003,78,1430,1.57,15.4
10/6/2003,100,1420,1.64,15.9
10/7/2003,116,1360,1.7,15.7
10/8/2003,122,1350,1.71,16.7
10/9/2003,126,1330,1.7,16.4
10/10/2003,119,1330,1.68,16.7
10/11/2003,118,1350,1.67,15.1
10/12/2003,105,1360,1.63,14.3
10/13/2003,104,1390,1.63,13.6
10/14/2003,99,1410,1.6,11.6
10/15/2003,98,1430,1.6,11.4
10/16/2003,100,1440,1.6,11.4
10/17/2003,101,1440,1.6,12.2
10/18/2003,101,1430,1.59,13.8
10/19/2003,100,1440,1.59,14.5
10/20/2003,101,1430,1.59,13.7
10/21/2003,102,1430,1.58,13.5
10/22/2003,100,1420,1.58,13.8
10/23/2003,111,1400,1.61,14.2
10/24/2003,125,1370,1.65,12.6
10/25/2003,136,1360,1.68,9.78
10/26/2003,153,1340,1.73,8.33
10/27/2003,159,1340,1.75,10.5
10/28/2003,175,1310,1.79,11.4
10/29/2003,162,1340,1.75,11.9
10/30/2003,164,1350,1.76,9.75
10/31/2003,170,1380,1.77,6.11
11/1/2003,160,1370,1.75,6.4
11/2/2003,168,1350,1.77,8.01
11/3/2003,175,1360,1.8,8.21
11/4/2003,201,1330,1.86,7.46
11/5/2003,195,1260,1.89,6.59
11/6/2003,190,1180,1.87,6.18
11/7/2003,184,1170,1.82,6.62
11/8/2003,183,1190,1.82,7.29
11/9/2003,168,1180,1.78,7.25
11/10/2003,142,1190,1.71,7.54
11/11/2003,153,1210,1.74,8.4
11/12/2003,187,1230,1.83,6.69
11/13/2003,196,1230,1.85,7.22
11/14/2003,216,1350,1.89,7.54
11/15/2003,307,1220,2.08,7.04
11/16/2003,80,1390,1.52,6.85
11/17/2003,49,1570,1.41,7.12
11/18/2003,29,1650,1.32,6.18
11/19/2003,25,1680,1.31,7.16
11/20/2003,28,1680,1.33,7.8
11/21/2003,36,1660,1.37,6.77
11/22/2003,33,1690,1.36,3.55
11/23/2003,30,1700,1.42,1.75
11/24/2003,25,1580,1.56,1.34
11/25/2003,30,1510,1.64,2.25
11/26/2003,35,1600,1.46,3.48
11/27/2003,40,1630,1.44,4.66
11/28/2003,35,1670,1.43,3.48
11/29/2003,40,1620,1.44,5.59
11/30/2003,38,1630,1.4,7.53
12/1/2003,30,1640,1.36,6.83
12/2/2003,31,1660,1.36,6.73
12/3/2003,29,1670,1.36,6.62
12/4/2003,30,1660,1.36,5.79
12/5/2003,28,1660,1.35,5.86
12/6/2003,30,1680,1.36,5.41
12/7/2003,31,1690,1.37,6.81
12/8/2003,33,1700,1.38,6.24
12/9/2003,34,1710,1.38,4.85
12/10/2003,34,1700,1.38,3.76
12/11/2003,32,1700,1.46,3.09
12/12/2003,30,1560,1.62,1.72
12/13/2003,30,1630,1.53,1.73
12/14/2003,32,1600,1.58,3.51
12/15/2003,34,1600,1.56,2.39
12/16/2003,34,1700,1.47,1.4
12/17/2003,33,1690,1.46,2.82
12/18/2003,32,1730,1.38,3.47
12/19/2003,34,1750,1.41,3.33
12/20/2003,32,1600,1.54,3.3
12/21/2003,32,1610,1.51,5.46
12/22/2003,29,1730,1.37,4.98
12/23/2003,26,1620,1.35,-38.2
12/24/2003,28,1720,1.36,3.46
12/25/2003,30,1690,1.39,3.67
12/26/2003,30,1680,1.38,4.12
12/27/2003,22,1740,1.33,2.89
12/28/2003,22,1780,1.33,2.15
12/29/2003,25,1720,1.46,1.54
12/30/2003,28,1650,1.51,3.28
12/31/2003,32,1690,1.37,4.17
1/1/2004,26,1720,1.33,4.81
1/2/2004,23,1710,1.31,5.74
1/3/2004,23,1720,1.31,4.82
1/4/2004,23,1770,1.32,3.31
1/5/2004,22,1810,1.3,1.21
1/6/2004,22,1800,1.32,1.65
1/7/2004,26,1740,1.46,2.23
1/8/2004,26,1660,1.52,2.26
1/9/2004,28,1680,1.39,3.4
1/10/2004,28,1740,1.34,4.2
1/11/2004,30,1730,1.33,4.74
1/12/2004,30,1750,1.33,4.62
1/13/2004,28,1750,1.32,4.09
1/14/2004,28,1750,1.32,4.19
1/15/2004,29,1740,1.33,4.61
1/16/2004,29,1730,1.33,5.81
1/17/2004,28,1720,1.32,6.49
1/18/2004,28,1720,1.32,4.45
1/19/2004,27,1700,1.32,5.07
1/20/2004,28,1680,1.33,5.16
1/21/2004,29,1690,1.33,5.82
1/22/2004,29,1680,1.33,4.7
1/23/2004,29,1660,1.34,4.79
1/24/2004,29,1640,1.34,5.17
1/25/2004,30,1620,1.35,5.15
1/26/2004,28,1620,1.38,2.51
1/27/2004,26,1620,1.38,1.74
1/28/2004,27,1630,1.37,3.45
1/29/2004,30,1620,1.39,4.11
1/30/2004,29,1620,1.36,5.65
1/31/2004,26,1610,1.34,5.81
2/1/2004,25,1610,1.34,5.45
2/2/2004,22,1620,1.33,4.62
2/3/2004,23,1620,1.33,4.66
2/4/2004,25,1620,1.34,5.55
2/5/2004,29,1620,1.37,4.95
2/6/2004,28,1620,1.36,4.59
2/7/2004,26,1630,1.37,4.29
2/8/2004,25,1630,1.35,4.67
2/9/2004,22,1640,1.33,4.65
2/10/2004,20,1640,1.32,5.21
2/11/2004,22,1610,1.38,3.25
2/12/2004,22,1650,1.39,2.1
2/13/2004,21,1590,1.43,2.21
2/14/2004,20,1580,1.53,3.54
2/15/2004,23,1550,1.53,3.51
2/16/2004,28,1590,1.46,5.17
2/17/2004,33,1660,1.37,6.07
2/18/2004,30,1640,1.36,7
2/19/2004,26,1620,1.34,6.49
2/20/2004,29,1610,1.35,7.87
2/21/2004,24,1600,1.33,7.26
2/22/2004,24,1620,1.33,7.48
2/23/2004,23,1610,1.32,6.94
2/24/2004,24,1610,1.33,6.45
2/25/2004,24,1620,1.33,7
2/26/2004,24,1620,1.33,7.29
2/27/2004,23,1610,1.32,8.37
2/28/2004,23,1610,1.32,9.1
2/29/2004,26,1610,1.34,6.49
3/1/2004,25,1610,1.33,7.54
3/2/2004,25,1620,1.33,7.57
3/3/2004,26,1610,1.34,7.85
3/4/2004,28,1590,1.35,7.56
3/5/2004,32,1560,1.37,7.16
3/6/2004,21,1470,1.3,7.58
3/7/2004,29,1590,1.35,8.26
3/8/2004,33,1600,1.36,9.18
3/9/2004,29,1590,1.34,9.91
3/10/2004,29,1590,1.34,9.21
3/11/2004,28,1590,1.34,9.82
3/12/2004,31,1600,1.35,9.83
3/13/2004,43,1600,1.41,9.66
3/14/2004,28,1600,1.34,10.4
3/15/2004,91,1550,1.57,10.3
3/16/2004,306,1210,2.1,10.9
3/17/2004,267,1230,2.03,11.5
3/18/2004,258,1170,2.01,12.3
3/19/2004,255,1230,2,13.1
3/20/2004,349,1260,2.19,12.7
3/21/2004,405,1170,2.3,12.3
3/22/2004,422,1150,2.32,13.4
3/23/2004,424,1140,2.33,14.4
3/24/2004,316,1200,2.13,15
3/25/2004,265,1270,2.03,15.2
3/26/2004,241,1270,1.97,15.4
3/27/2004,252,1230,2,12.6
3/28/2004,252,1180,2,11.1
3/29/2004,241,1190,1.99,11.5
3/30/2004,233,1190,1.97,12.8
3/31/2004,216,1190,1.93,13.4
4/1/2004,214,1190,1.92,14.2
4/2/2004,231,1270,1.96,13.4
4/3/2004,257,1290,2.02,10.9
4/4/2004,282,1250,2.07,10.6
4/5/2004,250,1170,2.09,9.28
4/6/2004,245,1180,1.98,14.6
4/7/2004,241,1180,1.99,14.1
4/8/2004,236,1150,1.97,13.5
4/9/2004,260,1100,2.03,11.6
4/10/2004,501,961,2.52,8.53
4/11/2004,387,1020,2.3,9.06
4/12/2004,398,1040,2.33,10.2
4/13/2004,356,1030,2.25,12.2
4/14/2004,298,1040,2.12,14.7
4/15/2004,202,1090,1.89,15.4
4/16/2004,244,1100,2,16.2
4/17/2004,244,1100,2,16.7
4/18/2004,181,1070,1.84,14.4
4/19/2004,199,1170,1.89,14
4/20/2004,192,1140,1.87,14.4
4/21/2004,204,1150,1.9,13.5
4/22/2004,225,1190,1.95,11.9
4/23/2004,401,1070,2.31,7.66
4/24/2004,1140,1140,3.54,8.6
4/25/2004,815,1160,3.05,11.5
4/26/2004,651,1130,2.79,12.9
4/27/2004,775,1040,2.98,15.5
4/28/2004,687,966,2.85,16.8
4/29/2004,826,837,3.07,14.4
4/30/2004,870,794,3.14,10.4
5/1/2004,824,794,3.06,11.2
5/2/2004,713,855,2.89,14.8
5/3/2004,750,828,2.95,17.4
5/4/2004,723,811,2.91,18.9
5/5/2004,687,827,2.85,19.5
5/6/2004,692,863,2.86,20.1
5/7/2004,655,856,2.8,20.3
5/8/2004,668,850,2.82,20.6
5/9/2004,836,821,3.08,20.6
5/10/2004,828,813,3.07,20.8
5/11/2004,824,823,3.07,19.9
5/12/2004,922,814,3.22,17.6
5/13/2004,1120,783,3.5,14.5
5/14/2004,1250,758,3.69,14.4
5/15/2004,1230,768,3.67,15.7
5/16/2004,950,800,3.26,17.1
5/17/2004,787,834,3.01,18.4
5/18/2004,962,824,3.28,19.6
5/19/2004,918,820,3.21,20.5
5/20/2004,921,826,3.22,20.2
5/21/2004,981,832,3.3,20.2
5/22/2004,1230,778,3.66,19.2
5/23/2004,1260,760,3.71,18.5
5/24/2004,1030,766,3.38,17.7
5/25/2004,758,810,2.96,17.6
5/26/2004,725,822,2.91,18.8
5/27/2004,869,795,3.14,20
5/28/2004,1060,754,3.42,20.3
5/29/2004,1020,751,3.37,19.8
5/30/2004,864,762,3.13,18.5
5/31/2004,742,789,2.94,18.1
6/1/2004,723,779,2.91,19.8
6/2/2004,645,792,2.78,20.4
6/3/2004,651,787,2.79,20.6
6/4/2004,681,796,2.84,21.5
6/5/2004,650,808,2.79,21.9
6/6/2004,655,812,2.8,22.8
6/7/2004,759,788,2.96,23.9
6/8/2004,1100,752,3.46,23.1
6/9/2004,1510,691,4.01,21.5
6/10/2004,1470,678,3.97,20.8
6/11/2004,1390,680,3.88,20.2
6/12/2004,1460,654,3.96,20.7
6/13/2004,1440,639,3.93,20.9
6/14/2004,1170,632,3.6,22.3
6/15/2004,800,645,3.07,22.6
6/16/2004,501,729,2.58,20.5
6/17/2004,732,724,2.97,19.1
6/18/2004,835,708,3.13,18.7
6/19/2004,982,739,3.35,17.4
6/20/2004,1030,683,3.42,20.1
6/21/2004,911,703,3.25,19.2
6/22/2004,698,689,2.92,18.5
6/23/2004,474,755,2.54,21.2
6/24/2004,429,755,2.46,21.9
6/25/2004,359,754,2.32,21.3
6/26/2004,344,768,2.27,22.1
6/27/2004,399,770,2.38,21.2
6/28/2004,911,741,3.21,19.9
6/29/2004,1140,696,3.55,20.9
6/30/2004,648,722,2.85,21.2
7/1/2004,915,724,3.25,21.3
7/2/2004,912,714,3.25,23.7
7/3/2004,741,704,2.99,23.3
7/4/2004,554,713,2.69,22.3
7/5/2004,435,730,2.47,21.8
7/6/2004,405,753,2.41,22.7
7/7/2004,293,794,2.16,23.7
7/8/2004,250,871,2.03,24.2
7/9/2004,227,880,1.97,24.2
7/10/2004,179,270,1.82,23.5
7/11/2004,315,493,2.12,23.6
7/12/2004,303,782,2.17,26.3
7/13/2004,289,972,2.14,25.9
7/14/2004,312,1060,2.21,25.5
7/15/2004,312,1070,2.21,26.2
7/16/2004,301,1040,2.18,24.4
7/17/2004,596,918,2.64,22.6
7/18/2004,3040,782,5.4,21.9
7/19/2004,638,938,2.73,24.7
7/20/2004,398,1010,2.31,25.2
7/21/2004,701,858,2.93,25.9
7/22/2004,727,842,2.97,24.4
7/23/2004,922,855,3.25,21.7
7/24/2004,779,783,3.05,18.9
7/25/2004,1310,727,3.75,19.1
7/26/2004,886,754,3.21,20.7
7/27/2004,775,799,3.04,21.9
7/28/2004,666,831,2.87,21.9
7/29/2004,691,763,2.89,21.6
7/30/2004,507,562,2.6,22.2
7/31/2004,535,817,2.65,22.7
8/1/2004,452,802,2.5,24.3
8/2/2004,377,843,2.35,24.6
8/3/2004,376,827,2.35,25.4
8/4/2004,400,813,2.4,25.1
8/5/2004,383,815,2.37,24
8/6/2004,513,791,2.57,23.9
8/7/2004,706,800,2.9,24
8/8/2004,357,905,2.29,22.7
8/9/2004,108,1130,1.57,24.3
8/10/2004,146,1000,1.69,23.2
8/11/2004,256,956,2.05,20.6
8/12/2004,122,1060,1.62,20.4
8/13/2004,86,1280,1.49,20.2
8/14/2004,117,1130,1.59,20.3
8/15/2004,289,971,2.14,22.3
8/16/2004,298,941,2.17,23
8/17/2004,333,976,2.25,22.9
8/18/2004,276,1100,2.11,21.1
8/19/2004,644,1010,2.77,17.1
8/20/2004,1370,802,3.79,18.8
8/21/2004,339,814,2.27,22.1
8/22/2004,238,869,2.05,22.8
8/23/2004,654,902,2.82,22
8/24/2004,411,884,2.42,21.5
8/25/2004,291,904,2.18,21.5
8/26/2004,226,944,2.03,21.4
8/27/2004,219,947,2.01,19.7
8/28/2004,211,956,1.98,19.8
8/29/2004,163,1030,1.86,21
8/30/2004,160,1020,1.85,21
8/31/2004,111,1130,1.7,20.8
9/1/2004,57,147,1.52,18.8
9/2/2004,77,673,1.58,19.3
9/3/2004,153,1190,1.82,21.2
9/4/2004,194,1230,1.94,20.6
9/5/2004,199,1230,1.96,19.9
9/6/2004,188,1260,1.92,19.4
9/7/2004,198,1180,1.95,19.7
9/8/2004,185,1140,1.91,20.6
9/9/2004,167,1130,1.87,21.8
9/10/2004,174,1150,1.88,20.7
9/11/2004,165,1160,1.86,20.6
9/12/2004,151,1240,1.82,20.7
9/13/2004,126,1280,1.74,21
9/14/2004,133,1280,1.76,20.7
9/15/2004,117,1310,1.72,19.1
9/16/2004,116,1320,1.71,18.5
9/17/2004,114,1290,1.71,19.5
9/18/2004,105,1290,1.68,19.2
9/19/2004,101,1300,1.67,19.3
9/20/2004,101,1290,1.67,20.8
9/21/2004,96,1320,1.66,15.1
9/22/2004,129,1250,1.75,13.5
9/23/2004,143,1220,1.79,14.6
9/24/2004,191,1180,1.93,17
9/25/2004,180,1140,1.9,17.3
9/26/2004,169,1100,1.87,17.8
9/27/2004,170,1170,1.88,17.6
9/28/2004,151,1220,1.82,16.4
9/29/2004,167,1210,1.87,17.2
9/30/2004,195,1180,1.94,17.1
10/1/2004,205,1190,1.97,13.6
10/2/2004,212,1180,1.99,14.5
10/3/2004,213,1050,2,15.5
10/4/2004,243,819,2.07,16.3
10/5/2004,269,799,2.13,14.8
10/6/2004,193,849,1.95,15
10/7/2004,179,875,1.92,16.2
10/8/2004,183,873,1.93,15.6
10/9/2004,164,948,1.88,13.9
10/10/2004,185,1060,1.93,14
10/11/2004,188,1070,1.94,13.7
10/12/2004,196,1060,1.96,13.7
10/13/2004,198,1070,1.97,12.2
10/14/2004,187,1110,1.94,10.1
10/15/2004,166,1120,1.87,11.9
10/16/2004,178,1090,1.9,13.5
10/17/2004,172,1040,1.89,12.5
10/18/2004,195,1020,1.94,12.4
10/19/2004,194,1020,1.94,12.7
10/20/2004,173,1040,1.89,13.3
10/21/2004,162,1080,1.86,12.9
10/22/2004,162,1090,1.86,11.7
10/23/2004,190,1070,1.93,9.82
10/24/2004,173,1070,1.89,9.83
10/25/2004,147,1050,1.82,10.1
10/26/2004,152,1060,1.84,11
10/27/2004,124,1070,1.76,13
10/28/2004,74,1060,1.59,13.5
10/29/2004,67,1080,1.58,10.8
10/30/2004,93,1040,1.66,8.86
10/31/2004,98,1030,1.69,8.65
11/1/2004,108,1040,1.72,5.24
11/2/2004,106,1050,1.71,3.85
11/3/2004,166,1020,1.88,4.96
11/4/2004,212,999,2,7.04
11/5/2004,262,982,2.12,7.44
11/6/2004,274,992,2.15,7.94
11/7/2004,265,1000,2.13,8.12
11/8/2004,261,1000,2.12,8.93
11/9/2004,258,978,2.11,9.69
11/10/2004,238,977,2.08,7.97
11/11/2004,243,999,2.09,6.31
11/12/2004,275,991,2.16,5.16
11/13/2004,254,984,2.11,4.69
11/14/2004,327,987,2.26,5.02
11/15/2004,574,1050,2.7,6.85
11/16/2004,511,1080,2.59,7.54
11/17/2004,202,1280,1.98,8.26
11/18/2004,143,1390,1.84,8.79
11/19/2004,126,1430,1.79,7.79
11/20/2004,119,1480,1.77,5.26
11/21/2004,126,1470,1.79,4.81
11/22/2004,118,1500,1.77,6.62
11/23/2004,108,1530,1.74,5.16
11/24/2004,95,1560,1.7,4.94
11/25/2004,85,1580,1.67,5.55
11/26/2004,81,1570,1.66,6.26
11/27/2004,82,1590,1.66,4.31
11/28/2004,85,1620,1.67,3.2
11/29/2004,85,1630,1.67,1.82
11/30/2004,75,1560,1.66,0.038
12/1/2004,76,1660,1.68,0.7
12/2/2004,75,1660,1.65,0.969
12/3/2004,74,1710,1.64,1.11
12/4/2004,73,1710,1.63,1.74
12/5/2004,77,1610,1.64,3.88
12/6/2004,72,1650,1.63,3.14
12/7/2004,74,1660,1.63,2.69
12/8/2004,76,1630,1.64,4.05
12/9/2004,75,1640,1.64,5.09
12/10/2004,78,1650,1.65,4.55
12/11/2004,81,1630,1.66,5.84
12/12/2004,75,1630,1.65,6.41
12/13/2004,72,1640,1.65,4.81
12/14/2004,75,1650,1.67,3.26
12/15/2004,71,1650,1.66,3.41
12/16/2004,67,1640,1.66,4.85
12/17/2004,64,1670,1.65,2.75
12/18/2004,63,1640,1.66,2.93
12/19/2004,67,1650,1.68,2.69
12/20/2004,65,1630,1.68,3.71
12/21/2004,58,1670,1.67,1.9
12/22/2004,55,1640,1.71,1.08
12/23/2004,50,1700,1.7,-0.07
12/24/2004,50,1890,1.87,-0.03
12/25/2004,65,1810,1.89,0.027
12/26/2004,75,1640,1.95,0.031
12/27/2004,75,1560,2.04,0.198
12/28/2004,80,1510,2.02,0.935
12/29/2004,99,1530,1.83,2.47
12/30/2004,99,1580,1.77,4.92
12/31/2004,110,1590,1.81,2.66
1/1/2005,98,1590,1.77,2.92
1/2/2005,96,1610,1.76,2.32
1/3/2005,93,1610,1.75,2.38
1/4/2005,93,1620,1.76,1.69
1/5/2005,90,1680,1.76,-0.07
1/6/2005,55,1440,1.63,-0.57
1/7/2005,50,1810,1.76,0.015
1/8/2005,45,1670,1.9,0.01
1/9/2005,45,1400,2.17,0.892
1/10/2005,60,1490,1.88,2.24
1/11/2005,70,1560,1.83,2.49
1/12/2005,80,1590,1.84,0.502
1/13/2005,90,1740,1.75,0.127
1/14/2005,75,1730,1.7,0.171
1/15/2005,70,1730,1.86,0.117
1/16/2005,75,1770,2.13,-0.01
1/17/2005,80,1760,2.3,-0.04
1/18/2005,90,1580,2.3,0.692
1/19/2005,100,1620,1.8,2.47
1/20/2005,106,1660,1.78,4.38
1/21/2005,99,1660,1.75,5.24
1/22/2005,88,1670,1.72,5.04
1/23/2005,82,1700,1.7,4.34
1/24/2005,64,1720,1.64,5.76
1/25/2005,28,1540,1.49,5.36
1/26/2005,29,1510,1.49,5.15
1/27/2005,31,1610,1.51,7.19
1/28/2005,27,1200,1.48,5.63
1/29/2005,23,1190,1.46,7.34
1/30/2005,27,1670,1.48,5.12
1/31/2005,29,1660,1.48,5.21
2/1/2005,28,1690,1.48,4.93
2/2/2005,37,1660,1.52,5.07
2/3/2005,34,1660,1.51,5.57
2/4/2005,31,1650,1.5,5.99
2/5/2005,30,1630,1.49,6.44
2/6/2005,32,1630,1.5,6.03
