agency,site,date,q.timswico,check
USGS,7121500,2/12/2005,6.4,A
USGS,7121500,2/13/2005,6.2,A
USGS,7121500,2/14/2005,5.9,A
USGS,7121500,2/15/2005,5.9,A
USGS,7121500,2/16/2005,6,A
USGS,7121500,2/17/2005,6.1,A
USGS,7121500,2/18/2005,6,A
USGS,7121500,2/19/2005,6.5,A
USGS,7121500,2/20/2005,6.9,A
USGS,7121500,2/21/2005,6.8,A
USGS,7121500,2/22/2005,7.1,A
USGS,7121500,2/23/2005,20,A
USGS,7121500,2/24/2005,9.2,A
USGS,7121500,2/25/2005,7.9,A
USGS,7121500,2/26/2005,11,A
USGS,7121500,2/27/2005,10,A
USGS,7121500,2/28/2005,10,A
USGS,7121500,3/1/2005,11,A
USGS,7121500,3/2/2005,12,A
USGS,7121500,3/3/2005,9.9,A
USGS,7121500,3/4/2005,10,A
USGS,7121500,3/5/2005,10,A
USGS,7121500,3/6/2005,10,A
USGS,7121500,3/7/2005,9.8,A
USGS,7121500,3/8/2005,9.4,A
USGS,7121500,3/9/2005,9.5,A
USGS,7121500,3/10/2005,9.6,A
USGS,7121500,3/11/2005,8.8,A
USGS,7121500,3/12/2005,8.7,A
USGS,7121500,3/13/2005,9.5,A
USGS,7121500,3/14/2005,12,A
USGS,7121500,3/15/2005,14,A
USGS,7121500,3/16/2005,13,A
USGS,7121500,3/17/2005,14,A
USGS,7121500,3/18/2005,22,A
USGS,7121500,3/19/2005,22,A
USGS,7121500,3/20/2005,38,A
USGS,7121500,3/21/2005,41,A
USGS,7121500,3/22/2005,44,A
USGS,7121500,3/23/2005,38,A
USGS,7121500,3/24/2005,38,A
USGS,7121500,3/25/2005,39,A
USGS,7121500,3/26/2005,50,A
USGS,7121500,3/27/2005,59,A
USGS,7121500,3/28/2005,59,A
USGS,7121500,3/29/2005,57,A
USGS,7121500,3/30/2005,46,A
USGS,7121500,3/31/2005,90,A
USGS,7121500,4/1/2005,70,A
USGS,7121500,4/2/2005,47,A
USGS,7121500,4/3/2005,46,A
USGS,7121500,4/4/2005,47,A
USGS,7121500,4/5/2005,68,A
USGS,7121500,4/6/2005,719,A
USGS,7121500,4/7/2005,140,A
USGS,7121500,4/8/2005,112,A
USGS,7121500,4/9/2005,93,A
USGS,7121500,4/10/2005,73,A
USGS,7121500,4/11/2005,110,A
USGS,7121500,4/12/2005,117,A
USGS,7121500,4/13/2005,286,A
USGS,7121500,4/14/2005,183,A
USGS,7121500,4/15/2005,104,A
USGS,7121500,4/16/2005,80,A
USGS,7121500,4/17/2005,74,A
USGS,7121500,4/18/2005,70,A
USGS,7121500,4/19/2005,71,A
USGS,7121500,4/20/2005,73,A
USGS,7121500,4/21/2005,78,A
USGS,7121500,4/22/2005,76,A
USGS,7121500,4/23/2005,74,A
USGS,7121500,4/24/2005,79,A
USGS,7121500,4/25/2005,81,A
USGS,7121500,4/26/2005,77,A
USGS,7121500,4/27/2005,75,A
USGS,7121500,4/28/2005,74,A
USGS,7121500,4/29/2005,78,A
USGS,7121500,4/30/2005,90,A
USGS,7121500,5/1/2005,98,A
USGS,7121500,5/2/2005,94,A
USGS,7121500,5/3/2005,96,A
USGS,7121500,5/4/2005,91,A
USGS,7121500,5/5/2005,77,A
USGS,7121500,5/6/2005,69,A
USGS,7121500,5/7/2005,66,A
USGS,7121500,5/8/2005,75,A
USGS,7121500,5/9/2005,71,A
USGS,7121500,5/10/2005,67,A
USGS,7121500,5/11/2005,66,A
USGS,7121500,5/12/2005,66,A
USGS,7121500,5/13/2005,67,A
USGS,7121500,5/14/2005,68,A
USGS,7121500,5/15/2005,69,A
USGS,7121500,5/16/2005,66,A
USGS,7121500,5/17/2005,66,A
USGS,7121500,5/18/2005,64,A
USGS,7121500,5/19/2005,64,A
USGS,7121500,5/20/2005,61,A
USGS,7121500,5/21/2005,66,A
USGS,7121500,5/22/2005,61,A
USGS,7121500,5/23/2005,63,A
USGS,7121500,5/24/2005,68,A
USGS,7121500,5/25/2005,75,A
USGS,7121500,5/26/2005,72,A
USGS,7121500,5/27/2005,74,A
USGS,7121500,5/28/2005,79,A
USGS,7121500,5/29/2005,75,A
USGS,7121500,5/30/2005,84,A
USGS,7121500,5/31/2005,83,A
USGS,7121500,6/1/2005,80,A
USGS,7121500,6/2/2005,76,A
USGS,7121500,6/3/2005,71,A
USGS,7121500,6/4/2005,83,A
USGS,7121500,6/5/2005,84,A
USGS,7121500,6/6/2005,81,A
USGS,7121500,6/7/2005,74,A
USGS,7121500,6/8/2005,69,A
USGS,7121500,6/9/2005,66,A
USGS,7121500,6/10/2005,63,A
USGS,7121500,6/11/2005,63,A
USGS,7121500,6/12/2005,72,A
USGS,7121500,6/13/2005,66,A
USGS,7121500,6/14/2005,63,A
USGS,7121500,6/15/2005,63,A
USGS,7121500,6/16/2005,66,A
USGS,7121500,6/17/2005,65,A
USGS,7121500,6/18/2005,65,A
USGS,7121500,6/19/2005,66,A
USGS,7121500,6/20/2005,64,A
USGS,7121500,6/21/2005,64,A
USGS,7121500,6/22/2005,67,A
USGS,7121500,6/23/2005,71,A
USGS,7121500,6/24/2005,72,A
USGS,7121500,6/25/2005,64,A
USGS,7121500,6/26/2005,78,A
USGS,7121500,6/27/2005,78,A
USGS,7121500,6/28/2005,62,A
USGS,7121500,6/29/2005,61,A
USGS,7121500,6/30/2005,59,A
USGS,7121500,7/1/2005,61,A
USGS,7121500,7/2/2005,63,A
USGS,7121500,7/3/2005,64,A
USGS,7121500,7/4/2005,67,A
USGS,7121500,7/5/2005,65,A
USGS,7121500,7/6/2005,67,A
USGS,7121500,7/7/2005,61,A
USGS,7121500,7/8/2005,60,A
USGS,7121500,7/9/2005,65,A
USGS,7121500,7/10/2005,62,A
USGS,7121500,7/11/2005,58,A
USGS,7121500,7/12/2005,59,A
USGS,7121500,7/13/2005,60,A
USGS,7121500,7/14/2005,60,A
USGS,7121500,7/15/2005,62,A
USGS,7121500,7/16/2005,64,A
USGS,7121500,7/17/2005,62,A
USGS,7121500,7/18/2005,62,A
USGS,7121500,7/19/2005,61,A
USGS,7121500,7/20/2005,58,A
USGS,7121500,7/21/2005,55,A
USGS,7121500,7/22/2005,53,A
USGS,7121500,7/23/2005,55,A
USGS,7121500,7/24/2005,52,A
USGS,7121500,7/25/2005,39,A
USGS,7121500,7/26/2005,34,A
USGS,7121500,7/27/2005,34,A
USGS,7121500,7/28/2005,48,A
USGS,7121500,7/29/2005,56,A
USGS,7121500,7/30/2005,58,A
USGS,7121500,7/31/2005,55,A
USGS,7121500,8/1/2005,40,A
USGS,7121500,8/2/2005,40,A
USGS,7121500,8/3/2005,44,A
USGS,7121500,8/4/2005,45,A
USGS,7121500,8/5/2005,45,A
USGS,7121500,8/6/2005,53,A
USGS,7121500,8/7/2005,57,A
USGS,7121500,8/8/2005,57,A
USGS,7121500,8/9/2005,57,A
USGS,7121500,8/10/2005,53,A
USGS,7121500,8/11/2005,57,A
USGS,7121500,8/12/2005,70,A
USGS,7121500,8/13/2005,68,A
USGS,7121500,8/14/2005,68,A
USGS,7121500,8/15/2005,73,A
USGS,7121500,8/16/2005,80,A
USGS,7121500,8/17/2005,74,A
USGS,7121500,8/18/2005,68,A
USGS,7121500,8/19/2005,65,A
USGS,7121500,8/20/2005,65,A
USGS,7121500,8/21/2005,61,A
USGS,7121500,8/22/2005,65,A
USGS,7121500,8/23/2005,66,A
USGS,7121500,8/24/2005,64,A
USGS,7121500,8/25/2005,62,A
USGS,7121500,8/26/2005,63,A
USGS,7121500,8/27/2005,61,A
USGS,7121500,8/28/2005,59,A
USGS,7121500,8/29/2005,54,A
USGS,7121500,8/30/2005,52,A
USGS,7121500,8/31/2005,51,A
USGS,7121500,9/1/2005,37,A
USGS,7121500,9/2/2005,28,A
USGS,7121500,9/3/2005,26,A
USGS,7121500,9/4/2005,25,A
USGS,7121500,9/5/2005,22,A
USGS,7121500,9/6/2005,21,A
USGS,7121500,9/7/2005,24,A
USGS,7121500,9/8/2005,23,A
USGS,7121500,9/9/2005,22,A
USGS,7121500,9/10/2005,22,A
USGS,7121500,9/11/2005,23,A
USGS,7121500,9/12/2005,22,A
USGS,7121500,9/13/2005,19,A
USGS,7121500,9/14/2005,18,A
USGS,7121500,9/15/2005,26,A
USGS,7121500,9/16/2005,29,A
USGS,7121500,9/17/2005,25,A
USGS,7121500,9/18/2005,29,A
USGS,7121500,9/19/2005,30,A
USGS,7121500,9/20/2005,30,A
USGS,7121500,9/21/2005,32,A
USGS,7121500,9/22/2005,36,A
USGS,7121500,9/23/2005,33,A
USGS,7121500,9/24/2005,26,A
USGS,7121500,9/25/2005,22,A
USGS,7121500,9/26/2005,23,A
USGS,7121500,9/27/2005,25,A
USGS,7121500,9/28/2005,26,A
USGS,7121500,9/29/2005,25,A
USGS,7121500,9/30/2005,24,A
USGS,7121500,10/1/2005,23,A
USGS,7121500,10/2/2005,23,A
USGS,7121500,10/3/2005,23,A
USGS,7121500,10/4/2005,23,A
USGS,7121500,10/5/2005,24,A
USGS,7121500,10/6/2005,24,A
USGS,7121500,10/7/2005,25,A
USGS,7121500,10/8/2005,25,A
USGS,7121500,10/9/2005,26,A
USGS,7121500,10/10/2005,32,A
USGS,7121500,10/11/2005,33,A
USGS,7121500,10/12/2005,44,A
USGS,7121500,10/13/2005,63,A
USGS,7121500,10/14/2005,64,A
USGS,7121500,10/15/2005,64,A
USGS,7121500,10/16/2005,64,A
USGS,7121500,10/17/2005,53,A
USGS,7121500,10/18/2005,48,A
USGS,7121500,10/19/2005,59,A
USGS,7121500,10/20/2005,74,A
USGS,7121500,10/21/2005,95,A
USGS,7121500,10/22/2005,95,A
USGS,7121500,10/23/2005,92,A
USGS,7121500,10/24/2005,93,A
USGS,7121500,10/25/2005,92,A
USGS,7121500,10/26/2005,88,A
USGS,7121500,10/27/2005,96,A
USGS,7121500,10/28/2005,98,A
USGS,7121500,10/29/2005,97,A
USGS,7121500,10/30/2005,101,A
USGS,7121500,10/31/2005,99,A
USGS,7121500,11/1/2005,89,A
USGS,7121500,11/2/2005,98,A
USGS,7121500,11/3/2005,106,A
USGS,7121500,11/4/2005,92,A
USGS,7121500,11/5/2005,107,A
USGS,7121500,11/6/2005,93,A
USGS,7121500,11/7/2005,85,A
USGS,7121500,11/8/2005,87,A
USGS,7121500,11/9/2005,81,A
USGS,7121500,11/10/2005,77,A
USGS,7121500,11/11/2005,81,A
USGS,7121500,11/12/2005,85,A
USGS,7121500,11/13/2005,96,A
USGS,7121500,11/14/2005,98,A
USGS,7121500,11/15/2005,99,A
USGS,7121500,11/16/2005,41,A
USGS,7121500,11/17/2005,30,A
USGS,7121500,11/18/2005,28,A
USGS,7121500,11/19/2005,17,A
USGS,7121500,11/20/2005,15,A
USGS,7121500,11/21/2005,14,A
USGS,7121500,11/22/2005,14,A
USGS,7121500,11/23/2005,14,A
USGS,7121500,11/24/2005,13,A
USGS,7121500,11/25/2005,13,A
USGS,7121500,11/26/2005,13,A
USGS,7121500,11/27/2005,13,A
USGS,7121500,11/28/2005,12,A
USGS,7121500,11/29/2005,12,A
USGS,7121500,11/30/2005,12,A
USGS,7121500,12/1/2005,12,A
USGS,7121500,12/2/2005,12,A
USGS,7121500,12/3/2005,12,A
USGS,7121500,12/4/2005,12,A
USGS,7121500,12/5/2005,11,A
USGS,7121500,12/6/2005,12,A
USGS,7121500,12/7/2005,13,A
USGS,7121500,12/8/2005,12,A:e
USGS,7121500,12/9/2005,13,A
USGS,7121500,12/10/2005,13,A
USGS,7121500,12/11/2005,13,A
USGS,7121500,12/12/2005,13,A
USGS,7121500,12/13/2005,13,A
USGS,7121500,12/14/2005,13,A
USGS,7121500,12/15/2005,12,A
USGS,7121500,12/16/2005,12,A
USGS,7121500,12/17/2005,12,A
USGS,7121500,12/18/2005,12,A
USGS,7121500,12/19/2005,12,A
USGS,7121500,12/20/2005,12,A
USGS,7121500,12/21/2005,12,A
USGS,7121500,12/22/2005,12,A
USGS,7121500,12/23/2005,12,A
USGS,7121500,12/24/2005,11,A
USGS,7121500,12/25/2005,11,A
USGS,7121500,12/26/2005,11,A
USGS,7121500,12/27/2005,11,A
USGS,7121500,12/28/2005,11,A
USGS,7121500,12/29/2005,11,A
USGS,7121500,12/30/2005,10,A
USGS,7121500,12/31/2005,11,A
USGS,7121500,1/1/2006,10,A
USGS,7121500,1/2/2006,10,A
USGS,7121500,1/3/2006,10,A
USGS,7121500,1/4/2006,9.6,A
USGS,7121500,1/5/2006,9.6,A
USGS,7121500,1/6/2006,9.7,A
USGS,7121500,1/7/2006,9.8,A
USGS,7121500,1/8/2006,10,A
USGS,7121500,1/9/2006,9.9,A
USGS,7121500,1/10/2006,9.6,A
USGS,7121500,1/11/2006,9.9,A
USGS,7121500,1/12/2006,10,A
USGS,7121500,1/13/2006,10,A
USGS,7121500,1/14/2006,10,A
USGS,7121500,1/15/2006,10,A
USGS,7121500,1/16/2006,10,A
USGS,7121500,1/17/2006,10,A
USGS,7121500,1/18/2006,10,A
USGS,7121500,1/19/2006,10,A
USGS,7121500,1/20/2006,11,A
USGS,7121500,1/21/2006,11,A
USGS,7121500,1/22/2006,10,A
USGS,7121500,1/23/2006,10,A
USGS,7121500,1/24/2006,9.8,A
USGS,7121500,1/25/2006,10,A
USGS,7121500,1/26/2006,11,A
USGS,7121500,1/27/2006,11,A
USGS,7121500,1/28/2006,10,A
USGS,7121500,1/29/2006,10,A
USGS,7121500,1/30/2006,10,A
USGS,7121500,1/31/2006,10,A
USGS,7121500,2/1/2006,10,A
USGS,7121500,2/2/2006,10,A
USGS,7121500,2/3/2006,11,A
USGS,7121500,2/4/2006,11,A
USGS,7121500,2/5/2006,10,A
USGS,7121500,2/6/2006,10,A
USGS,7121500,2/7/2006,10,A
USGS,7121500,2/8/2006,9.8,A
USGS,7121500,2/9/2006,9.9,A
USGS,7121500,2/10/2006,9.9,A
USGS,7121500,2/11/2006,9.8,A
USGS,7121500,2/12/2006,9.9,A
USGS,7121500,2/13/2006,10,A
USGS,7121500,2/14/2006,11,A
USGS,7121500,2/15/2006,11,A
USGS,7121500,2/16/2006,11,A
USGS,7121500,2/17/2006,11,A
USGS,7121500,2/18/2006,10,A
USGS,7121500,2/19/2006,10,A
USGS,7121500,2/20/2006,10,A
USGS,7121500,2/21/2006,10,A
USGS,7121500,2/22/2006,9.8,A
USGS,7121500,2/23/2006,9.7,A
USGS,7121500,2/24/2006,9.7,A
USGS,7121500,2/25/2006,9.7,A
USGS,7121500,2/26/2006,9.8,A
USGS,7121500,2/27/2006,9.9,A
USGS,7121500,2/28/2006,10,A
USGS,7121500,3/1/2006,10,A
USGS,7121500,3/2/2006,9.9,A
USGS,7121500,3/3/2006,10,A
USGS,7121500,3/4/2006,10,A
USGS,7121500,3/5/2006,11,A
USGS,7121500,3/6/2006,11,A
USGS,7121500,3/7/2006,11,A
USGS,7121500,3/8/2006,17,A
USGS,7121500,3/9/2006,32,A
USGS,7121500,3/10/2006,23,A
USGS,7121500,3/11/2006,22,A
USGS,7121500,3/12/2006,23,A
USGS,7121500,3/13/2006,22,A
USGS,7121500,3/14/2006,21,A
USGS,7121500,3/15/2006,23,A
USGS,7121500,3/16/2006,19,A
USGS,7121500,3/17/2006,29,A
USGS,7121500,3/18/2006,51,A
USGS,7121500,3/19/2006,62,A
USGS,7121500,3/20/2006,48,A
USGS,7121500,3/21/2006,83,A
USGS,7121500,3/22/2006,104,A
USGS,7121500,3/23/2006,123,A
USGS,7121500,3/24/2006,79,A
USGS,7121500,3/25/2006,50,A
USGS,7121500,3/26/2006,38,A
USGS,7121500,3/27/2006,32,A
USGS,7121500,3/28/2006,34,A
USGS,7121500,3/29/2006,38,A
USGS,7121500,3/30/2006,39,A
USGS,7121500,3/31/2006,40,A
USGS,7121500,4/1/2006,38,A
USGS,7121500,4/2/2006,34,A
USGS,7121500,4/3/2006,39,A
USGS,7121500,4/4/2006,31,A
USGS,7121500,4/5/2006,36,A
USGS,7121500,4/6/2006,35,A
USGS,7121500,4/7/2006,32,A
USGS,7121500,4/8/2006,22,A
USGS,7121500,4/9/2006,20,A
USGS,7121500,4/10/2006,19,A
USGS,7121500,4/11/2006,17,A
USGS,7121500,4/12/2006,16,A
USGS,7121500,4/13/2006,18,A
USGS,7121500,4/14/2006,18,A
USGS,7121500,4/15/2006,23,A
USGS,7121500,4/16/2006,17,A
USGS,7121500,4/17/2006,12,A
USGS,7121500,4/18/2006,13,A
USGS,7121500,4/19/2006,19,A
USGS,7121500,4/20/2006,18,A
USGS,7121500,4/21/2006,15,A
USGS,7121500,4/22/2006,12,A
USGS,7121500,4/23/2006,12,A
USGS,7121500,4/24/2006,21,A
USGS,7121500,4/25/2006,20,A
USGS,7121500,4/26/2006,20,A
USGS,7121500,4/27/2006,16,A
USGS,7121500,4/28/2006,19,A
USGS,7121500,4/29/2006,26,A
USGS,7121500,4/30/2006,26,A
USGS,7121500,5/1/2006,24,A
USGS,7121500,5/2/2006,35,A
USGS,7121500,5/3/2006,36,A
USGS,7121500,5/4/2006,29,A
USGS,7121500,5/5/2006,25,A
USGS,7121500,5/6/2006,26,A
USGS,7121500,5/7/2006,21,A
USGS,7121500,5/8/2006,18,A
USGS,7121500,5/9/2006,14,A
USGS,7121500,5/10/2006,21,A
USGS,7121500,5/11/2006,28,A
USGS,7121500,5/12/2006,27,A
USGS,7121500,5/13/2006,39,A
USGS,7121500,5/14/2006,37,A
USGS,7121500,5/15/2006,34,A
USGS,7121500,5/16/2006,18,A
USGS,7121500,5/17/2006,33,A
USGS,7121500,5/18/2006,41,A
USGS,7121500,5/19/2006,43,A
USGS,7121500,5/20/2006,42,A
USGS,7121500,5/21/2006,45,A
USGS,7121500,5/22/2006,44,A
USGS,7121500,5/23/2006,49,A
USGS,7121500,5/24/2006,46,A
USGS,7121500,5/25/2006,45,A
USGS,7121500,5/26/2006,47,A
USGS,7121500,5/27/2006,46,A
USGS,7121500,5/28/2006,47,A
USGS,7121500,5/29/2006,48,A
USGS,7121500,5/30/2006,45,A
USGS,7121500,5/31/2006,60,A
USGS,7121500,6/1/2006,54,A
USGS,7121500,6/2/2006,59,A
USGS,7121500,6/3/2006,52,A
USGS,7121500,6/4/2006,46,A
USGS,7121500,6/5/2006,48,A
USGS,7121500,6/6/2006,45,A
USGS,7121500,6/7/2006,46,A
USGS,7121500,6/8/2006,65,A
USGS,7121500,6/9/2006,67,A
USGS,7121500,6/10/2006,66,A
USGS,7121500,6/11/2006,66,A
USGS,7121500,6/12/2006,64,A
USGS,7121500,6/13/2006,55,A
USGS,7121500,6/14/2006,48,A
USGS,7121500,6/15/2006,46,A
USGS,7121500,6/16/2006,50,A
USGS,7121500,6/17/2006,47,A
USGS,7121500,6/18/2006,47,A
USGS,7121500,6/19/2006,46,A
USGS,7121500,6/20/2006,46,A
USGS,7121500,6/21/2006,46,A
USGS,7121500,6/22/2006,49,A
USGS,7121500,6/23/2006,46,A
USGS,7121500,6/24/2006,45,A
USGS,7121500,6/25/2006,44,A
USGS,7121500,6/26/2006,44,A
USGS,7121500,6/27/2006,45,A
USGS,7121500,6/28/2006,44,A
USGS,7121500,6/29/2006,48,A
USGS,7121500,6/30/2006,46,A
USGS,7121500,7/1/2006,44,A
USGS,7121500,7/2/2006,44,A
USGS,7121500,7/3/2006,53,A
USGS,7121500,7/4/2006,63,A
USGS,7121500,7/5/2006,51,A
USGS,7121500,7/6/2006,51,A
USGS,7121500,7/7/2006,57,A
USGS,7121500,7/8/2006,69,A
USGS,7121500,7/9/2006,96,A
USGS,7121500,7/10/2006,106,A
USGS,7121500,7/11/2006,70,A
USGS,7121500,7/12/2006,74,A
USGS,7121500,7/13/2006,75,A
USGS,7121500,7/14/2006,61,A
USGS,7121500,7/15/2006,55,A
USGS,7121500,7/16/2006,55,A
USGS,7121500,7/17/2006,50,A
USGS,7121500,7/18/2006,53,A
USGS,7121500,7/19/2006,52,A
USGS,7121500,7/20/2006,52,A
USGS,7121500,7/21/2006,50,A
USGS,7121500,7/22/2006,30,A
USGS,7121500,7/23/2006,35,A
USGS,7121500,7/24/2006,48,A
USGS,7121500,7/25/2006,46,A
USGS,7121500,7/26/2006,33,A
USGS,7121500,7/27/2006,22,A
USGS,7121500,7/28/2006,29,A
USGS,7121500,7/29/2006,49,A
USGS,7121500,7/30/2006,46,A
USGS,7121500,7/31/2006,39,A
USGS,7121500,8/1/2006,27,A
USGS,7121500,8/2/2006,27,A
USGS,7121500,8/3/2006,45,A
USGS,7121500,8/4/2006,50,A
USGS,7121500,8/5/2006,44,A
USGS,7121500,8/6/2006,51,A
USGS,7121500,8/7/2006,52,A
USGS,7121500,8/8/2006,55,A
USGS,7121500,8/9/2006,47,A
USGS,7121500,8/10/2006,53,A
USGS,7121500,8/11/2006,56,A
USGS,7121500,8/12/2006,59,A
USGS,7121500,8/13/2006,59,A
USGS,7121500,8/14/2006,65,A
USGS,7121500,8/15/2006,65,A
USGS,7121500,8/16/2006,66,A
USGS,7121500,8/17/2006,63,A
USGS,7121500,8/18/2006,63,A
USGS,7121500,8/19/2006,198,A
USGS,7121500,8/20/2006,183,A
USGS,7121500,8/21/2006,112,A
USGS,7121500,8/22/2006,82,A
USGS,7121500,8/23/2006,74,A
USGS,7121500,8/24/2006,93,A
USGS,7121500,8/25/2006,97,A
USGS,7121500,8/26/2006,100,A
USGS,7121500,8/27/2006,98,A
USGS,7121500,8/28/2006,94,A
USGS,7121500,8/29/2006,90,A
USGS,7121500,8/30/2006,97,A
USGS,7121500,8/31/2006,76,A
USGS,7121500,9/1/2006,82,A
USGS,7121500,9/2/2006,145,A
USGS,7121500,9/3/2006,118,A
USGS,7121500,9/4/2006,126,A
USGS,7121500,9/5/2006,125,A
USGS,7121500,9/6/2006,116,A
USGS,7121500,9/7/2006,110,A
USGS,7121500,9/8/2006,110,A
USGS,7121500,9/9/2006,96,A
USGS,7121500,9/10/2006,78,A
USGS,7121500,9/11/2006,83,A
USGS,7121500,9/12/2006,160,A
USGS,7121500,9/13/2006,101,A
USGS,7121500,9/14/2006,83,A
USGS,7121500,9/15/2006,77,A
USGS,7121500,9/16/2006,77,A
USGS,7121500,9/17/2006,64,A
USGS,7121500,9/18/2006,84,A
USGS,7121500,9/19/2006,77,A
USGS,7121500,9/20/2006,70,A
USGS,7121500,9/21/2006,83,A
USGS,7121500,9/22/2006,95,A
USGS,7121500,9/23/2006,97,A
USGS,7121500,9/24/2006,94,A
USGS,7121500,9/25/2006,91,A
USGS,7121500,9/26/2006,103,A
USGS,7121500,9/27/2006,98,A
USGS,7121500,9/28/2006,101,A
USGS,7121500,9/29/2006,95,A
USGS,7121500,9/30/2006,91,A
USGS,7121500,10/1/2006,84,A
USGS,7121500,10/2/2006,68,A
USGS,7121500,10/3/2006,56,A
USGS,7121500,10/4/2006,56,A
USGS,7121500,10/5/2006,54,A
USGS,7121500,10/6/2006,55,A
USGS,7121500,10/7/2006,64,A
USGS,7121500,10/8/2006,66,A
USGS,7121500,10/9/2006,65,A
USGS,7121500,10/10/2006,74,A
USGS,7121500,10/11/2006,82,A
USGS,7121500,10/12/2006,74,A
USGS,7121500,10/13/2006,71,A
USGS,7121500,10/14/2006,64,A
USGS,7121500,10/15/2006,70,A
USGS,7121500,10/16/2006,74,A
USGS,7121500,10/17/2006,72,A
USGS,7121500,10/18/2006,83,A
USGS,7121500,10/19/2006,94,A
USGS,7121500,10/20/2006,102,A
USGS,7121500,10/21/2006,106,A
USGS,7121500,10/22/2006,115,A
USGS,7121500,10/23/2006,110,A
USGS,7121500,10/24/2006,111,A
USGS,7121500,10/25/2006,107,A
USGS,7121500,10/26/2006,114,A
USGS,7121500,10/27/2006,153,A
USGS,7121500,10/28/2006,141,A
USGS,7121500,10/29/2006,138,A
USGS,7121500,10/30/2006,118,A
USGS,7121500,10/31/2006,85,A
USGS,7121500,11/1/2006,66,A
USGS,7121500,11/2/2006,63,A
USGS,7121500,11/3/2006,81,A
USGS,7121500,11/4/2006,72,A
USGS,7121500,11/5/2006,73,A
USGS,7121500,11/6/2006,74,A
USGS,7121500,11/7/2006,70,A
USGS,7121500,11/8/2006,70,A
USGS,7121500,11/9/2006,75,A
USGS,7121500,11/10/2006,70,A
USGS,7121500,11/11/2006,65,A
USGS,7121500,11/12/2006,73,A
USGS,7121500,11/13/2006,77,A
USGS,7121500,11/14/2006,79,A
USGS,7121500,11/15/2006,91,A
USGS,7121500,11/16/2006,42,A
USGS,7121500,11/17/2006,33,A
USGS,7121500,11/18/2006,30,A
USGS,7121500,11/19/2006,29,A
USGS,7121500,11/20/2006,27,A
USGS,7121500,11/21/2006,22,A
USGS,7121500,11/22/2006,22,A
USGS,7121500,11/23/2006,21,A
USGS,7121500,11/24/2006,20,A
USGS,7121500,11/25/2006,19,A
USGS,7121500,11/26/2006,18,A
USGS,7121500,11/27/2006,18,A
USGS,7121500,11/28/2006,18,A
USGS,7121500,11/29/2006,18,A
USGS,7121500,11/30/2006,18,A
USGS,7121500,12/1/2006,18,A
USGS,7121500,12/2/2006,18,A
USGS,7121500,12/3/2006,18,A
USGS,7121500,12/4/2006,18,A
USGS,7121500,12/5/2006,18,A
USGS,7121500,12/6/2006,18,A
USGS,7121500,12/7/2006,17,A
USGS,7121500,12/8/2006,17,A
USGS,7121500,12/9/2006,17,A
USGS,7121500,12/10/2006,17,A
USGS,7121500,12/11/2006,17,A
USGS,7121500,12/12/2006,17,A
USGS,7121500,12/13/2006,16,A
USGS,7121500,12/14/2006,15,A
USGS,7121500,12/15/2006,15,A
USGS,7121500,12/16/2006,15,A
USGS,7121500,12/17/2006,15,A
USGS,7121500,12/18/2006,15,A
USGS,7121500,12/19/2006,14,A
USGS,7121500,12/20/2006,13,A
USGS,7121500,12/21/2006,14,A
USGS,7121500,12/22/2006,14,A
USGS,7121500,12/23/2006,13,A
USGS,7121500,12/24/2006,13,A
USGS,7121500,12/25/2006,13,A
USGS,7121500,12/26/2006,13,A
USGS,7121500,12/27/2006,13,A
USGS,7121500,12/28/2006,13,A
USGS,7121500,12/29/2006,15,A
USGS,7121500,12/30/2006,14,A
USGS,7121500,12/31/2006,13,A
USGS,7121500,1/1/2007,13,A
USGS,7121500,1/2/2007,13,A
USGS,7121500,1/3/2007,13,A
USGS,7121500,1/4/2007,14,A
USGS,7121500,1/5/2007,13,A
USGS,7121500,1/6/2007,13,A
USGS,7121500,1/7/2007,13,A
USGS,7121500,1/8/2007,13,A
USGS,7121500,1/9/2007,13,A
USGS,7121500,1/10/2007,14,A
USGS,7121500,1/11/2007,14,A
USGS,7121500,1/12/2007,14,A
USGS,7121500,1/13/2007,14,A
USGS,7121500,1/14/2007,14,A
USGS,7121500,1/15/2007,13,A
USGS,7121500,1/16/2007,13,A
USGS,7121500,1/17/2007,13,A
USGS,7121500,1/18/2007,13,A
USGS,7121500,1/19/2007,13,A
USGS,7121500,1/20/2007,13,A
USGS,7121500,1/21/2007,13,A
USGS,7121500,1/22/2007,13,A
USGS,7121500,1/23/2007,13,A
USGS,7121500,1/24/2007,13,A
USGS,7121500,1/25/2007,13,A
USGS,7121500,1/26/2007,13,A
USGS,7121500,1/27/2007,13,A
USGS,7121500,1/28/2007,13,A
USGS,7121500,1/29/2007,13,A
USGS,7121500,1/30/2007,13,A
USGS,7121500,1/31/2007,13,A
USGS,7121500,2/1/2007,13,A:e
USGS,7121500,2/2/2007,13,A:e
USGS,7121500,2/3/2007,13,A:e
USGS,7121500,2/4/2007,13,A:e
USGS,7121500,2/5/2007,13,A:e
USGS,7121500,2/6/2007,13,A
USGS,7121500,2/7/2007,13,A
USGS,7121500,2/8/2007,13,A
USGS,7121500,2/9/2007,13,A
USGS,7121500,2/10/2007,13,A
USGS,7121500,2/11/2007,13,A
USGS,7121500,2/12/2007,13,A
