,DATE,q.in,ec.in,t.in,q.out,ec.out,t.out,q.BIG,q.BUF,q.WIL,q.FRO,df.0,df.1,dg.0,dg.1,p,et
4135,6/25/2010,729,NA,23.1,556,2.28,22.78333333,10,63.3,2.7,35,3.902083333,3.830625,4.971979167,4.920416667,0.02,0.458
4136,6/26/2010,677,1.8,23,574,2.25,22.91,7.6,60.3,2.2,35,3.745,3.902083333,4.952083333,4.971979167,0,0.37
4137,6/27/2010,687,1.79,23.2,576,2.28,22.99,7.1,63.5,1.9,35,3.777291667,3.745,4.910454545,4.952083333,0,0.422
4138,6/28/2010,688,1.77,23.25,575,2.3,23.1,7.6,66.1,2.4,35,3.778958333,3.777291667,4.9084375,4.910454545,0,0.442
4139,6/29/2010,759,1.75,23.1,572,2.29,23.23666667,7,65,2.1,35,3.986875,3.778958333,4.963645833,4.9084375,0,0.502
4140,6/30/2010,771,1.75,23.25,613,2.27,23.36,7.7,65.2,1.5,36,4.021979167,3.986875,5.114895833,4.963645833,0,0.54
4141,7/1/2010,717,1.74,23.6,637,2.25,23.40666667,7.8,66.7,1.5,35,3.872291667,4.021979167,5.092395833,5.114895833,0,0.596
4142,7/2/2010,674,1.73,23.5,623,2.27,23.51666667,11,66.3,2.4,34,3.74625,3.872291667,4.961627907,5.092395833,0,0.566
4143,7/3/2010,682,1.71,23.45,590,2.28,23.64666667,13,63.6,1.9,34,3.771157895,3.74625,4.952361111,4.961627907,0.65,0.392
4144,7/4/2010,669,1.7,23.35,591,2.2,23.70333333,9.7,63,1.5,34,3.731145833,3.771157895,4.895697674,4.952361111,0.863333333,0.366
4145,7/5/2010,729,1.7,22.9,650,2.22,23.70333333,23,64.7,1.2,34,3.903157895,3.731145833,5.155625,4.895697674,0.053333333,0.422
4146,7/6/2010,685,1.7,22.85,695,2.18,23.72666667,16,62.1,2.8,34,3.782083333,3.903157895,5.054634146,5.155625,0.085,0.212
4147,7/7/2010,640,1.68,22.7,637,2.28,23.69333333,16,59.8,4,33,3.636702128,3.782083333,4.944534884,5.054634146,0.29,0.194
4148,7/8/2010,671,1.67,22.45,716,2.22,23.67333333,20,57.8,3.2,31,3.736770833,3.636702128,5.053690476,4.944534884,0,0.286
4149,7/9/2010,702,1.66,22.25,734,2.26,23.71666667,25,56.9,35,30,3.833229167,3.736770833,5.0575,5.053690476,0.013333333,0.386
4150,7/10/2010,655,1.64,22.2,706,2.29,23.75333333,24,56.1,10,27,3.6865625,3.833229167,4.969895833,5.0575,0.033333333,0.378
4151,7/11/2010,652,1.64,22.55,688,2.28,23.83333333,20,51.9,3.9,25,3.678125,3.6865625,4.909895833,4.969895833,0.111666667,0.366
4152,7/12/2010,648,1.64,23.15,670,2.28,24.02,12,47.9,3.1,23,3.666770833,3.678125,4.910833333,4.909895833,0,0.544
4153,7/13/2010,635,1.64,23.15,655,2.33,24.24333333,9.8,47.9,2.8,25,3.623854167,3.666770833,4.838020833,4.910833333,0,0.486
4154,7/14/2010,637,1.64,23.4,628,2.34,24.45666667,5.3,47.1,2.4,30,3.63,3.623854167,4.806354167,4.838020833,0.448333333,0.38
4155,7/15/2010,652,1.63,23.7,619,2.32,24.63666667,5.9,46.3,3,32,3.6771875,3.63,4.820888889,4.806354167,0,0.39
4156,7/16/2010,663,1.63,24.2,644,2.27,24.74333333,22,47,3.9,32,3.711979167,3.6771875,4.951868132,4.820888889,0,0.434
4157,7/17/2010,653,1.63,24.15,646,2.29,24.88,13,46.5,4.1,32,3.680104167,3.711979167,4.896458333,4.951868132,0.17,0.404
4158,7/18/2010,517,1.63,24.6,611,2.29,24.99333333,7.7,46.3,3.4,32,3.202604167,3.680104167,4.855909091,4.896458333,0.126666667,0.41
4159,7/19/2010,121,1.62,25.65,583,2.36,25.05333333,5.5,41.1,2.7,32,1.542526316,3.202604167,4.1,4.855909091,0.331666667,0.376
4160,7/20/2010,72,1.62,25.6,365,2.8,25.1,5.1,47.4,2.6,32,1.174895833,1.542526316,3.371458333,4.1,0,0.448
4161,7/21/2010,44,1.62,25.65,300,2.91,25.14,5.3,53.6,2.6,32,0.878645833,1.174895833,3.047916667,3.371458333,0.47,0.456
4162,7/22/2010,33,1.62,25.55,246,3.1,25.16,4.5,51.9,2.8,34,0.743958333,0.878645833,2.830104167,3.047916667,0.071666667,0.286
4163,7/23/2010,33,1.62,25.5,238,3.13,25.22333333,5.4,51,2.5,34,0.759375,0.743958333,2.7578125,2.830104167,0.001666667,0.23
4164,7/24/2010,27,1.61,25.5,194,3.22,25.22,5.7,49.6,2.4,33,0.675416667,0.759375,2.629583333,2.7578125,0.013333333,0.198
4165,7/25/2010,21,1.61,25.15,183,3.38,25.14333333,5.1,48.6,2.5,31,0.584375,0.675416667,2.5609375,2.629583333,0.001666667,0.458
4166,7/26/2010,18,1.61,25,170,3.42,25.09333333,5.3,48,2.2,29,0.530625,0.584375,2.488020833,2.5609375,0,0.492
4167,7/27/2010,16,1.6,24.55,148,3.5,25.07333333,4.5,47.2,2,29,0.485897436,0.530625,2.398333333,2.488020833,0,0.372
4168,7/28/2010,15,1.63,24.4,134,3.56,25.08666667,4.4,45.6,3.1,29,0.466021505,0.485897436,2.330625,2.398333333,0,0.394
4169,7/29/2010,15,1.64,24.3,124,3.59,25.12333333,3.4,54.6,2.4,29,0.462077922,0.466021505,2.206770833,2.330625,0.005,0.402
4170,7/30/2010,15,1.63,24.35,116,3.58,25.17,3.7,60.2,2.1,29,0.4632,0.462077922,2.099791667,2.206770833,1.535,0.286
4171,7/31/2010,18,1.64,24.65,106,3.28,25.2,41,59.8,2.2,28,0.523854167,0.4632,2.2384375,2.099791667,0.078333333,0.402
4172,8/1/2010,28,1.63,24.85,310,2.19,25.17333333,115,61.3,1.9,28,0.658854167,0.523854167,3.220625,2.2384375,0.013333333,0.374
4173,8/2/2010,35,1.61,25,278,2.28,25.22,49,55.2,2,26,0.748125,0.658854167,2.728854167,3.220625,0.115,0.352
4174,8/3/2010,12,1.6,25.45,206,2.91,25.27333333,31,42.2,1.6,24,0.440104167,0.748125,2.6465625,2.728854167,0.118333333,0.292
4175,8/4/2010,15,1.57,25.35,172,3.05,25.35,27,50.8,1.7,24,0.518421053,0.440104167,2.471041667,2.6465625,0.111666667,0.29
4176,8/5/2010,14,1.61,24.95,158,3.14,25.37333333,20,61,1.7,21,0.491875,0.518421053,2.305104167,2.471041667,0.001666667,0.31
4177,8/6/2010,15,1.6,25,144,3.28,25.44666667,18,60.4,1.7,21,0.500625,0.491875,2.2953125,2.305104167,0.046666667,0.318
4178,8/7/2010,34,1.57,25.2,148,3.22,25.57333333,16,62,1.1,21,0.820416667,0.500625,2.386354167,2.2953125,0,0.362
4179,8/8/2010,27,1.61,25.6,153,3.15,25.67,16,62.7,1.4,20,0.722395833,0.820416667,2.460833333,2.386354167,0.035,0.346
4180,8/9/2010,23,1.55,26,169,3.04,25.72333333,16,63.1,2.1,21,0.667395833,0.722395833,2.469166667,2.460833333,0.065,0.286
4181,8/10/2010,25,1.54,26.55,179,3.01,25.75666667,16,64.1,1.7,21,0.6971875,0.667395833,2.4778125,2.469166667,0,0.376
4182,8/11/2010,17,1.49,26.1,178,3.06,25.76,15,64.8,0.89,21,0.553645833,0.6971875,2.4178125,2.4778125,0.01,0.386
4183,8/12/2010,14,1.54,26,159,3.22,25.74,13,62.2,1,21,0.497684211,0.553645833,2.283958333,2.4178125,0,0.376
4184,8/13/2010,13,1.59,26.15,134,3.46,25.69,8.3,60.8,0.91,21,0.474479167,0.497684211,2.239895833,2.283958333,0,0.442
4185,8/14/2010,12,1.59,25.9,129,3.57,25.62,6.8,57.7,0.63,21,0.447291667,0.474479167,2.217604167,2.239895833,0.035,0.186
4186,8/15/2010,12,1.56,25.45,131,3.6,25.46333333,4.6,54.1,0.59,20,0.455,0.447291667,2.203541667,2.217604167,0,0.3
4187,8/16/2010,12,1.56,25.2,134,3.66,25.31666667,5.9,52.7,0.8,21,0.4559375,0.455,2.198645833,2.203541667,0,0.238
4188,8/17/2010,12,1.57,24.8,126,3.72,25.17333333,6.6,51.1,0.79,21,0.446145833,0.4559375,2.1959375,2.198645833,0,0.396
4189,8/18/2010,11,1.56,24.15,116,3.79,25.07666667,8.8,50.3,0.8,22,0.438333333,0.446145833,2.191354167,2.1959375,0.003333333,0.454
4190,8/19/2010,12,1.55,23.95,112,3.82,24.95666667,10,55.5,0.94,22,0.451041667,0.438333333,2.213125,2.191354167,0.001666667,0.36
4191,8/20/2010,13,1.55,24.6,122,3.63,24.87,7.6,59.6,0.78,22,0.490208333,0.451041667,2.233645833,2.213125,0,0.38
4192,8/21/2010,12,1.54,24.55,123,3.5,24.81,7.9,52.9,1.1,20,0.475263158,0.490208333,2.213958333,2.233645833,0.006666667,0.482
4193,8/22/2010,11,1.54,24.2,115,3.65,24.71,10,54.1,0.89,20,0.4396875,0.475263158,2.100729167,2.213958333,0,0.506
4194,8/23/2010,10,1.52,24.65,110,3.87,24.7,19,62.3,0.6,20,0.4140625,0.4396875,2.0221875,2.100729167,0.001666667,0.326
4195,8/24/2010,11,1.5,24.15,103,3.9,24.67333333,9.9,58.1,0.27,21,0.444105263,0.4140625,2.011145833,2.0221875,0,0.3
4196,8/25/2010,10,1.51,23.5,96,3.96,24.57333333,11,55.6,0.25,21,0.423473684,0.444105263,2.003541667,2.011145833,0,0.392
4197,8/26/2010,10,1.52,22.85,90,3.95,24.44,15,55.1,0.09,21,0.421875,0.423473684,2.000104167,2.003541667,0,0.474
4198,8/27/2010,10,1.57,22.05,84,3.96,24.28666667,13,53.3,0.37,20,0.419166667,0.421875,1.9978125,2.000104167,0,0.57
4199,8/28/2010,7.9,1.57,22.15,81,4.01,24.15,14,54.4,0.17,20,0.36625,0.419166667,2.003541667,1.9978125,0,0.578
4200,8/29/2010,9.1,1.58,22.2,82,3.94,24.04333333,13,51.4,0.08,16,0.406875,0.36625,2.000520833,2.003541667,0.008333333,0.532
4201,8/30/2010,8.2,1.61,22.5,90,4.05,23.94333333,9.9,58.2,0.08,0.09,0.379479167,0.406875,1.909583333,2.000520833,0,0.392
4202,8/31/2010,8,1.62,22.55,90,4.09,23.92,9.4,64.6,0.28,0,0.371875,0.379479167,1.8228125,1.909583333,0,0.34
4203,9/1/2010,8.4,1.62,22.2,90,4.05,23.80333333,9.4,65.9,0.21,0,0.384479167,0.371875,1.807916667,1.8228125,0,0.33
4204,9/2/2010,9.2,1.62,21.85,92,4.04,23.62666667,9.5,63,0.12,0,0.3934375,0.384479167,1.7965625,1.807916667,0,0.282
4205,9/3/2010,7.1,1.63,21.55,85,4.06,23.41666667,10,55.8,0.21,0,0.3465625,0.3934375,1.7846875,1.7965625,0,0.422
4206,9/4/2010,6.7,1.63,21.3,83,4.09,23.26,8.9,64.3,0.74,0,0.34125,0.3465625,1.7325,1.7846875,0,0.498
4207,9/5/2010,6.7,1.63,21.1,77,4.16,23.14666667,8.8,63.1,0.25,0,0.34375,0.34125,1.7190625,1.7325,0,0.434
4208,9/6/2010,6.8,1.63,21.15,69,4.24,22.96,8.9,61.2,0.33,0,0.353958333,0.34375,1.709895833,1.7190625,0,0.324
4209,9/7/2010,6.8,1.63,21.3,66,4.24,22.70333333,10,61.9,0.41,0,0.363157895,0.353958333,1.705416667,1.709895833,0.005,0.346
4210,9/8/2010,6.8,1.63,21.5,70,4.3,22.51666667,11,65.6,0.35,0,0.365416667,0.363157895,1.706979167,1.705416667,0,0.426
4211,9/9/2010,6.4,1.64,21.95,70,4.24,22.37,11,61.2,0.43,0,0.36,0.365416667,1.701354167,1.706979167,0,0.37
4212,9/10/2010,6.6,1.64,21.5,73,4.21,22.19,10,60.7,0.6,0,0.373229167,0.36,1.7140625,1.701354167,0,0.276
4213,9/11/2010,6.8,1.65,20.8,70,4.21,21.98666667,10,59.8,0.46,0,0.385520833,0.373229167,1.723958333,1.7140625,0,0.39
4214,9/12/2010,6.5,1.67,20.6,67,4.23,21.84333333,9.3,58.8,0.38,0,0.38625,0.385520833,1.7334375,1.723958333,0.02,0.316
4215,9/13/2010,6.6,1.67,20.6,68,4.2,21.74,9.2,56.4,0.2,0,0.3925,0.38625,1.708125,1.7334375,0,0.37
4216,9/14/2010,6.7,1.67,20.55,63,4.22,21.72333333,8.9,50.8,0.13,0,0.402421053,0.3925,1.719479167,1.708125,0,0.392
4217,9/15/2010,7,1.67,20.7,60,4.26,21.69,9,47.1,0.12,0,0.422083333,0.402421053,1.707291667,1.719479167,0,0.292
4218,9/16/2010,7,1.67,20.45,58,4.22,21.61333333,10,44.2,0.21,0,0.424895833,0.422083333,1.7115625,1.707291667,0,0.43
4219,9/17/2010,6.9,1.68,20.8,57,4.3,21.51333333,10,44.5,4.4,0,0.427708333,0.424895833,1.699166667,1.7115625,0,0.248
4220,9/18/2010,7.4,1.68,20.6,56,4.24,21.42333333,9.7,45.3,8,0,0.443541667,0.427708333,1.684270833,1.699166667,0,0.434
4221,9/19/2010,7.2,1.69,21,58,4.25,21.28,9.6,48.7,7.2,0,0.436770833,0.443541667,1.6103125,1.684270833,0,0.564
4222,9/20/2010,6.5,1.69,20.6,57,4.32,21.17666667,9,47.5,6.3,0,0.414421053,0.436770833,1.612916667,1.6103125,0,0.344
4223,9/21/2010,6.3,1.71,21.05,57,4.27,21.11,9,46.3,6.3,0,0.409791667,0.414421053,1.599583333,1.612916667,0.445,0.416
4224,9/22/2010,6.6,1.72,21.1,61,4.24,21.03666667,9.5,45.5,5.8,0,0.419578947,0.409791667,1.5984375,1.599583333,0.023333333,0.242
4225,9/23/2010,7.9,1.72,21.3,69,4.25,21.02666667,13,50.5,3.7,0,0.458947368,0.419578947,1.591875,1.5984375,0,0.234
4226,9/24/2010,6.3,1.73,20.95,62,NA,21,9.8,47.2,2.8,0,0.409166667,0.458947368,1.5853125,1.591875,0,0.23
4227,9/25/2010,6.2,1.75,20.9,54,NA,20.98666667,11,45,2.5,0,0.405263158,0.409166667,1.588541667,1.5853125,0,0.214
4228,9/26/2010,6.3,1.75,20.9,57,NA,20.9,11,45,2.2,0,0.407263158,0.405263158,1.592916667,1.588541667,0,0.384
4229,9/27/2010,6.7,1.75,20.55,65,NA,20.79333333,11,46.8,5.9,0,0.421489362,0.407263158,1.59375,1.592916667,0,0.21
4230,9/28/2010,6.6,1.75,20.5,58,NA,20.68,11,45.2,7.1,0,0.418541667,0.421489362,1.5971875,1.59375,0,0.48
4231,9/29/2010,6.6,1.76,20.2,58,NA,20.58,11,43.2,8.8,0,0.42,0.418541667,1.5953125,1.5971875,0,0.19
4232,9/30/2010,7,1.76,19.85,50,NA,20.41,11,43.5,8.2,0,0.431770833,0.42,1.6078125,1.5953125,0,0.21
4233,10/1/2010,7.5,1.76,19.65,50,NA,20.23666667,11,44,12,0,0.4471875,0.431770833,1.6203125,1.6078125,0.005,0.162
4234,10/2/2010,8.4,1.78,18.5,53,NA,20.06666667,11,42.7,9,0,0.474315789,0.4471875,1.609270833,1.6203125,0,0.292
4235,10/3/2010,8.6,1.79,17.85,56,NA,19.91666667,12,43.6,4.1,0,0.481979167,0.474315789,1.600520833,1.609270833,0,0.308
4236,10/4/2010,8.4,1.8,18.1,51,NA,19.75666667,12,43.4,12,0,0.475104167,0.481979167,1.599895833,1.600520833,0,0.334
4237,10/5/2010,8.5,1.8,18.2,48,NA,19.60333333,12,44.8,19,0,0.4790625,0.475104167,1.5975,1.599895833,0,0.23
4238,10/6/2010,8.5,1.81,17.95,46,4.33,19.53333333,12,50.2,18,0,0.4790625,0.4790625,1.6034375,1.5975,0,0.258
4239,10/7/2010,8.3,1.81,17.9,50,4.26,19.51333333,13,50.4,18,0,0.4721875,0.4790625,1.608958333,1.6034375,0.006666667,0.366
4240,10/8/2010,7.6,1.82,17.25,51,4.25,19.42666667,13,51,18,0,0.451578947,0.4721875,1.611458333,1.608958333,0,0.218
4241,10/9/2010,7.5,1.82,17,52,4.24,19.24,13,52.4,16,0,0.448020833,0.451578947,1.6184375,1.611458333,0.001666667,0.2
4242,10/10/2010,8.5,1.83,16.6,60,4.16,19.05333333,13,54,11,0,0.478526316,0.448020833,1.626666667,1.6184375,0.001666667,0.198
4243,10/11/2010,8.5,1.84,16.45,60,4.16,18.88333333,14,54.7,7,0,0.4775,0.478526316,1.629479167,1.626666667,0,0.184
4244,10/12/2010,8.7,1.85,16,58,4.16,18.67,16,49.8,3.3,0,0.484842105,0.4775,1.629270833,1.629479167,0,0.136
4245,10/13/2010,8.7,1.86,15.85,54,4.21,18.43333333,15,46.6,5.6,0,0.485833333,0.484842105,1.630833333,1.629270833,0,0.208
4246,10/14/2010,11,1.86,15.5,54,4.21,18.22,13,45.9,10,0,0.521770833,0.485833333,1.629583333,1.630833333,0,0.262
4247,10/15/2010,10,1.86,15.45,53,4.24,18.01,11,45.6,8.7,0,0.478333333,0.521770833,1.634791667,1.629583333,0,0.28
4248,10/16/2010,10,1.86,15.15,52,4.28,17.82333333,10,44.5,9,0,0.4715625,0.478333333,1.639583333,1.634791667,0,0.17
4249,10/17/2010,10,1.85,15.15,52,4.27,17.6,7.3,43.7,5.8,0,0.473020833,0.4715625,1.6375,1.639583333,0,0.184
4250,10/18/2010,11,1.83,14.8,55,4.25,17.38,5,43.7,3.4,0,0.487473684,0.473020833,1.636354167,1.6375,0,0.14
4251,10/19/2010,10,1.8,14.7,54,4.25,17.22333333,3.2,43.3,2.2,0,0.482291667,0.487473684,1.633229167,1.636354167,0,0.184
4252,10/20/2010,11,1.81,14.4,49,4.31,17.00333333,4.2,42.8,2.5,0,0.4865625,0.482291667,1.634791667,1.633229167,0.016666667,0.144
4253,10/21/2010,10,1.82,14.3,48,4.3,16.73,3.5,42.1,2.1,0,0.485052632,0.4865625,1.660729167,1.634791667,0.013333333,0.208
4254,10/22/2010,10,1.84,14.1,53,4.24,16.51333333,3.3,41,2,0,0.474947368,0.485052632,1.728645833,1.660729167,0,0.178
4255,10/23/2010,10,1.85,13.85,54,4.28,16.25333333,9.1,38.3,2,0,0.474736842,0.474947368,1.759270833,1.728645833,0,0.162
4256,10/24/2010,10,1.86,13.85,59,4.26,16.03666667,14,37.4,2.4,0,0.48393617,0.474736842,1.773541667,1.759270833,0,0.3
4257,10/25/2010,11,1.85,13.2,60,4.26,15.77333333,13,33.5,2.1,0,0.503333333,0.48393617,1.816041667,1.773541667,0,0.266
4258,10/26/2010,11,1.86,12,54,4.35,15.48333333,6.8,38.2,4.2,0,0.486770833,0.503333333,1.839375,1.816041667,0,0.248
4259,10/27/2010,11,1.89,11.2,59,4.33,15.16,6.7,65.7,2.3,0,0.4903125,0.486770833,1.6296875,1.839375,0,0.224
4260,10/28/2010,10,1.9,10.8,72,4.12,14.79666667,6.8,61.9,2,0,0.483333333,0.4903125,1.760625,1.6296875,0,0.274
4261,10/29/2010,11,1.9,10.45,72,4.08,14.48333333,6.8,58.3,3.1,0,0.508105263,0.483333333,1.8734375,1.760625,0,0.328
4262,10/30/2010,11,1.9,10.6,74,4.07,14.25666667,6.6,60.6,2.8,0,0.493829787,0.508105263,1.867708333,1.8734375,0,0.156
4263,10/31/2010,10,1.91,10.4,75,4.09,14.04,6.6,61.4,2.7,0,0.492842105,0.493829787,1.8690625,1.867708333,0.003333333,0.16
4264,11/1/2010,10,1.91,9.95,78,4.04,13.84333333,6.3,46.8,6.2,0,0.486344086,0.492842105,1.849895833,1.8690625,0,0.192
4265,11/2/2010,9.6,1.92,10.75,67,4.19,13.68,6.2,41.2,18,0,0.479247312,0.486344086,1.840833333,1.849895833,0,0.214
4266,11/3/2010,9.9,1.93,10.7,62,4.31,13.53,6.1,40.3,18,0,0.488210526,0.479247312,1.838229167,1.840833333,0,0.152
4267,11/4/2010,9.4,1.93,10.4,60,4.37,13.27,6,39.4,23,0,0.483125,0.488210526,1.838229167,1.838229167,0,0.174
4268,11/5/2010,8.8,1.93,9.9,60,4.37,12.94666667,6,39.7,29,0,0.468375,0.483125,1.841041667,1.838229167,0,0.27
4269,11/6/2010,8.5,1.94,11.05,67,4.3,12.66333333,5.9,40,35,0,0.466210526,0.468375,1.839583333,1.841041667,0,0.26
4270,11/7/2010,8,1.95,10.3,68,4.31,12.43666667,5.9,40,35,0,0.4527,0.466210526,1.8339,1.839583333,0,0.258
4271,11/8/2010,7.9,1.96,9.95,67,4.32,12.25666667,5.8,40.6,0,0,0.453043478,0.4527,1.838541667,1.8339,0.008333333,0.28
4272,11/9/2010,6.6,1.97,9.85,64,4.34,12.10333333,5.6,40.3,0,0,0.4184375,0.453043478,1.837083333,1.838541667,0,0.124
4273,11/10/2010,5.5,1.98,8.9,58,4.4,11.93666667,5.5,38.6,0,0,0.379270833,0.4184375,1.839583333,1.837083333,0,0.074
4274,11/11/2010,5.6,1.98,7.95,57,4.41,11.7,5.5,37.8,0,0,0.391666667,0.379270833,1.843125,1.839583333,0,0.132
4275,11/12/2010,6.5,1.99,8.05,60,4.39,11.47333333,5.4,39.2,0,0,0.425104167,0.391666667,1.845833333,1.843125,0.001666667,0.124
4276,11/13/2010,6.2,2,7.1,57,4.45,11.19,5.3,39.7,0,0,0.422526316,0.425104167,1.848645833,1.845833333,0.005,0.062
4277,11/14/2010,5.8,2,7.75,60,4.38,10.95666667,5.3,40.8,0,0,0.412083333,0.422526316,1.8396875,1.848645833,0,0.096
4278,11/15/2010,5.2,2.01,7.1,61,4.4,10.71333333,5.2,40.9,0,0,0.39375,0.412083333,1.842291667,1.8396875,0,0.212
4279,11/16/2010,4.9,2.02,7.05,60,NA,10.58965517,5.1,38.4,0,0,0.386947368,0.39375,1.833125,1.842291667,0,0.122
4280,11/17/2010,4.5,2.02,6.6,57,4.44,10.37931034,7.8,37.2,0,0,0.368958333,0.386947368,1.815625,1.833125,0,0.234
4281,11/18/2010,4.2,2.03,6.5,59,4.44,10.1,8.1,36.4,0,0,0.359684211,0.368958333,1.8240625,1.815625,0,0.162
4282,11/19/2010,2.9,2.04,6.35,60,4.44,9.868965517,7.7,35.5,0,0,0.304675325,0.359684211,1.822083333,1.8240625,0,0.038
4283,11/20/2010,3.1,2.05,6.4,62,4.41,9.65862069,5.2,35.2,0,0,0.310212766,0.304675325,1.8296875,1.822083333,0,0.286
4284,11/21/2010,3.5,2.05,6,65,4.38,9.403448276,5.7,35.1,0,0,0.329574468,0.310212766,1.832916667,1.8296875,0,0.182
4285,11/22/2010,4.6,2.06,5.6,62,4.43,9.165517241,7,35,0,0,0.369791667,0.329574468,1.821979167,1.832916667,0,0.206
4286,11/23/2010,6.8,2.07,4.45,62,4.43,8.862068966,6.3,36.1,0,0,0.453645833,0.369791667,1.7959375,1.821979167,0,0.26
4287,11/24/2010,7.2,2.08,4.35,61,4.46,8.648275862,6.1,38.4,0,0,0.461684211,0.453645833,1.7603125,1.7959375,0,0.09
4288,11/25/2010,7.2,2.09,2.7,68,4.42,8.44137931,5.9,39.1,0,0,0.459139785,0.461684211,1.763958333,1.7603125,0,0.124
4289,11/26/2010,7,2.11,2.85,71,4.4,8.237931034,5.9,40,0,0,0.453541667,0.459139785,1.756875,1.763958333,0,0.218
4290,11/27/2010,7.1,2.1,3.1,72,4.34,8.075862069,5.9,40.9,0,0,0.454631579,0.453541667,1.740729167,1.756875,0,0.26
4291,11/28/2010,6.3,2.08,3.65,81,4.27,7.910344828,5.8,42,0,0,0.427083333,0.454631579,1.737083333,1.740729167,0.003333333,0.114
4292,11/29/2010,6.2,2.08,2.5,83,4.26,7.675862069,6.1,43,0,0,0.425625,0.427083333,1.709166667,1.737083333,0,0.126
4293,11/30/2010,6.4,2.11,1.25,80,4.29,7.368965517,9.6,42.6,0,0,0.430736842,0.425625,1.7078125,1.709166667,0,0.116
4294,12/1/2010,5.5,2.14,2.4,81,4.27,7.106896552,7.9,42.7,0,0,0.398210526,0.430736842,1.72875,1.7078125,0,0.144
4295,12/2/2010,5.4,2.14,2.45,82,4.25,6.9,7.8,42.6,0,0,0.395416667,0.398210526,1.711875,1.72875,0,0.22
4296,12/3/2010,5.4,2.11,3.45,83,4.21,6.724137931,7.3,18.5,0,0,0.394270833,0.395416667,1.986041667,1.711875,0,0.084
4297,12/4/2010,5.3,2.1,4.25,69,4.3,6.617241379,6.9,0.054,0,0,0.392083333,0.394270833,2.226145833,1.986041667,0,0.07
4298,12/5/2010,5.4,2.13,3.15,73,4.25,6.475862069,6.6,0,0,0,0.394270833,0.392083333,2.24,2.226145833,0,0.092
4299,12/6/2010,5.5,2.14,3.15,76,4.24,6.262068966,5.9,0,0,0,0.398854167,0.394270833,2.260729167,2.24,0,0.102
4300,12/7/2010,5.6,2.14,3.4,78,4.21,6.051724138,6,0,0,0,0.403854167,0.398854167,2.265104167,2.260729167,0,0.124
4301,12/8/2010,5.6,2.15,2.65,79,4.21,5.844827586,6.5,0,0,0,0.403541667,0.403854167,2.256770833,2.265104167,0,0.186
4302,12/9/2010,5.7,2.16,4.05,79,4.22,5.689655172,6.9,0,0,0,0.406666667,0.403541667,2.255625,2.256770833,0,0.21
4303,12/10/2010,6.2,2.16,5.15,80,4.22,5.593103448,6.2,0,0,0,0.424255319,0.406666667,2.260104167,2.255625,0,0.164
4304,12/11/2010,6.5,2.16,3.7,81,4.25,5.517241379,5.9,0,0,0,0.436105263,0.424255319,2.2471875,2.260104167,0,0.108
4305,12/12/2010,5.7,2.16,2.2,78,4.3,5.34137931,7.5,0,0,0,0.408229167,0.436105263,2.255,2.2471875,0,0.152
4306,12/13/2010,6.7,2.17,2.55,80,4.26,5.272413793,7.9,0,0,0,0.4415625,0.408229167,2.265729167,2.255,0,0.172
4307,12/14/2010,6.4,2.17,3.1,80,4.24,5.168965517,8.5,0,0,0,0.4309375,0.4415625,2.27,2.265729167,0,0.12
4308,12/15/2010,5.9,2.18,3.35,81,4.23,5.089655172,8.6,0,0,0,0.415578947,0.4309375,2.284895833,2.27,0,0.082
4309,12/16/2010,5.5,2.18,3.65,81,4.18,5.113333333,8.8,0,0,0,0.399583333,0.415578947,2.2896875,2.284895833,0.018333333,0.034
4310,12/17/2010,5.5,2.19,2.7,80,4.13,5.03,8.6,0,0,0,0.400520833,0.399583333,2.2778125,2.2896875,0.008333333,0.03
4311,12/18/2010,5.5,2.19,2.05,80,4.16,4.973333333,8.5,0,0,0,0.398842105,0.400520833,2.283645833,2.2778125,0,0.058
4312,12/19/2010,5.5,2.19,2.95,82,4.18,4.9,9.7,0,0,0,0.4,0.398842105,2.292916667,2.283645833,0.001666667,0.16
4313,12/20/2010,5.3,2.2,3.65,82,4.19,4.873333333,9.9,0,0,0,0.39375,0.4,2.290208333,2.292916667,0,0.042
4314,12/21/2010,5.3,2.2,3.35,81,4.22,4.783333333,9.4,0,0,0,0.390526316,0.39375,2.291979167,2.290208333,0,0.068
4315,12/22/2010,5.3,2.21,3.2,80,4.26,4.703333333,10,0,0,0,0.392947368,0.390526316,2.283854167,2.291979167,0,0.104
4316,12/23/2010,5.7,2.21,3.35,80,4.3,4.69,10,0,0,0,0.40712766,0.392947368,2.278333333,2.283854167,0,0.102
4317,12/24/2010,5.7,2.21,3.7,81,4.3,4.673333333,9.6,0,0,0,0.405052632,0.40712766,2.278229167,2.278333333,0,0.058
4318,12/25/2010,5.5,2.21,3.85,79,4.34,4.676666667,9.7,0,0,0,0.397708333,0.405052632,2.2784375,2.278229167,0,0.12
4319,12/26/2010,5.8,2.22,2.9,80,4.37,4.676666667,9.2,0,0,0,0.409052632,0.397708333,2.274270833,2.2784375,0,0.15
4320,12/27/2010,6.2,2.22,2.75,80,4.39,4.656666667,9,0,0,0,0.424479167,0.409052632,2.280729167,2.274270833,0,0.108
4321,12/28/2010,6,2.22,3.3,81,4.38,4.626666667,8.9,0,0,0,0.415789474,0.424479167,2.289375,2.280729167,0,0.11
